221(),222(),301(C),303(C),304(C),305(C),306(C),308(C)
-5.510557E-03,+1.946671E+00,+2.703600E+01,+1.531700E+01,+1.358100E+01,+2.909700E+01,+1.905000E+01,+1.902300E+01
-4.083498E-03,+1.946624E+00,+2.703600E+01,+1.531600E+01,+1.357600E+01,+2.909800E+01,+1.904900E+01,+1.902400E+01
-1.416488E-03,+1.940722E+00,+2.704000E+01,+1.531600E+01,+1.357500E+01,+2.909700E+01,+1.905000E+01,+1.902400E+01
-2.417782E-03,+1.945547E+00,+2.703400E+01,+1.531600E+01,+1.358000E+01,+2.909600E+01,+1.905000E+01,+1.902400E+01
-3.216374E-04,+1.945734E+00,+2.703800E+01,+1.531800E+01,+1.358000E+01,+2.909700E+01,+1.905200E+01,+1.902300E+01
-5.197066E-03,+1.940629E+00,+2.703700E+01,+1.531600E+01,+1.357700E+01,+2.910300E+01,+1.905200E+01,+1.902500E+01
-7.246443E-03,+1.944657E+00,+2.703400E+01,+1.531300E+01,+1.357700E+01,+2.909900E+01,+1.905100E+01,+1.902600E+01
-4.336150E-03,+1.946718E+00,+2.703700E+01,+1.531400E+01,+1.357900E+01,+2.910300E+01,+1.905100E+01,+1.902600E+01
-5.852117E-03,+1.943673E+00,+2.704100E+01,+1.531600E+01,+1.357800E+01,+2.910300E+01,+1.905100E+01,+1.902600E+01
-8.360012E-03,+1.947608E+00,+2.704200E+01,+1.531700E+01,+1.357600E+01,+2.910600E+01,+1.905200E+01,+1.902600E+01
-6.928267E-03,+1.945078E+00,+2.703800E+01,+1.531700E+01,+1.357800E+01,+2.910600E+01,+1.905200E+01,+1.903100E+01
-2.352278E-03,+1.946156E+00,+2.704400E+01,+1.531700E+01,+1.357900E+01,+2.911000E+01,+1.905100E+01,+1.903100E+01
-6.193677E-03,+1.952338E+00,+2.704500E+01,+1.531900E+01,+1.358700E+01,+2.911000E+01,+1.905400E+01,+1.903600E+01
-4.237892E-03,+1.963065E+00,+2.703600E+01,+1.531200E+01,+1.358500E+01,+2.911000E+01,+1.905000E+01,+1.903600E+01
-1.645755E-03,+1.950699E+00,+2.704700E+01,+1.531900E+01,+1.358800E+01,+2.910900E+01,+1.905400E+01,+1.904100E+01
-6.072035E-03,+1.944938E+00,+2.704000E+01,+1.531900E+01,+1.358600E+01,+2.911400E+01,+1.905300E+01,+1.904000E+01
-8.870019E-03,+1.945641E+00,+2.704800E+01,+1.532100E+01,+1.359300E+01,+2.911200E+01,+1.905000E+01,+1.904500E+01
-3.245965E-03,+1.945969E+00,+2.704100E+01,+1.531900E+01,+1.359200E+01,+2.910900E+01,+1.905300E+01,+1.904500E+01
-6.142206E-03,+1.941378E+00,+2.704500E+01,+1.532000E+01,+1.359400E+01,+2.910800E+01,+1.905100E+01,+1.904700E+01
-4.453126E-03,+1.945969E+00,+2.704600E+01,+1.531900E+01,+1.359000E+01,+2.910600E+01,+1.905000E+01,+1.904900E+01
-7.962315E-03,+1.944751E+00,+2.705100E+01,+1.532300E+01,+1.359400E+01,+2.910700E+01,+1.904800E+01,+1.904800E+01
-8.846616E-03,+1.946671E+00,+2.705300E+01,+1.532100E+01,+1.359400E+01,+2.910800E+01,+1.904700E+01,+1.905100E+01
-1.425856E-03,+1.942409E+00,+2.705700E+01,+1.532500E+01,+1.359600E+01,+2.910700E+01,+1.904700E+01,+1.905200E+01
-7.330667E-03,+1.944751E+00,+2.705600E+01,+1.532400E+01,+1.360300E+01,+2.910700E+01,+1.904700E+01,+1.905500E+01
-3.475233E-03,+1.955243E+00,+2.705400E+01,+1.532500E+01,+1.360200E+01,+2.910600E+01,+1.904600E+01,+1.905200E+01
-6.975054E-03,+1.952432E+00,+2.705100E+01,+1.532200E+01,+1.359700E+01,+2.910900E+01,+1.904600E+01,+1.905200E+01
-2.768692E-03,+1.944891E+00,+2.706200E+01,+1.533000E+01,+1.360000E+01,+2.910900E+01,+1.904800E+01,+1.904900E+01
-1.767416E-03,+1.944423E+00,+2.705200E+01,+1.532200E+01,+1.360100E+01,+2.911300E+01,+1.904900E+01,+1.905200E+01
-2.689153E-03,+1.951214E+00,+2.705200E+01,+1.532800E+01,+1.359900E+01,+2.911200E+01,+1.905000E+01,+1.905100E+01
-3.372292E-03,+1.941191E+00,+2.705900E+01,+1.533000E+01,+1.360700E+01,+2.911600E+01,+1.905000E+01,+1.905000E+01
-5.604131E-03,+1.952854E+00,+2.705400E+01,+1.533100E+01,+1.360200E+01,+2.911300E+01,+1.904900E+01,+1.904800E+01
-5.898904E-03,+1.941940E+00,+2.705700E+01,+1.533200E+01,+1.360200E+01,+2.911000E+01,+1.904900E+01,+1.904900E+01
-6.249833E-03,+1.948591E+00,+2.705400E+01,+1.533100E+01,+1.359900E+01,+2.911100E+01,+1.904700E+01,+1.904600E+01
-6.329372E-03,+1.950980E+00,+2.705200E+01,+1.532900E+01,+1.359200E+01,+2.911400E+01,+1.904700E+01,+1.904300E+01
-2.735940E-03,+1.945266E+00,+2.705300E+01,+1.532700E+01,+1.359400E+01,+2.911300E+01,+1.904300E+01,+1.903800E+01
-4.532665E-03,+1.942175E+00,+2.705500E+01,+1.532600E+01,+1.359200E+01,+2.911300E+01,+1.904300E+01,+1.903600E+01
-4.265979E-03,+1.947983E+00,+2.705300E+01,+1.532800E+01,+1.359000E+01,+2.911000E+01,+1.904300E+01,+1.903400E+01
-6.104788E-03,+1.954165E+00,+2.705900E+01,+1.532700E+01,+1.359100E+01,+2.910600E+01,+1.904100E+01,+1.903600E+01
-4.527981E-03,+1.941659E+00,+2.705300E+01,+1.532600E+01,+1.358600E+01,+2.910800E+01,+1.904100E+01,+1.903300E+01
-4.237892E-03,+1.945875E+00,+2.706300E+01,+1.532500E+01,+1.358400E+01,+2.910800E+01,+1.904300E+01,+1.903200E+01
-7.279196E-03,+1.948076E+00,+2.705700E+01,+1.532400E+01,+1.357600E+01,+2.910400E+01,+1.904100E+01,+1.902900E+01
-5.880185E-03,+1.941004E+00,+2.706200E+01,+1.532400E+01,+1.357800E+01,+2.910700E+01,+1.903900E+01,+1.903100E+01
-2.394380E-03,+1.950137E+00,+2.706500E+01,+1.532100E+01,+1.357600E+01,+2.910800E+01,+1.903700E+01,+1.902700E+01
-7.115433E-03,+1.954634E+00,+2.706100E+01,+1.532400E+01,+1.357500E+01,+2.910400E+01,+1.903800E+01,+1.902400E+01
-7.358735E-03,+1.946530E+00,+2.706300E+01,+1.531700E+01,+1.357600E+01,+2.910600E+01,+1.903600E+01,+1.902200E+01
-2.174481E-03,+1.947983E+00,+2.705700E+01,+1.532000E+01,+1.357100E+01,+2.910200E+01,+1.903500E+01,+1.902300E+01
-3.587525E-03,+1.947936E+00,+2.706000E+01,+1.531600E+01,+1.357400E+01,+2.910100E+01,+1.903500E+01,+1.902500E+01
-4.874225E-03,+1.947186E+00,+2.705200E+01,+1.531500E+01,+1.357400E+01,+2.909500E+01,+1.903300E+01,+1.902600E+01
-8.542493E-03,+1.961191E+00,+2.706200E+01,+1.531900E+01,+1.357100E+01,+2.909600E+01,+1.903300E+01,+1.902800E+01
-6.235798E-03,+1.947655E+00,+2.705500E+01,+1.531500E+01,+1.357300E+01,+2.909400E+01,+1.903000E+01,+1.902400E+01
-5.524592E-03,+1.957397E+00,+2.706100E+01,+1.531600E+01,+1.357100E+01,+2.909700E+01,+1.903000E+01,+1.902400E+01
-4.289363E-03,+1.942315E+00,+2.706000E+01,+1.531500E+01,+1.357000E+01,+2.909900E+01,+1.903100E+01,+1.902600E+01
-4.326799E-03,+1.943158E+00,+2.706000E+01,+1.531900E+01,+1.357200E+01,+2.910000E+01,+1.903200E+01,+1.902500E+01
-5.164313E-03,+1.948779E+00,+2.705600E+01,+1.531600E+01,+1.357400E+01,+2.909700E+01,+1.903300E+01,+1.902700E+01
-7.733047E-03,+1.947233E+00,+2.705000E+01,+1.531400E+01,+1.357200E+01,+2.910100E+01,+1.903300E+01,+1.902900E+01
-5.126895E-03,+1.954868E+00,+2.705900E+01,+1.531900E+01,+1.357200E+01,+2.910500E+01,+1.903400E+01,+1.902700E+01
-5.033303E-03,+1.937210E+00,+2.705100E+01,+1.531600E+01,+1.357500E+01,+2.910700E+01,+1.903600E+01,+1.903000E+01
-7.606722E-03,+1.952620E+00,+2.704800E+01,+1.531700E+01,+1.357400E+01,+2.910800E+01,+1.903500E+01,+1.903000E+01
-5.543310E-03,+1.938240E+00,+2.705500E+01,+1.531800E+01,+1.357600E+01,+2.911200E+01,+1.903900E+01,+1.903500E+01
-2.633017E-03,+1.961332E+00,+2.705700E+01,+1.532000E+01,+1.358000E+01,+2.911300E+01,+1.903700E+01,+1.903700E+01
-4.705796E-03,+1.944423E+00,+2.705600E+01,+1.531900E+01,+1.357900E+01,+2.911500E+01,+1.903900E+01,+1.903900E+01
-2.820163E-03,+1.949997E+00,+2.705500E+01,+1.531800E+01,+1.358300E+01,+2.911300E+01,+1.903800E+01,+1.903900E+01
-1.402454E-03,+1.944516E+00,+2.705400E+01,+1.531800E+01,+1.358200E+01,+2.911600E+01,+1.903900E+01,+1.904200E+01
-4.036711E-03,+1.939177E+00,+2.705000E+01,+1.531700E+01,+1.358400E+01,+2.911500E+01,+1.903800E+01,+1.904300E+01
-4.396989E-03,+1.952807E+00,+2.705200E+01,+1.532000E+01,+1.358400E+01,+2.911500E+01,+1.903600E+01,+1.904100E+01
-5.632218E-03,+1.941706E+00,+2.704700E+01,+1.531700E+01,+1.358000E+01,+2.911600E+01,+1.903300E+01,+1.904300E+01
-4.298732E-03,+1.950184E+00,+2.704500E+01,+1.531500E+01,+1.358000E+01,+2.911800E+01,+1.903200E+01,+1.904400E+01
-1.898426E-03,+1.942596E+00,+2.705400E+01,+1.532000E+01,+1.357900E+01,+2.911900E+01,+1.903400E+01,+1.904200E+01
-4.172387E-03,+1.945032E+00,+2.704600E+01,+1.531900E+01,+1.358100E+01,+2.912200E+01,+1.903600E+01,+1.904100E+01
-3.138358E-03,+1.949528E+00,+2.704600E+01,+1.531900E+01,+1.358100E+01,+2.911800E+01,+1.903800E+01,+1.904200E+01
-7.129468E-03,+1.947608E+00,+2.704700E+01,+1.531900E+01,+1.358300E+01,+2.912200E+01,+1.903500E+01,+1.904000E+01
-5.253222E-03,+1.948076E+00,+2.704600E+01,+1.531900E+01,+1.358100E+01,+2.912300E+01,+1.903600E+01,+1.904100E+01
-1.252724E-03,+1.950652E+00,+2.704700E+01,+1.532000E+01,+1.358400E+01,+2.912600E+01,+1.903800E+01,+1.903800E+01
-7.588003E-03,+1.940395E+00,+2.705200E+01,+1.532100E+01,+1.358500E+01,+2.912300E+01,+1.903900E+01,+1.903200E+01
-4.546699E-03,+1.946296E+00,+2.705400E+01,+1.532300E+01,+1.358300E+01,+2.912600E+01,+1.904100E+01,+1.903400E+01
-5.566713E-03,+1.949622E+00,+2.704900E+01,+1.532000E+01,+1.358200E+01,+2.913000E+01,+1.904200E+01,+1.903100E+01
-8.269600E-04,+1.945688E+00,+2.704700E+01,+1.532100E+01,+1.358400E+01,+2.912800E+01,+1.904100E+01,+1.903100E+01
-4.116250E-03,+1.945078E+00,+2.705500E+01,+1.532000E+01,+1.357900E+01,+2.913600E+01,+1.904100E+01,+1.903100E+01
-2.661085E-03,+1.944938E+00,+2.705400E+01,+1.532200E+01,+1.358300E+01,+2.913900E+01,+1.904300E+01,+1.903100E+01
-5.908272E-03,+1.959599E+00,+2.705300E+01,+1.532000E+01,+1.358500E+01,+2.914000E+01,+1.904500E+01,+1.903300E+01
-5.482489E-03,+1.942222E+00,+2.704800E+01,+1.532100E+01,+1.358400E+01,+2.913800E+01,+1.904500E+01,+1.903700E+01
-5.767894E-03,+1.951636E+00,+2.704900E+01,+1.532100E+01,+1.358700E+01,+2.914400E+01,+1.904700E+01,+1.904000E+01
-5.019269E-03,+1.955664E+00,+2.705300E+01,+1.532200E+01,+1.358700E+01,+2.914600E+01,+1.904500E+01,+1.904200E+01
-4.663675E-03,+1.941894E+00,+2.704500E+01,+1.532000E+01,+1.358600E+01,+2.914500E+01,+1.904300E+01,+1.904100E+01
-1.065578E-03,+1.947280E+00,+2.704400E+01,+1.531900E+01,+1.358800E+01,+2.915200E+01,+1.904400E+01,+1.904200E+01
-4.032026E-03,+1.943908E+00,+2.703900E+01,+1.531800E+01,+1.358500E+01,+2.915200E+01,+1.904100E+01,+1.904500E+01
-4.518630E-03,+1.945641E+00,+2.703900E+01,+1.532000E+01,+1.358400E+01,+2.915000E+01,+1.904000E+01,+1.904100E+01
-4.233227E-03,+1.944516E+00,+2.704100E+01,+1.531700E+01,+1.358500E+01,+2.915000E+01,+1.904200E+01,+1.903900E+01
-7.410206E-03,+1.947093E+00,+2.704700E+01,+1.531800E+01,+1.358300E+01,+2.915100E+01,+1.904100E+01,+1.903600E+01
-5.159648E-03,+1.947608E+00,+2.703800E+01,+1.531500E+01,+1.358100E+01,+2.915300E+01,+1.904300E+01,+1.903600E+01
-5.267255E-03,+1.945875E+00,+2.704200E+01,+1.531700E+01,+1.358000E+01,+2.915500E+01,+1.904300E+01,+1.903300E+01
-4.432788E-04,+1.941144E+00,+2.704200E+01,+1.531800E+01,+1.357500E+01,+2.915900E+01,+1.903900E+01,+1.903200E+01
-4.780651E-03,+1.941331E+00,+2.704000E+01,+1.531500E+01,+1.357600E+01,+2.916000E+01,+1.904200E+01,+1.903100E+01
-3.596894E-03,+1.951964E+00,+2.703800E+01,+1.531600E+01,+1.357700E+01,+2.916000E+01,+1.904000E+01,+1.903200E+01
-3.217897E-03,+1.943439E+00,+2.703400E+01,+1.531300E+01,+1.357900E+01,+2.915600E+01,+1.904100E+01,+1.902800E+01
-2.029436E-03,+1.947280E+00,+2.703600E+01,+1.531500E+01,+1.357700E+01,+2.915700E+01,+1.904000E+01,+1.903100E+01
-2.965226E-03,+1.950699E+00,+2.703100E+01,+1.531300E+01,+1.357200E+01,+2.915700E+01,+1.904000E+01,+1.902500E+01
-4.078813E-03,+1.942128E+00,+2.702700E+01,+1.530900E+01,+1.357100E+01,+2.915800E+01,+1.904100E+01,+1.902400E+01
-2.483288E-03,+1.950090E+00,+2.703700E+01,+1.531500E+01,+1.357200E+01,+2.915800E+01,+1.904100E+01,+1.902300E+01
-5.271940E-03,+1.947655E+00,+2.703000E+01,+1.531200E+01,+1.357100E+01,+2.915900E+01,+1.904000E+01,+1.902300E+01
-5.061391E-03,+1.945969E+00,+2.702200E+01,+1.530800E+01,+1.356800E+01,+2.915600E+01,+1.903900E+01,+1.902400E+01
-2.038786E-03,+1.947421E+00,+2.702800E+01,+1.531100E+01,+1.357100E+01,+2.916000E+01,+1.903900E+01,+1.902500E+01
-3.423762E-03,+1.939083E+00,+2.703100E+01,+1.531100E+01,+1.357200E+01,+2.915700E+01,+1.903900E+01,+1.902600E+01
-5.042672E-03,+1.956601E+00,+2.702100E+01,+1.531200E+01,+1.357000E+01,+2.915500E+01,+1.903900E+01,+1.902700E+01
-4.149003E-03,+1.944329E+00,+2.702000E+01,+1.530800E+01,+1.356900E+01,+2.915200E+01,+1.903700E+01,+1.902800E+01
-6.725471E-04,+1.945078E+00,+2.702300E+01,+1.530700E+01,+1.357500E+01,+2.915300E+01,+1.903500E+01,+1.902800E+01
-3.770006E-03,+1.942362E+00,+2.702100E+01,+1.530600E+01,+1.357000E+01,+2.915400E+01,+1.903400E+01,+1.902800E+01
-3.100920E-03,+1.950605E+00,+2.702000E+01,+1.530500E+01,+1.356800E+01,+2.915500E+01,+1.903200E+01,+1.902900E+01
-4.064779E-03,+1.941097E+00,+2.702200E+01,+1.530300E+01,+1.357000E+01,+2.915200E+01,+1.903000E+01,+1.902700E+01
-3.386344E-03,+1.944235E+00,+2.701700E+01,+1.530300E+01,+1.356500E+01,+2.914700E+01,+1.902500E+01,+1.902800E+01
-1.304195E-03,+1.944844E+00,+2.701900E+01,+1.530300E+01,+1.356600E+01,+2.914700E+01,+1.902500E+01,+1.902800E+01
-1.341633E-03,+1.950278E+00,+2.701600E+01,+1.530300E+01,+1.356100E+01,+2.914200E+01,+1.902100E+01,+1.902900E+01
-5.140930E-03,+1.944704E+00,+2.702100E+01,+1.530000E+01,+1.356400E+01,+2.913700E+01,+1.901900E+01,+1.903100E+01
-5.983127E-03,+1.948123E+00,+2.701800E+01,+1.530300E+01,+1.356900E+01,+2.913200E+01,+1.901800E+01,+1.903500E+01
-2.183830E-03,+1.945219E+00,+2.701700E+01,+1.529900E+01,+1.356700E+01,+2.913000E+01,+1.901500E+01,+1.903400E+01
-5.622850E-03,+1.936788E+00,+2.701700E+01,+1.530200E+01,+1.357000E+01,+2.912600E+01,+1.901300E+01,+1.903900E+01
-3.709185E-03,+1.945406E+00,+2.701200E+01,+1.529900E+01,+1.356600E+01,+2.912400E+01,+1.901000E+01,+1.904200E+01
-5.360829E-03,+1.940395E+00,+2.702000E+01,+1.530300E+01,+1.357100E+01,+2.912100E+01,+1.901200E+01,+1.904400E+01
-2.502006E-03,+1.944798E+00,+2.701600E+01,+1.529800E+01,+1.357300E+01,+2.911800E+01,+1.900800E+01,+1.904700E+01
-4.635607E-03,+1.948451E+00,+2.701400E+01,+1.529900E+01,+1.357200E+01,+2.911700E+01,+1.900800E+01,+1.904700E+01
-1.973281E-03,+1.937819E+00,+2.701400E+01,+1.530000E+01,+1.357500E+01,+2.911300E+01,+1.900900E+01,+1.905000E+01
-2.795160E-04,+1.947046E+00,+2.701700E+01,+1.530100E+01,+1.357900E+01,+2.911000E+01,+1.900900E+01,+1.905000E+01
-4.120916E-03,+1.957069E+00,+2.700600E+01,+1.530000E+01,+1.357600E+01,+2.910600E+01,+1.900400E+01,+1.905100E+01
-1.344718E-04,+1.946249E+00,+2.701700E+01,+1.530300E+01,+1.358000E+01,+2.910600E+01,+1.900600E+01,+1.904800E+01
+1.836848E-04,+1.954962E+00,+2.700700E+01,+1.529800E+01,+1.357900E+01,+2.910200E+01,+1.900300E+01,+1.904900E+01
+5.252450E-04,+1.947655E+00,+2.700700E+01,+1.530200E+01,+1.358200E+01,+2.910100E+01,+1.900100E+01,+1.904700E+01
+6.515901E-04,+1.938896E+00,+2.701600E+01,+1.530600E+01,+1.357800E+01,+2.910400E+01,+1.900200E+01,+1.904700E+01
-4.972482E-03,+1.947374E+00,+2.701200E+01,+1.530500E+01,+1.358100E+01,+2.910200E+01,+1.899900E+01,+1.904400E+01
-5.856802E-03,+1.942409E+00,+2.701300E+01,+1.530300E+01,+1.358000E+01,+2.909900E+01,+1.900000E+01,+1.904200E+01
-2.712555E-03,+1.945922E+00,+2.701400E+01,+1.530700E+01,+1.358400E+01,+2.909800E+01,+1.899800E+01,+1.904000E+01
-4.573129E-04,+1.950980E+00,+2.701100E+01,+1.530700E+01,+1.358100E+01,+2.909600E+01,+1.899400E+01,+1.904000E+01
-1.411822E-03,+1.947655E+00,+2.701500E+01,+1.530800E+01,+1.358100E+01,+2.909800E+01,+1.899500E+01,+1.903600E+01
-5.154964E-03,+1.952760E+00,+2.701200E+01,+1.530600E+01,+1.358200E+01,+2.909600E+01,+1.899200E+01,+1.903700E+01
-7.162220E-03,+1.951402E+00,+2.700800E+01,+1.530400E+01,+1.357800E+01,+2.909500E+01,+1.899100E+01,+1.903600E+01
-1.266777E-03,+1.940863E+00,+2.701100E+01,+1.530400E+01,+1.358000E+01,+2.909000E+01,+1.898800E+01,+1.903300E+01
-4.130285E-03,+1.953416E+00,+2.701600E+01,+1.530600E+01,+1.357400E+01,+2.908700E+01,+1.898700E+01,+1.902700E+01
-3.475233E-03,+1.944470E+00,+2.701000E+01,+1.530500E+01,+1.357400E+01,+2.908300E+01,+1.898800E+01,+1.902600E+01
-3.278718E-03,+1.943252E+00,+2.700800E+01,+1.530300E+01,+1.357100E+01,+2.908200E+01,+1.898500E+01,+1.901900E+01
-9.064991E-04,+1.943955E+00,+2.700900E+01,+1.530400E+01,+1.357000E+01,+2.907700E+01,+1.898500E+01,+1.901800E+01
-2.792095E-03,+1.946484E+00,+2.700900E+01,+1.530100E+01,+1.356700E+01,+2.907200E+01,+1.898000E+01,+1.901100E+01
-1.191903E-03,+1.955243E+00,+2.700800E+01,+1.530100E+01,+1.356100E+01,+2.906800E+01,+1.898200E+01,+1.900900E+01
-3.849546E-03,+1.964985E+00,+2.701400E+01,+1.530300E+01,+1.356000E+01,+2.906600E+01,+1.897700E+01,+1.900400E+01
-3.704501E-03,+1.943861E+00,+2.700800E+01,+1.530100E+01,+1.356200E+01,+2.906300E+01,+1.897600E+01,+1.900400E+01
-4.046061E-03,+1.946671E+00,+2.701100E+01,+1.530000E+01,+1.355800E+01,+2.905800E+01,+1.897500E+01,+1.900100E+01
-2.408433E-03,+1.960863E+00,+2.701000E+01,+1.529700E+01,+1.355800E+01,+2.905500E+01,+1.897200E+01,+1.900100E+01
-2.525390E-03,+1.944095E+00,+2.700400E+01,+1.529500E+01,+1.355400E+01,+2.905000E+01,+1.897300E+01,+1.899800E+01
-1.608337E-03,+1.942690E+00,+2.700400E+01,+1.529400E+01,+1.355300E+01,+2.904800E+01,+1.897500E+01,+1.900100E+01
-5.814699E-03,+1.949341E+00,+2.700900E+01,+1.529300E+01,+1.355200E+01,+2.904100E+01,+1.898000E+01,+1.899900E+01
-4.883593E-03,+1.943767E+00,+2.700700E+01,+1.529500E+01,+1.355400E+01,+2.904200E+01,+1.898200E+01,+1.900300E+01
-6.263867E-03,+1.944001E+00,+2.699600E+01,+1.528900E+01,+1.355100E+01,+2.903900E+01,+1.898300E+01,+1.900000E+01
-4.378271E-03,+1.949200E+00,+2.700500E+01,+1.528900E+01,+1.355200E+01,+2.903800E+01,+1.898600E+01,+1.900100E+01
-7.232409E-03,+1.950652E+00,+2.699900E+01,+1.528800E+01,+1.354800E+01,+2.903900E+01,+1.898700E+01,+1.899800E+01
-6.090754E-03,+1.954352E+00,+2.699700E+01,+1.528700E+01,+1.354400E+01,+2.904200E+01,+1.899100E+01,+1.900000E+01
-5.482489E-03,+1.942924E+00,+2.699500E+01,+1.528400E+01,+1.354400E+01,+2.904000E+01,+1.899400E+01,+1.899800E+01
-1.173185E-03,+1.946437E+00,+2.699400E+01,+1.528200E+01,+1.354200E+01,+2.904000E+01,+1.900000E+01,+1.899700E+01
-5.140930E-03,+1.946952E+00,+2.699000E+01,+1.528300E+01,+1.354500E+01,+2.904200E+01,+1.900100E+01,+1.899900E+01
-7.489746E-03,+1.956648E+00,+2.699800E+01,+1.528900E+01,+1.354400E+01,+2.904700E+01,+1.900500E+01,+1.900100E+01
-3.250650E-03,+1.941472E+00,+2.698900E+01,+1.528400E+01,+1.354300E+01,+2.904600E+01,+1.900700E+01,+1.899800E+01
-4.223857E-03,+1.942830E+00,+2.699100E+01,+1.528400E+01,+1.354200E+01,+2.904600E+01,+1.901100E+01,+1.900100E+01
-2.174481E-03,+1.951074E+00,+2.699300E+01,+1.528200E+01,+1.354400E+01,+2.904900E+01,+1.901500E+01,+1.900100E+01
-3.414413E-03,+1.950512E+00,+2.698600E+01,+1.528100E+01,+1.354600E+01,+2.904800E+01,+1.901700E+01,+1.900100E+01
-6.535237E-03,+1.963111E+00,+2.698800E+01,+1.528100E+01,+1.354700E+01,+2.904700E+01,+1.902300E+01,+1.900100E+01
-6.507169E-03,+1.945266E+00,+2.698900E+01,+1.528200E+01,+1.354800E+01,+2.904800E+01,+1.902900E+01,+1.900000E+01
-7.218357E-03,+1.956554E+00,+2.699400E+01,+1.528400E+01,+1.354600E+01,+2.905000E+01,+1.903200E+01,+1.900000E+01
-6.928267E-03,+1.938006E+00,+2.698800E+01,+1.528500E+01,+1.354600E+01,+2.905400E+01,+1.903400E+01,+1.900300E+01
-5.908272E-03,+1.966905E+00,+2.698800E+01,+1.528300E+01,+1.355300E+01,+2.904900E+01,+1.903800E+01,+1.900400E+01
-3.536054E-03,+1.957631E+00,+2.699200E+01,+1.528500E+01,+1.355100E+01,+2.905600E+01,+1.903900E+01,+1.900500E+01
-6.815975E-03,+1.944610E+00,+2.698500E+01,+1.528400E+01,+1.355000E+01,+2.905400E+01,+1.904200E+01,+1.901000E+01
-4.420374E-03,+1.950137E+00,+2.698300E+01,+1.528500E+01,+1.354700E+01,+2.905300E+01,+1.904200E+01,+1.901000E+01
-2.703187E-03,+1.947983E+00,+2.698100E+01,+1.528300E+01,+1.355300E+01,+2.905300E+01,+1.904500E+01,+1.901600E+01
-1.617687E-03,+1.943158E+00,+2.698200E+01,+1.528300E+01,+1.355300E+01,+2.905900E+01,+1.904500E+01,+1.901800E+01
-2.186955E-04,+1.942128E+00,+2.698200E+01,+1.528700E+01,+1.356000E+01,+2.905900E+01,+1.904500E+01,+1.902000E+01
-4.172387E-03,+1.939317E+00,+2.698200E+01,+1.528800E+01,+1.356000E+01,+2.906400E+01,+1.905000E+01,+1.902100E+01
-4.256610E-03,+1.946718E+00,+2.698700E+01,+1.529100E+01,+1.357000E+01,+2.906800E+01,+1.905300E+01,+1.902700E+01
-3.755972E-03,+1.951683E+00,+2.698700E+01,+1.529300E+01,+1.356600E+01,+2.907100E+01,+1.905500E+01,+1.903000E+01
-5.356164E-03,+1.955289E+00,+2.698700E+01,+1.529200E+01,+1.357300E+01,+2.907600E+01,+1.905800E+01,+1.903300E+01
-6.324687E-03,+1.947467E+00,+2.698100E+01,+1.529300E+01,+1.357400E+01,+2.907200E+01,+1.905800E+01,+1.903400E+01
-1.823552E-03,+1.947514E+00,+2.698800E+01,+1.529700E+01,+1.358300E+01,+2.907900E+01,+1.906200E+01,+1.903600E+01
-5.356164E-03,+1.959318E+00,+2.698200E+01,+1.529700E+01,+1.357600E+01,+2.908000E+01,+1.906100E+01,+1.903600E+01
-2.314840E-03,+1.948685E+00,+2.698700E+01,+1.530100E+01,+1.358300E+01,+2.908500E+01,+1.906600E+01,+1.904000E+01
-4.602854E-03,+1.951823E+00,+2.698200E+01,+1.529900E+01,+1.358000E+01,+2.909000E+01,+1.906600E+01,+1.903900E+01
-1.393103E-03,+1.947327E+00,+2.698600E+01,+1.530000E+01,+1.358500E+01,+2.909500E+01,+1.906700E+01,+1.904000E+01
-3.063484E-03,+1.949997E+00,+2.698600E+01,+1.530100E+01,+1.358000E+01,+2.909800E+01,+1.907000E+01,+1.903800E+01
-4.340834E-03,+1.949247E+00,+2.698100E+01,+1.529900E+01,+1.358400E+01,+2.909700E+01,+1.907100E+01,+1.903900E+01
-5.136245E-03,+1.948732E+00,+2.697700E+01,+1.529900E+01,+1.358300E+01,+2.910100E+01,+1.907200E+01,+1.903600E+01
-3.227247E-03,+1.947280E+00,+2.698800E+01,+1.530000E+01,+1.358400E+01,+2.910600E+01,+1.907300E+01,+1.903900E+01
-2.413098E-03,+1.952385E+00,+2.697600E+01,+1.529800E+01,+1.358300E+01,+2.910600E+01,+1.907300E+01,+1.904000E+01
-5.636884E-03,+1.936554E+00,+2.698200E+01,+1.530200E+01,+1.358600E+01,+2.910700E+01,+1.907900E+01,+1.904100E+01
-7.251109E-03,+1.953229E+00,+2.697300E+01,+1.529900E+01,+1.358300E+01,+2.911100E+01,+1.907900E+01,+1.903700E+01
-4.780651E-03,+1.945125E+00,+2.698100E+01,+1.530400E+01,+1.358500E+01,+2.911600E+01,+1.908100E+01,+1.903800E+01
-5.215785E-03,+1.943720E+00,+2.696800E+01,+1.530000E+01,+1.358500E+01,+2.911600E+01,+1.908200E+01,+1.903700E+01
-5.496523E-03,+1.954493E+00,+2.697300E+01,+1.530300E+01,+1.358500E+01,+2.911800E+01,+1.908200E+01,+1.903600E+01
-3.891667E-03,+1.953837E+00,+2.696900E+01,+1.529900E+01,+1.358200E+01,+2.911200E+01,+1.908200E+01,+1.903700E+01
-1.285477E-03,+1.938193E+00,+2.697300E+01,+1.530400E+01,+1.358300E+01,+2.911300E+01,+1.908300E+01,+1.903100E+01
