"Store No.","Date","Time","Millisecond","V-1","A-1","W-1","VA-1","var-1","PF-1","deg-1","VHz-1","AHz-1","Wh-1","Wh+-1","TIME"
1122,  2023/06/16,09:13:56,243,  219.92 ,   4.011 , 0.8709E+03, 0.8820E+03, 0.1394E+03,  0.9874 ,G    9.1 ,  59.975 ,   Error ,  69.921 ,  69.925 ,     0:04:48
1123,  2023/06/16,09:13:56,493,  220.13 ,   4.018 , 0.8738E+03, 0.8845E+03, 0.1374E+03,  0.9879 ,G    8.9 ,  59.979 ,   Error ,  69.981 ,  69.985 ,     0:04:48
1124,  2023/06/16,09:13:56,733,  219.87 ,   4.008 , 0.8709E+03, 0.8812E+03, 0.1343E+03,  0.9883 ,G    8.8 ,  59.972 ,   Error ,  70.042 ,  70.046 ,     0:04:48
1125,  2023/06/16,09:13:56,993,  219.99 ,   4.010 , 0.8711E+03, 0.8821E+03, 0.1389E+03,  0.9875 ,G    9.1 ,  59.981 ,   Error ,  70.103 ,  70.106 ,     0:04:49
1126,  2023/06/16,09:13:57,253,  220.08 ,   4.018 , 0.8736E+03, 0.8842E+03, 0.1368E+03,  0.9880 ,G    8.9 ,  59.975 ,   Error ,  70.163 ,  70.167 ,     0:04:49
1127,  2023/06/16,09:13:57,493,  219.85 ,   4.007 , 0.8706E+03, 0.8810E+03, 0.1344E+03,  0.9883 ,G    8.8 ,  59.977 ,   Error ,  70.224 ,  70.228 ,     0:04:49
1128,  2023/06/16,09:13:57,743,  219.97 ,   4.007 , 0.8704E+03, 0.8814E+03, 0.1390E+03,  0.9875 ,G    9.1 ,  59.977 ,   Error ,  70.284 ,  70.288 ,     0:04:49
1129,  2023/06/16,09:13:58,  3,  220.10 ,   4.017 , 0.8736E+03, 0.8843E+03, 0.1370E+03,  0.9879 ,G    8.9 ,  59.979 ,   Error ,  70.345 ,  70.349 ,     0:04:50
1130,  2023/06/16,09:13:58,243,  219.86 ,   4.013 , 0.8720E+03, 0.8823E+03, 0.1346E+03,  0.9883 ,G    8.8 ,  59.975 ,   Error ,  70.405 ,  70.409 ,     0:04:50
1131,  2023/06/16,09:13:58,493,  220.01 ,   4.009 , 0.8710E+03, 0.8819E+03, 0.1386E+03,  0.9876 ,G    9.0 ,  59.986 ,   Error ,  70.466 ,  70.470 ,     0:04:50
1132,  2023/06/16,09:13:58,753,  220.20 ,   4.015 , 0.8734E+03, 0.8841E+03, 0.1372E+03,  0.9879 ,G    8.9 ,  59.979 ,   Error ,  70.526 ,  70.530 ,     0:04:50
1133,  2023/06/16,09:13:58,993,  219.89 ,   4.009 , 0.8711E+03, 0.8815E+03, 0.1350E+03,  0.9882 ,G    8.8 ,  59.979 ,   Error ,  70.587 ,  70.591 ,     0:04:51
1134,  2023/06/16,09:13:59,243,  219.93 ,   4.006 , 0.8700E+03, 0.8810E+03, 0.1389E+03,  0.9875 ,G    9.1 ,  59.981 ,   Error ,  70.647 ,  70.651 ,     0:04:51
1135,  2023/06/16,09:13:59,483,  220.16 ,   4.014 , 0.8729E+03, 0.8836E+03, 0.1372E+03,  0.9879 ,G    8.9 ,  59.984 ,   Error ,  70.708 ,  70.712 ,     0:04:51
1136,  2023/06/16,09:13:59,743,  219.83 ,   4.008 , 0.8707E+03, 0.8810E+03, 0.1345E+03,  0.9883 ,G    8.8 ,  59.977 ,   Error ,  70.769 ,  70.772 ,     0:04:51
1137,  2023/06/16,09:13:59,993,  219.88 ,   4.007 , 0.8703E+03, 0.8811E+03, 0.1378E+03,  0.9877 ,G    9.0 ,  59.984 ,   Error ,  70.829 ,  70.833 ,     0:04:52
1138,  2023/06/16,09:14:00,243,  220.09 ,   4.014 , 0.8727E+03, 0.8834E+03, 0.1368E+03,  0.9879 ,G    8.9 ,  59.981 ,   Error ,  70.889 ,  70.893 ,     0:04:52
1139,  2023/06/16,09:14:00,494,  219.88 ,   4.008 , 0.8709E+03, 0.8813E+03, 0.1352E+03,  0.9882 ,G    8.8 ,  59.981 ,   Error ,  70.950 ,  70.954 ,     0:04:52
1140,  2023/06/16,09:14:00,744,  219.99 ,   4.002 , 0.8696E+03, 0.8804E+03, 0.1380E+03,  0.9876 ,G    9.0 ,  59.984 ,   Error ,  71.010 ,  71.014 ,     0:04:52
1141,  2023/06/16,09:14:00,994,  220.16 ,   4.012 , 0.8725E+03, 0.8832E+03, 0.1369E+03,  0.9879 ,G    8.9 ,  59.984 ,   Error ,  71.071 ,  71.075 ,     0:04:53
1142,  2023/06/16,09:14:01,244,  219.92 ,   4.007 , 0.8708E+03, 0.8812E+03, 0.1348E+03,  0.9882 ,G    8.8 ,  59.981 ,   Error ,  71.131 ,  71.135 ,     0:04:53
1143,  2023/06/16,09:14:02,504,  219.99 ,   4.001 , 0.8693E+03, 0.8801E+03, 0.1374E+03,  0.9877 ,G    9.0 ,  59.986 ,   Error ,  71.192 ,  71.196 ,     0:04:53
1144,  2023/06/16,09:14:02,574,  220.14 ,   4.012 , 0.8725E+03, 0.8832E+03, 0.1375E+03,  0.9878 ,G    9.0 ,  59.986 ,   Error ,  71.434 ,  71.438 ,     0:04:54
1145,  2023/06/16,09:14:02,744,  219.94 ,   4.011 , 0.8716E+03, 0.8821E+03, 0.1352E+03,  0.9882 ,G    8.8 ,  59.986 ,   Error ,  71.494 ,  71.498 ,     0:04:54
1146,  2023/06/16,09:14:02,994,  219.84 ,   4.002 , 0.8693E+03, 0.8799E+03, 0.1363E+03,  0.9879 ,G    8.9 ,  59.986 ,   Error ,  71.555 ,  71.559 ,     0:04:55
1147,  2023/06/16,09:14:03,244,  220.09 ,   4.011 , 0.8721E+03, 0.8828E+03, 0.1376E+03,  0.9878 ,G    9.0 ,  59.986 ,   Error ,  71.615 ,  71.619 ,     0:04:55
1148,  2023/06/16,09:14:03,484,  219.79 ,   4.008 , 0.8705E+03, 0.8809E+03, 0.1352E+03,  0.9882 ,G    8.8 ,  59.981 ,   Error ,  71.676 ,  71.680 ,     0:04:55
1149,  2023/06/16,09:14:03,734,  219.76 ,   4.003 , 0.8691E+03, 0.8797E+03, 0.1360E+03,  0.9880 ,G    8.9 ,  59.984 ,   Error ,  71.736 ,  71.740 ,     0:04:55
1150,  2023/06/16,09:14:03,994,  219.93 ,   4.015 , 0.8722E+03, 0.8830E+03, 0.1377E+03,  0.9878 ,G    9.0 ,  59.981 ,   Error ,  71.796 ,  71.800 ,     0:04:56
1151,  2023/06/16,09:14:04,234,  219.76 ,   4.012 , 0.8713E+03, 0.8817E+03, 0.1355E+03,  0.9881 ,G    8.8 ,  59.979 ,   Error ,  71.857 ,  71.861 ,     0:04:56
1152,  2023/06/16,09:14:04,484,  219.74 ,   4.002 , 0.8689E+03, 0.8794E+03, 0.1353E+03,  0.9881 ,G    8.8 ,  59.981 ,   Error ,  71.917 ,  71.921 ,     0:04:56
1153,  2023/06/16,09:14:04,734,  220.10 ,   4.012 , 0.8722E+03, 0.8832E+03, 0.1385E+03,  0.9876 ,G    9.0 ,  59.979 ,   Error ,  71.978 ,  71.982 ,     0:04:56
1154,  2023/06/16,09:14:04,994,  219.83 ,   4.010 , 0.8710E+03, 0.8816E+03, 0.1362E+03,  0.9880 ,G    8.9 ,  59.977 ,   Error ,  72.038 ,  72.042 ,     0:04:57
1155,  2023/06/16,09:14:05,234,  219.71 ,   3.999 , 0.8682E+03, 0.8787E+03, 0.1352E+03,  0.9881 ,G    8.8 ,  59.981 ,   Error ,  72.099 ,  72.103 ,     0:04:57
1156,  2023/06/16,09:14:05,494,  220.04 ,   4.009 , 0.8713E+03, 0.8822E+03, 0.1385E+03,  0.9876 ,G    9.0 ,  59.977 ,   Error ,  72.159 ,  72.163 ,     0:04:57
1157,  2023/06/16,09:14:05,744,  219.78 ,   4.014 , 0.8716E+03, 0.8822E+03, 0.1364E+03,  0.9880 ,G    8.9 ,  59.975 ,   Error ,  72.220 ,  72.224 ,     0:04:57
1158,  2023/06/16,09:14:05,984,  219.63 ,   4.001 , 0.8685E+03, 0.8788E+03, 0.1342E+03,  0.9883 ,G    8.8 ,  59.977 ,   Error ,  72.280 ,  72.284 ,     0:04:58
1159,  2023/06/16,09:14:06,234,  220.07 ,   4.013 , 0.8721E+03, 0.8831E+03, 0.1391E+03,  0.9875 ,G    9.1 ,  59.977 ,   Error ,  72.340 ,  72.344 ,     0:04:58
1160,  2023/06/16,09:14:06,494,  219.91 ,   4.015 , 0.8722E+03, 0.8830E+03, 0.1374E+03,  0.9878 ,G    8.9 ,  59.975 ,   Error ,  72.401 ,  72.405 ,     0:04:58
1161,  2023/06/16,09:14:06,744,  219.76 ,   3.999 , 0.8686E+03, 0.8788E+03, 0.1336E+03,  0.9884 ,G    8.7 ,  59.977 ,   Error ,  72.461 ,  72.465 ,     0:04:58
1162,  2023/06/16,09:14:06,994,  220.07 ,   4.011 , 0.8717E+03, 0.8827E+03, 0.1387E+03,  0.9876 ,G    9.0 ,  59.972 ,   Error ,  72.522 ,  72.526 ,     0:04:59
1163,  2023/06/16,09:14:07,244,  219.89 ,   4.014 , 0.8719E+03, 0.8826E+03, 0.1372E+03,  0.9878 ,G    8.9 ,  59.972 ,   Error ,  72.582 ,  72.586 ,     0:04:59
1164,  2023/06/16,09:14:07,494,  219.66 ,   4.001 , 0.8688E+03, 0.8789E+03, 0.1329E+03,  0.9885 ,G    8.7 ,  59.970 ,   Error ,  72.643 ,  72.647 ,     0:04:59
1165,  2023/06/16,09:14:07,744,  220.00 ,   4.015 , 0.8723E+03, 0.8833E+03, 0.1389E+03,  0.9876 ,G    9.0 ,  59.970 ,   Error ,  72.703 ,  72.707 ,     0:04:59
1166,  2023/06/16,09:14:07,994,  219.88 ,   4.018 , 0.8727E+03, 0.8836E+03, 0.1381E+03,  0.9877 ,G    9.0 ,  59.968 ,   Error ,  72.764 ,  72.768 ,     0:05:00
1167,  2023/06/16,09:14:08,244,  219.60 ,   4.003 , 0.8690E+03, 0.8790E+03, 0.1322E+03,  0.9886 ,G    8.6 ,  59.968 ,   Error ,  72.824 ,  72.828 ,     0:05:00
1168,  2023/06/16,09:14:08,494,  220.03 ,   4.013 , 0.8719E+03, 0.8829E+03, 0.1388E+03,  0.9876 ,G    9.0 ,  59.968 ,   Error ,  72.884 ,  72.888 ,     0:05:00
1169,  2023/06/16,09:14:08,764,  220.00 ,   4.016 , 0.8725E+03, 0.8834E+03, 0.1387E+03,  0.9876 ,G    9.0 ,  59.968 ,   Error ,  72.945 ,  72.949 ,     0:05:00
1170,  2023/06/16,09:14:09,  4,  219.66 ,   3.997 , 0.8680E+03, 0.8780E+03, 0.1320E+03,  0.9886 ,G    8.6 ,  59.968 ,   Error ,  73.005 ,  73.009 ,     0:05:01
1171,  2023/06/16,09:14:09,244,  220.04 ,   4.012 , 0.8718E+03, 0.8828E+03, 0.1392E+03,  0.9875 ,G    9.1 ,  59.966 ,   Error ,  73.066 ,  73.070 ,     0:05:01
1172,  2023/06/16,09:14:09,484,  219.96 ,   4.018 , 0.8728E+03, 0.8838E+03, 0.1388E+03,  0.9876 ,G    9.0 ,  59.961 ,   Error ,  73.126 ,  73.130 ,     0:05:01
1173,  2023/06/16,09:14:09,744,  219.61 ,   4.000 , 0.8686E+03, 0.8785E+03, 0.1317E+03,  0.9887 ,G    8.6 ,  59.963 ,   Error ,  73.187 ,  73.191 ,     0:05:01
1174,  2023/06/16,09:14:09,984,  219.95 ,   4.014 , 0.8717E+03, 0.8828E+03, 0.1393E+03,  0.9875 ,G    9.1 ,  59.963 ,   Error ,  73.247 ,  73.251 ,     0:05:02
1175,  2023/06/16,09:14:10,234,  219.99 ,   4.018 , 0.8730E+03, 0.8840E+03, 0.1392E+03,  0.9875 ,G    9.1 ,  59.963 ,   Error ,  73.308 ,  73.312 ,     0:05:02
1176,  2023/06/16,09:14:10,484,  219.66 ,   3.998 , 0.8683E+03, 0.8782E+03, 0.1316E+03,  0.9887 ,G    8.6 ,  59.961 ,   Error ,  73.368 ,  73.372 ,     0:05:02
1177,  2023/06/16,09:14:10,744,  220.04 ,   4.011 , 0.8715E+03, 0.8825E+03, 0.1390E+03,  0.9875 ,G    9.1 ,  59.968 ,   Error ,  73.429 ,  73.433 ,     0:05:02
1178,  2023/06/16,09:14:10,994,  220.02 ,   4.016 , 0.8725E+03, 0.8835E+03, 0.1390E+03,  0.9875 ,G    9.1 ,  59.959 ,   Error ,  73.489 ,  73.493 ,     0:05:03
1179,  2023/06/16,09:14:11,244,  219.59 ,   4.003 , 0.8690E+03, 0.8789E+03, 0.1315E+03,  0.9887 ,G    8.6 ,  59.963 ,   Error ,  73.550 ,  73.554 ,     0:05:03
1180,  2023/06/16,09:14:11,494,  219.97 ,   4.015 , 0.8720E+03, 0.8831E+03, 0.1391E+03,  0.9875 ,G    9.1 ,  59.963 ,   Error ,  73.610 ,  73.615 ,     0:05:03
1181,  2023/06/16,09:14:11,744,  219.95 ,   4.019 , 0.8731E+03, 0.8840E+03, 0.1389E+03,  0.9876 ,G    9.0 ,  59.961 ,   Error ,  73.671 ,  73.675 ,     0:05:03
1182,  2023/06/16,09:14:12, 14,  219.58 ,   4.001 , 0.8685E+03, 0.8785E+03, 0.1316E+03,  0.9887 ,G    8.6 ,  59.961 ,   Error ,  73.732 ,  73.736 ,     0:05:04
1183,  2023/06/16,09:14:12,244,  219.95 ,   4.010 , 0.8710E+03, 0.8821E+03, 0.1394E+03,  0.9874 ,G    9.1 ,  59.963 ,   Error ,  73.792 ,  73.796 ,     0:05:04
1184,  2023/06/16,09:14:12,494,  219.90 ,   4.003 , 0.8693E+03, 0.8803E+03, 0.1385E+03,  0.9875 ,G    9.1 ,  59.959 ,   Error ,  73.852 ,  73.857 ,     0:05:04
1185,  2023/06/16,09:14:12,744,  220.05 ,   4.011 , 0.8720E+03, 0.8826E+03, 0.1364E+03,  0.9880 ,G    8.9 ,  59.966 ,   Error ,  73.913 ,  73.917 ,     0:05:04
1186,  2023/06/16,09:14:12,994,  219.85 ,   4.008 , 0.8708E+03, 0.8811E+03, 0.1347E+03,  0.9882 ,G    8.8 ,  59.966 ,   Error ,  73.974 ,  73.978 ,     0:05:05
1187,  2023/06/16,09:14:13,244,  219.87 ,   4.006 , 0.8699E+03, 0.8808E+03, 0.1381E+03,  0.9876 ,G    9.0 ,  59.964 ,   Error ,  74.034 ,  74.038 ,     0:05:05
1188,  2023/06/16,09:14:13,494,  220.03 ,   4.013 , 0.8722E+03, 0.8829E+03, 0.1369E+03,  0.9879 ,G    8.9 ,  59.962 ,   Error ,  74.095 ,  74.099 ,     0:05:05
1189,  2023/06/16,09:14:13,744,  219.72 ,   4.012 , 0.8711E+03, 0.8816E+03, 0.1351E+03,  0.9882 ,G    8.8 ,  59.966 ,   Error ,  74.155 ,  74.159 ,     0:05:05
1190,  2023/06/16,09:14:13,984,  219.79 ,   4.005 , 0.8695E+03, 0.8803E+03, 0.1376E+03,  0.9877 ,G    9.0 ,  59.962 ,   Error ,  74.216 ,  74.220 ,     0:05:06
1191,  2023/06/16,09:14:14,234,  219.97 ,   4.013 , 0.8720E+03, 0.8827E+03, 0.1371E+03,  0.9879 ,G    8.9 ,  59.966 ,   Error ,  74.276 ,  74.280 ,     0:05:06
1192,  2023/06/16,09:14:14,494,  219.85 ,   4.007 , 0.8704E+03, 0.8810E+03, 0.1359E+03,  0.9880 ,G    8.9 ,  59.964 ,   Error ,  74.337 ,  74.341 ,     0:05:06
1193,  2023/06/16,09:14:14,744,  219.88 ,   4.002 , 0.8690E+03, 0.8799E+03, 0.1380E+03,  0.9876 ,G    9.0 ,  59.962 ,   Error ,  74.397 ,  74.401 ,     0:05:06
1194,  2023/06/16,09:14:14,994,  220.13 ,   4.012 , 0.8722E+03, 0.8831E+03, 0.1383E+03,  0.9877 ,G    9.0 ,  59.962 ,   Error ,  74.458 ,  74.462 ,     0:05:07
1195,  2023/06/16,09:14:15,254,  219.80 ,   4.012 , 0.8714E+03, 0.8819E+03, 0.1362E+03,  0.9880 ,G    8.9 ,  59.966 ,   Error ,  74.518 ,  74.522 ,     0:05:07
1196,  2023/06/16,09:14:15,494,  219.87 ,   4.004 , 0.8696E+03, 0.8804E+03, 0.1376E+03,  0.9877 ,G    9.0 ,  59.962 ,   Error ,  74.579 ,  74.583 ,     0:05:07
1197,  2023/06/16,09:14:15,754,  220.04 ,   4.015 , 0.8725E+03, 0.8835E+03, 0.1385E+03,  0.9876 ,G    9.0 ,  59.964 ,   Error ,  74.639 ,  74.643 ,     0:05:07
1198,  2023/06/16,09:14:15,994,  219.85 ,   4.013 , 0.8716E+03, 0.8822E+03, 0.1365E+03,  0.9880 ,G    8.9 ,  59.966 ,   Error ,  74.700 ,  74.704 ,     0:05:08
1199,  2023/06/16,09:14:16,244,  219.80 ,   4.005 , 0.8696E+03, 0.8803E+03, 0.1367E+03,  0.9879 ,G    8.9 ,  59.964 ,   Error ,  74.760 ,  74.764 ,     0:05:08
1200,  2023/06/16,09:14:16,494,  220.19 ,   4.013 , 0.8726E+03, 0.8836E+03, 0.1386E+03,  0.9876 ,G    9.0 ,  59.966 ,   Error ,  74.821 ,  74.825 ,     0:05:08
1201,  2023/06/16,09:14:16,734,  219.89 ,   4.015 , 0.8722E+03, 0.8829E+03, 0.1367E+03,  0.9879 ,G    8.9 ,  59.968 ,   Error ,  74.881 ,  74.885 ,     0:05:08
1202,  2023/06/16,09:14:16,984,  219.88 ,   4.005 , 0.8701E+03, 0.8807E+03, 0.1360E+03,  0.9880 ,G    8.9 ,  59.966 ,   Error ,  74.942 ,  74.946 ,     0:05:09
1203,  2023/06/16,09:14:17,254,  220.08 ,   4.018 , 0.8733E+03, 0.8843E+03, 0.1391E+03,  0.9876 ,G    9.0 ,  59.968 ,   Error ,  75.002 ,  75.006 ,     0:05:09
1204,  2023/06/16,09:14:17,484,  219.92 ,   4.017 , 0.8728E+03, 0.8835E+03, 0.1373E+03,  0.9879 ,G    8.9 ,  59.970 ,   Error ,  75.063 ,  75.067 ,     0:05:09
1205,  2023/06/16,09:14:17,754,  219.74 ,   4.007 , 0.8700E+03, 0.8805E+03, 0.1352E+03,  0.9881 ,G    8.8 ,  59.970 ,   Error ,  75.123 ,  75.128 ,     0:05:09
1206,  2023/06/16,09:14:18,  4,  220.13 ,   4.016 , 0.8729E+03, 0.8840E+03, 0.1395E+03,  0.9875 ,G    9.1 ,  59.968 ,   Error ,  75.184 ,  75.188 ,     0:05:10
1207,  2023/06/16,09:14:18,233,  219.89 ,   4.017 , 0.8724E+03, 0.8833E+03, 0.1379E+03,  0.9877 ,G    9.0 ,  59.972 ,   Error ,  75.245 ,  75.249 ,     0:05:10
1208,  2023/06/16,09:14:18,493,  219.93 ,   4.001 , 0.8696E+03, 0.8800E+03, 0.1351E+03,  0.9881 ,G    8.8 ,  59.970 ,   Error ,  75.305 ,  75.309 ,     0:05:10
1209,  2023/06/16,09:14:18,733,  220.19 ,   4.017 , 0.8734E+03, 0.8845E+03, 0.1398E+03,  0.9874 ,G    9.1 ,  59.970 ,   Error ,  75.366 ,  75.370 ,     0:05:10
1210,  2023/06/16,09:14:19,  3,  220.08 ,   4.020 , 0.8737E+03, 0.8846E+03, 0.1384E+03,  0.9877 ,G    9.0 ,  59.976 ,   Error ,  75.426 ,  75.430 ,     0:05:11
1211,  2023/06/16,09:14:19,243,  219.79 ,   4.006 , 0.8700E+03, 0.8804E+03, 0.1345E+03,  0.9883 ,G    8.8 ,  59.976 ,   Error ,  75.487 ,  75.491 ,     0:05:11
1212,  2023/06/16,09:14:19,513,  220.20 ,   4.017 , 0.8733E+03, 0.8845E+03, 0.1403E+03,  0.9873 ,G    9.1 ,  59.974 ,   Error ,  75.547 ,  75.551 ,     0:05:11
1213,  2023/06/16,09:14:19,753,  219.97 ,   4.022 , 0.8737E+03, 0.8846E+03, 0.1388E+03,  0.9876 ,G    9.0 ,  59.978 ,   Error ,  75.608 ,  75.612 ,     0:05:11
1214,  2023/06/16,09:14:19,993,  219.83 ,   4.003 , 0.8697E+03, 0.8799E+03, 0.1339E+03,  0.9884 ,G    8.7 ,  59.978 ,   Error ,  75.668 ,  75.673 ,     0:05:12
1215,  2023/06/16,09:14:20,253,  220.09 ,   4.017 , 0.8729E+03, 0.8840E+03, 0.1397E+03,  0.9874 ,G    9.1 ,  59.980 ,   Error ,  75.729 ,  75.733 ,     0:05:12
1216,  2023/06/16,09:14:20,503,  220.16 ,   4.020 , 0.8741E+03, 0.8851E+03, 0.1390E+03,  0.9876 ,G    9.0 ,  59.982 ,   Error ,  75.790 ,  75.794 ,     0:05:12
1217,  2023/06/16,09:14:20,743,  219.81 ,   4.007 , 0.8706E+03, 0.8807E+03, 0.1330E+03,  0.9885 ,G    8.7 ,  59.982 ,   Error ,  75.850 ,  75.854 ,     0:05:12
1218,  2023/06/16,09:14:21,  3,  220.23 ,   4.018 , 0.8738E+03, 0.8849E+03, 0.1398E+03,  0.9875 ,G    9.1 ,  59.982 ,   Error ,  75.911 ,  75.915 ,     0:05:13
1219,  2023/06/16,09:14:21,253,  220.03 ,   4.024 , 0.8744E+03, 0.8853E+03, 0.1388E+03,  0.9876 ,G    9.0 ,  59.984 ,   Error ,  75.971 ,  75.975 ,     0:05:13
1220,  2023/06/16,09:14:21,493,  219.81 ,   4.004 , 0.8701E+03, 0.8802E+03, 0.1330E+03,  0.9885 ,G    8.7 ,  59.986 ,   Error ,  76.032 ,  76.036 ,     0:05:13
1221,  2023/06/16,09:14:21,753,  220.09 ,   4.015 , 0.8726E+03, 0.8837E+03, 0.1397E+03,  0.9874 ,G    9.1 ,  59.980 ,   Error ,  76.092 ,  76.096 ,     0:05:13
1222,  2023/06/16,09:14:22,  3,  220.11 ,   4.019 , 0.8735E+03, 0.8846E+03, 0.1393E+03,  0.9875 ,G    9.1 ,  59.986 ,   Error ,  76.153 ,  76.157 ,     0:05:14
1223,  2023/06/16,09:14:22,233,  219.68 ,   4.008 , 0.8704E+03, 0.8805E+03, 0.1326E+03,  0.9886 ,G    8.7 ,  59.984 ,   Error ,  76.214 ,  76.218 ,     0:05:14
1224,  2023/06/16,09:14:22,503,  220.31 ,   4.017 , 0.8739E+03, 0.8850E+03, 0.1398E+03,  0.9874 ,G    9.1 ,  59.986 ,   Error ,  76.274 ,  76.278 ,     0:05:14
1225,  2023/06/16,09:14:22,743,  220.12 ,   4.024 , 0.8747E+03, 0.8857E+03, 0.1393E+03,  0.9876 ,G    9.0 ,  59.988 ,   Error ,  76.335 ,  76.339 ,     0:05:14
1226,  2023/06/16,09:14:23,  3,  219.92 ,   4.004 , 0.8704E+03, 0.8805E+03, 0.1332E+03,  0.9885 ,G    8.7 ,  59.988 ,   Error ,  76.395 ,  76.400 ,     0:05:15
1227,  2023/06/16,09:14:23,243,  220.02 ,   4.018 , 0.8730E+03, 0.8839E+03, 0.1389E+03,  0.9876 ,G    9.0 ,  59.986 ,   Error ,  76.456 ,  76.460 ,     0:05:15
1228,  2023/06/16,09:14:23,493,  220.08 ,   4.021 , 0.8740E+03, 0.8850E+03, 0.1387E+03,  0.9876 ,G    9.0 ,  59.988 ,   Error ,  76.516 ,  76.521 ,     0:05:15
1229,  2023/06/16,09:14:23,743,  219.66 ,   4.006 , 0.8700E+03, 0.8800E+03, 0.1325E+03,  0.9886 ,G    8.7 ,  59.986 ,   Error ,  76.577 ,  76.581 ,     0:05:15
1230,  2023/06/16,09:14:23,993,  220.09 ,   4.013 , 0.8722E+03, 0.8832E+03, 0.1391E+03,  0.9875 ,G    9.1 ,  59.986 ,   Error ,  76.638 ,  76.642 ,     0:05:16
1231,  2023/06/16,09:14:24,243,  219.95 ,   4.026 , 0.8748E+03, 0.8856E+03, 0.1382E+03,  0.9877 ,G    9.0 ,  59.988 ,   Error ,  76.698 ,  76.702 ,     0:05:16
1232,  2023/06/16,09:14:24,493,  219.89 ,   4.008 , 0.8713E+03, 0.8814E+03, 0.1332E+03,  0.9885 ,G    8.7 ,  59.988 ,   Error ,  76.759 ,  76.763 ,     0:05:16
1233,  2023/06/16,09:14:24,753,  219.99 ,   4.017 , 0.8727E+03, 0.8837E+03, 0.1389E+03,  0.9876 ,G    9.0 ,  59.984 ,   Error ,  76.819 ,  76.824 ,     0:05:16
1234,  2023/06/16,09:14:25,  3,  220.16 ,   4.024 , 0.8749E+03, 0.8858E+03, 0.1385E+03,  0.9877 ,G    9.0 ,  59.990 ,   Error ,  76.880 ,  76.884 ,     0:05:17
1235,  2023/06/16,09:14:25,273,  219.69 ,   4.009 , 0.8707E+03, 0.8808E+03, 0.1329E+03,  0.9886 ,G    8.7 ,  59.984 ,   Error ,  76.941 ,  76.945 ,     0:05:17
1236,  2023/06/16,09:14:25,513,  220.01 ,   4.013 , 0.8718E+03, 0.8829E+03, 0.1392E+03,  0.9875 ,G    9.1 ,  59.984 ,   Error ,  77.001 ,  77.005 ,     0:05:17
1237,  2023/06/16,09:14:25,743,  219.92 ,   4.022 , 0.8737E+03, 0.8845E+03, 0.1375E+03,  0.9878 ,G    8.9 ,  59.984 ,   Error ,  77.062 ,  77.066 ,     0:05:17
1238,  2023/06/16,09:14:26,  3,  219.77 ,   4.011 , 0.8714E+03, 0.8815E+03, 0.1335E+03,  0.9885 ,G    8.7 ,  59.988 ,   Error ,  77.122 ,  77.127 ,     0:05:18
1239,  2023/06/16,09:14:26,243,  219.83 ,   4.019 , 0.8724E+03, 0.8834E+03, 0.1391E+03,  0.9875 ,G    9.1 ,  59.982 ,   Error ,  77.183 ,  77.187 ,     0:05:18
1240,  2023/06/16,09:14:26,495,  220.20 ,   4.022 , 0.8748E+03, 0.8856E+03, 0.1379E+03,  0.9878 ,G    9.0 ,  59.986 ,   Error ,  77.244 ,  77.248 ,     0:05:18
1241,  2023/06/16,09:14:26,755,  219.76 ,   4.011 , 0.8713E+03, 0.8815E+03, 0.1340E+03,  0.9884 ,G    8.7 ,  59.984 ,   Error ,  77.304 ,  77.308 ,     0:05:18
1242,  2023/06/16,09:14:26,995,  220.04 ,   4.013 , 0.8720E+03, 0.8831E+03, 0.1393E+03,  0.9875 ,G    9.1 ,  59.986 ,   Error ,  77.365 ,  77.369 ,     0:05:19
1243,  2023/06/16,09:14:27,235,  219.99 ,   4.021 , 0.8739E+03, 0.8845E+03, 0.1367E+03,  0.9880 ,G    8.9 ,  59.986 ,   Error ,  77.425 ,  77.430 ,     0:05:19
1244,  2023/06/16,09:14:27,505,  219.85 ,   4.009 , 0.8712E+03, 0.8814E+03, 0.1342E+03,  0.9883 ,G    8.8 ,  59.988 ,   Error ,  77.486 ,  77.490 ,     0:05:19
1245,  2023/06/16,09:14:27,745,  219.88 ,   4.013 , 0.8714E+03, 0.8824E+03, 0.1387E+03,  0.9876 ,G    9.0 ,  59.984 ,   Error ,  77.546 ,  77.551 ,     0:05:19
1246,  2023/06/16,09:14:28,  5,  220.10 ,   4.024 , 0.8751E+03, 0.8857E+03, 0.1365E+03,  0.9881 ,G    8.9 ,  59.990 ,   Error ,  77.607 ,  77.611 ,     0:05:20
1247,  2023/06/16,09:14:28,245,  219.81 ,   4.018 , 0.8729E+03, 0.8832E+03, 0.1349E+03,  0.9883 ,G    8.8 ,  59.986 ,   Error ,  77.668 ,  77.672 ,     0:05:20
1248,  2023/06/16,09:14:28,505,  220.18 ,   4.013 , 0.8725E+03, 0.8836E+03, 0.1398E+03,  0.9874 ,G    9.1 ,  59.990 ,   Error ,  77.728 ,  77.733 ,     0:05:20
1249,  2023/06/16,09:14:28,775,  220.12 ,   4.024 , 0.8750E+03, 0.8857E+03, 0.1368E+03,  0.9880 ,G    8.9 ,  59.988 ,   Error ,  77.789 ,  77.793 ,     0:05:20
