"Store No.","Date","Time","Millisecond","V-1","A-1","W-1","VA-1","var-1","PF-1","deg-1","VHz-1","AHz-1","Wh-1","Wh+-1","TIME"
14,  2023/06/16,09:09:11,991,  220.03 ,   4.030 , 0.8758E+03, 0.8867E+03, 0.1384E+03,  0.9877 ,G    9.0 ,  59.966 ,   Error , 971.25E-03, 971.30E-03,     0:00:04
15,  2023/06/16,09:09:12,251,  219.70 ,   4.017 , 0.8725E+03, 0.8826E+03, 0.1337E+03,  0.9885 ,G    8.7 ,  59.968 ,   Error ,  1.0319 ,  1.0320 ,     0:00:04
16,  2023/06/16,09:09:12,591,  220.06 ,   4.019 , 0.8734E+03, 0.8845E+03, 0.1397E+03,  0.9875 ,G    9.1 ,  59.970 ,   Error ,  1.0925 ,  1.0926 ,     0:00:04
17,  2023/06/16,09:09:12,741,  220.09 ,   4.026 , 0.8753E+03, 0.8860E+03, 0.1376E+03,  0.9879 ,G    8.9 ,  59.968 ,   Error ,  1.1532 ,  1.1533 ,     0:00:04
18,  2023/06/16,09:09:12,991,  219.86 ,   4.014 , 0.8723E+03, 0.8825E+03, 0.1338E+03,  0.9884 ,G    8.7 ,  59.970 ,   Error ,  1.2139 ,  1.2140 ,     0:00:05
19,  2023/06/16,09:09:13,241,  219.94 ,   4.023 , 0.8737E+03, 0.8847E+03, 0.1391E+03,  0.9876 ,G    9.0 ,  59.968 ,   Error ,  1.2745 ,  1.2746 ,     0:00:05
20,  2023/06/16,09:09:13,511,  220.12 ,   4.029 , 0.8762E+03, 0.8869E+03, 0.1371E+03,  0.9880 ,G    8.9 ,  59.974 ,   Error ,  1.3353 ,  1.3353 ,     0:00:05
21,  2023/06/16,09:09:14,221,  220.02 ,   4.027 , 0.8754E+03, 0.8860E+03, 0.1365E+03,  0.9881 ,G    8.9 ,  59.976 ,   Error ,  1.5173 ,  1.5174 ,     0:00:06
22,  2023/06/16,09:09:14,491,  220.00 ,   4.015 , 0.8730E+03, 0.8832E+03, 0.1342E+03,  0.9884 ,G    8.7 ,  59.980 ,   Error ,  1.5780 ,  1.5781 ,     0:00:06
23,  2023/06/16,09:09:14,742,  219.94 ,   4.015 , 0.8722E+03, 0.8831E+03, 0.1381E+03,  0.9877 ,G    9.0 ,  59.974 ,   Error ,  1.6385 ,  1.6386 ,     0:00:06
24,  2023/06/16,09:09:15, 22,  220.17 ,   4.022 , 0.8750E+03, 0.8855E+03, 0.1360E+03,  0.9881 ,G    8.8 ,  59.978 ,   Error ,  1.6992 ,  1.6992 ,     0:00:07
25,  2023/06/16,09:09:15,242,  219.86 ,   4.020 , 0.8735E+03, 0.8838E+03, 0.1344E+03,  0.9884 ,G    8.7 ,  59.980 ,   Error ,  1.7599 ,  1.7600 ,     0:00:07
26,  2023/06/16,09:09:15,522,  219.98 ,   4.017 , 0.8729E+03, 0.8837E+03, 0.1383E+03,  0.9877 ,G    9.0 ,  59.980 ,   Error ,  1.8205 ,  1.8206 ,     0:00:07
27,  2023/06/16,09:09:15,732,  220.01 ,   4.026 , 0.8752E+03, 0.8858E+03, 0.1364E+03,  0.9881 ,G    8.9 ,  59.976 ,   Error ,  1.8811 ,  1.8812 ,     0:00:07
28,  2023/06/16,09:09:16,  2,  219.87 ,   4.021 , 0.8738E+03, 0.8841E+03, 0.1344E+03,  0.9884 ,G    8.7 ,  59.982 ,   Error ,  1.9419 ,  1.9420 ,     0:00:08
29,  2023/06/16,09:09:16,252,  219.90 ,   4.016 , 0.8723E+03, 0.8831E+03, 0.1376E+03,  0.9878 ,G    9.0 ,  59.978 ,   Error ,  2.0024 ,  2.0025 ,     0:00:08
30,  2023/06/16,09:09:16,502,  220.24 ,   4.022 , 0.8752E+03, 0.8859E+03, 0.1371E+03,  0.9879 ,G    8.9 ,  59.986 ,   Error ,  2.0630 ,  2.0631 ,     0:00:08
31,  2023/06/16,09:09:16,742,  219.90 ,   4.021 , 0.8739E+03, 0.8843E+03, 0.1353E+03,  0.9882 ,G    8.8 ,  59.980 ,   Error ,  2.1238 ,  2.1239 ,     0:00:08
32,  2023/06/16,09:09:17,  2,  220.01 ,   4.016 , 0.8729E+03, 0.8836E+03, 0.1369E+03,  0.9879 ,G    8.9 ,  59.984 ,   Error ,  2.1844 ,  2.1845 ,     0:00:09
33,  2023/06/16,09:09:17,272,  220.03 ,   4.027 , 0.8753E+03, 0.8860E+03, 0.1371E+03,  0.9880 ,G    8.9 ,  59.982 ,   Error ,  2.2450 ,  2.2451 ,     0:00:09
34,  2023/06/16,09:09:17,572,  219.94 ,   4.023 , 0.8744E+03, 0.8849E+03, 0.1358E+03,  0.9882 ,G    8.8 ,  59.988 ,   Error ,  2.3058 ,  2.3059 ,     0:00:09
35,  2023/06/16,09:09:17,742,  219.78 ,   4.015 , 0.8720E+03, 0.8825E+03, 0.1357E+03,  0.9881 ,G    8.8 ,  59.984 ,   Error ,  2.3665 ,  2.3666 ,     0:00:09
36,  2023/06/16,09:09:18, 12,  220.15 ,   4.024 , 0.8751E+03, 0.8858E+03, 0.1375E+03,  0.9879 ,G    8.9 ,  59.986 ,   Error ,  2.4270 ,  2.4271 ,     0:00:10
37,  2023/06/16,09:09:18,242,  219.86 ,   4.024 , 0.8741E+03, 0.8846E+03, 0.1359E+03,  0.9881 ,G    8.8 ,  59.986 ,   Error ,  2.4878 ,  2.4879 ,     0:00:10
38,  2023/06/16,09:09:18,552,  219.95 ,   4.012 , 0.8720E+03, 0.8824E+03, 0.1348E+03,  0.9883 ,G    8.8 ,  59.992 ,   Error ,  2.5485 ,  2.5486 ,     0:00:10
39,  2023/06/16,09:09:18,782,  220.20 ,   4.025 , 0.8754E+03, 0.8863E+03, 0.1381E+03,  0.9878 ,G    9.0 ,  59.986 ,   Error ,  2.6090 ,  2.6092 ,     0:00:10
40,  2023/06/16,09:09:18,992,  220.09 ,   4.026 , 0.8755E+03, 0.8861E+03, 0.1367E+03,  0.9880 ,G    8.9 ,  59.996 ,   Error ,  2.6699 ,  2.6700 ,     0:00:11
41,  2023/06/16,09:09:19,262,  219.85 ,   4.013 , 0.8720E+03, 0.8822E+03, 0.1338E+03,  0.9884 ,G    8.7 ,  59.988 ,   Error ,  2.7306 ,  2.7307 ,     0:00:11
42,  2023/06/16,09:09:19,492,  220.24 ,   4.024 , 0.8753E+03, 0.8863E+03, 0.1388E+03,  0.9877 ,G    9.0 ,  59.992 ,   Error ,  2.7911 ,  2.7913 ,     0:00:11
43,  2023/06/16,09:09:19,762,  219.90 ,   4.029 , 0.8753E+03, 0.8860E+03, 0.1371E+03,  0.9880 ,G    8.9 ,  59.992 ,   Error ,  2.8519 ,  2.8521 ,     0:00:11
44,  2023/06/16,09:09:19,992,  219.84 ,   4.013 , 0.8721E+03, 0.8821E+03, 0.1326E+03,  0.9886 ,G    8.6 ,  59.998 ,   Error ,  2.9127 ,  2.9128 ,     0:00:12
45,  2023/06/16,09:09:20,222,  220.10 ,   4.025 , 0.8750E+03, 0.8860E+03, 0.1390E+03,  0.9876 ,G    9.0 ,  59.990 ,   Error ,  2.9732 ,  2.9734 ,     0:00:12
46,  2023/06/16,09:09:20,502,  220.13 ,   4.027 , 0.8755E+03, 0.8864E+03, 0.1383E+03,  0.9878 ,G    9.0 ,  60.000 ,   Error ,  3.0340 ,  3.0341 ,     0:00:12
47,  2023/06/16,09:09:20,782,  219.78 ,   4.012 , 0.8719E+03, 0.8818E+03, 0.1320E+03,  0.9887 ,G    8.6 ,  59.994 ,   Error ,  3.0947 ,  3.0949 ,     0:00:12
48,  2023/06/16,09:09:21,  4,  220.25 ,   4.025 , 0.8755E+03, 0.8865E+03, 0.1389E+03,  0.9876 ,G    9.0 ,  59.996 ,   Error ,  3.1553 ,  3.1555 ,     0:00:13
49,  2023/06/16,09:09:21,274,  220.07 ,   4.030 , 0.8761E+03, 0.8870E+03, 0.1384E+03,  0.9878 ,G    9.0 ,  59.996 ,   Error ,  3.2161 ,  3.2163 ,     0:00:13
50,  2023/06/16,09:09:22,  7,  220.14 ,   4.029 , 0.8761E+03, 0.8870E+03, 0.1384E+03,  0.9878 ,G    9.0 ,  60.002 ,   Error ,  3.3982 ,  3.3984 ,     0:00:14
51,  2023/06/16,09:09:22,117,  220.14 ,   4.029 , 0.8761E+03, 0.8870E+03, 0.1384E+03,  0.9878 ,G    9.0 ,  60.002 ,   Error ,  3.3982 ,  3.3984 ,     0:00:14
52,  2023/06/16,09:09:22,247,  219.75 ,   4.011 , 0.8715E+03, 0.8814E+03, 0.1316E+03,  0.9888 ,G    8.6 ,  59.994 ,   Error ,  3.4590 ,  3.4591 ,     0:00:14
53,  2023/06/16,09:09:22,487,  220.25 ,   4.022 , 0.8749E+03, 0.8859E+03, 0.1392E+03,  0.9876 ,G    9.0 ,  60.000 ,   Error ,  3.5196 ,  3.5198 ,     0:00:14
54,  2023/06/16,09:09:22,767,  220.12 ,   4.031 , 0.8764E+03, 0.8872E+03, 0.1382E+03,  0.9878 ,G    9.0 ,  59.994 ,   Error ,  3.5804 ,  3.5805 ,     0:00:14
55,  2023/06/16,09:09:22,977,  219.85 ,   4.015 , 0.8727E+03, 0.8826E+03, 0.1317E+03,  0.9888 ,G    8.6 ,  59.998 ,   Error ,  3.6412 ,  3.6414 ,     0:00:15
56,  2023/06/16,09:09:23,247,  220.06 ,   4.024 , 0.8747E+03, 0.8856E+03, 0.1386E+03,  0.9877 ,G    9.0 ,  59.992 ,   Error ,  3.7018 ,  3.7020 ,     0:00:15
57,  2023/06/16,09:09:23,487,  220.11 ,   4.033 , 0.8769E+03, 0.8877E+03, 0.1382E+03,  0.9878 ,G    9.0 ,  60.000 ,   Error ,  3.7626 ,  3.7628 ,     0:00:15
58,  2023/06/16,09:09:23,737,  219.68 ,   4.017 , 0.8724E+03, 0.8824E+03, 0.1323E+03,  0.9887 ,G    8.6 ,  59.994 ,   Error ,  3.8234 ,  3.8236 ,     0:00:15
59,  2023/06/16,09:09:23,987,  220.02 ,   4.023 , 0.8743E+03, 0.8852E+03, 0.1385E+03,  0.9877 ,G    9.0 ,  60.000 ,   Error ,  3.8840 ,  3.8842 ,     0:00:16
60,  2023/06/16,09:09:24,247,  220.05 ,   4.030 , 0.8761E+03, 0.8867E+03, 0.1371E+03,  0.9880 ,G    8.9 ,  59.996 ,   Error ,  3.9447 ,  3.9449 ,     0:00:16
61,  2023/06/16,09:09:24,477,  219.88 ,   4.015 , 0.8728E+03, 0.8828E+03, 0.1329E+03,  0.9886 ,G    8.7 ,  60.002 ,   Error ,  4.0055 ,  4.0057 ,     0:00:16
62,  2023/06/16,09:09:24,747,  220.05 ,   4.021 , 0.8740E+03, 0.8849E+03, 0.1385E+03,  0.9877 ,G    9.0 ,  59.992 ,   Error ,  4.0661 ,  4.0664 ,     0:00:16
63,  2023/06/16,09:09:24,997,  220.13 ,   4.032 , 0.8769E+03, 0.8875E+03, 0.1368E+03,  0.9880 ,G    8.9 ,  60.000 ,   Error ,  4.1269 ,  4.1271 ,     0:00:17
64,  2023/06/16,09:09:25,248,  219.80 ,   4.019 , 0.8734E+03, 0.8834E+03, 0.1328E+03,  0.9886 ,G    8.6 ,  59.994 ,   Error ,  4.1877 ,  4.1879 ,     0:00:17
65,  2023/06/16,09:09:25,506,  220.02 ,   4.022 , 0.8741E+03, 0.8850E+03, 0.1382E+03,  0.9877 ,G    9.0 ,  60.000 ,   Error ,  4.2484 ,  4.2486 ,     0:00:17
66,  2023/06/16,09:09:25,756,  220.01 ,   4.030 , 0.8761E+03, 0.8867E+03, 0.1364E+03,  0.9881 ,G    8.9 ,  59.996 ,   Error ,  4.3091 ,  4.3093 ,     0:00:17
67,  2023/06/16,09:09:26,  6,  219.84 ,   4.020 , 0.8737E+03, 0.8838E+03, 0.1336E+03,  0.9885 ,G    8.7 ,  60.004 ,   Error ,  4.3699 ,  4.3701 ,     0:00:18
68,  2023/06/16,09:09:26,256,  219.89 ,   4.020 , 0.8731E+03, 0.8840E+03, 0.1383E+03,  0.9877 ,G    9.0 ,  59.994 ,   Error ,  4.4305 ,  4.4308 ,     0:00:18
69,  2023/06/16,09:09:26,476,  220.07 ,   4.028 , 0.8759E+03, 0.8864E+03, 0.1359E+03,  0.9882 ,G    8.8 ,  60.002 ,   Error ,  4.4912 ,  4.4914 ,     0:00:18
70,  2023/06/16,09:09:26,736,  219.86 ,   4.021 , 0.8738E+03, 0.8840E+03, 0.1342E+03,  0.9884 ,G    8.7 ,  59.996 ,   Error ,  4.5520 ,  4.5522 ,     0:00:18
71,  2023/06/16,09:09:26,986,  220.00 ,   4.021 , 0.8737E+03, 0.8847E+03, 0.1386E+03,  0.9876 ,G    9.0 ,  59.998 ,   Error ,  4.6127 ,  4.6129 ,     0:00:19
72,  2023/06/16,09:09:27,236,  220.08 ,   4.028 , 0.8758E+03, 0.8864E+03, 0.1362E+03,  0.9881 ,G    8.8 ,  59.996 ,   Error ,  4.6733 ,  4.6736 ,     0:00:19
73,  2023/06/16,09:09:27,486,  219.85 ,   4.023 , 0.8741E+03, 0.8844E+03, 0.1343E+03,  0.9884 ,G    8.7 ,  60.000 ,   Error ,  4.7342 ,  4.7344 ,     0:00:19
74,  2023/06/16,09:09:27,736,  219.88 ,   4.020 , 0.8730E+03, 0.8838E+03, 0.1378E+03,  0.9878 ,G    9.0 ,  59.994 ,   Error ,  4.7948 ,  4.7951 ,     0:00:19
75,  2023/06/16,09:09:27,986,  220.00 ,   4.026 , 0.8753E+03, 0.8858E+03, 0.1359E+03,  0.9882 ,G    8.8 ,  60.002 ,   Error ,  4.8554 ,  4.8557 ,     0:00:20
76,  2023/06/16,09:09:28,236,  219.82 ,   4.021 , 0.8735E+03, 0.8838E+03, 0.1345E+03,  0.9883 ,G    8.8 ,  59.996 ,   Error ,  4.9162 ,  4.9164 ,     0:00:20
77,  2023/06/16,09:09:28,496,  220.01 ,   4.014 , 0.8725E+03, 0.8832E+03, 0.1372E+03,  0.9879 ,G    8.9 ,  59.998 ,   Error ,  4.9769 ,  4.9771 ,     0:00:20
78,  2023/06/16,09:09:28,736,  220.15 ,   4.025 , 0.8755E+03, 0.8861E+03, 0.1367E+03,  0.9880 ,G    8.9 ,  59.992 ,   Error ,  5.0374 ,  5.0377 ,     0:00:20
79,  2023/06/16,09:09:28,986,  219.91 ,   4.024 , 0.8746E+03, 0.8849E+03, 0.1346E+03,  0.9884 ,G    8.7 ,  60.000 ,   Error ,  5.0983 ,  5.0985 ,     0:00:21
80,  2023/06/16,09:09:29,236,  219.90 ,   4.017 , 0.8728E+03, 0.8833E+03, 0.1362E+03,  0.9880 ,G    8.9 ,  59.992 ,   Error ,  5.1590 ,  5.1593 ,     0:00:21
81,  2023/06/16,09:09:29,496,  220.06 ,   4.027 , 0.8755E+03, 0.8861E+03, 0.1371E+03,  0.9880 ,G    8.9 ,  59.994 ,   Error ,  5.2196 ,  5.2199 ,     0:00:21
82,  2023/06/16,09:09:29,736,  219.78 ,   4.026 , 0.8744E+03, 0.8848E+03, 0.1350E+03,  0.9883 ,G    8.8 ,  59.994 ,   Error ,  5.2803 ,  5.2806 ,     0:00:21
83,  2023/06/16,09:09:29,996,  219.79 ,   4.015 , 0.8721E+03, 0.8825E+03, 0.1348E+03,  0.9883 ,G    8.8 ,  59.992 ,   Error ,  5.3411 ,  5.3414 ,     0:00:22
84,  2023/06/16,09:09:30,236,  220.05 ,   4.025 , 0.8749E+03, 0.8856E+03, 0.1373E+03,  0.9879 ,G    8.9 ,  59.990 ,   Error ,  5.4016 ,  5.4019 ,     0:00:22
85,  2023/06/16,09:09:30,476,  219.93 ,   4.024 , 0.8744E+03, 0.8849E+03, 0.1359E+03,  0.9881 ,G    8.8 ,  59.996 ,   Error ,  5.4623 ,  5.4626 ,     0:00:22
86,  2023/06/16,09:09:30,746,  219.88 ,   4.012 , 0.8720E+03, 0.8822E+03, 0.1341E+03,  0.9884 ,G    8.7 ,  59.988 ,   Error ,  5.5231 ,  5.5234 ,     0:00:22
87,  2023/06/16,09:09:30,996,  220.13 ,   4.027 , 0.8757E+03, 0.8865E+03, 0.1381E+03,  0.9878 ,G    9.0 ,  59.992 ,   Error ,  5.5837 ,  5.5840 ,     0:00:23
88,  2023/06/16,09:09:31,236,  219.96 ,   4.029 , 0.8756E+03, 0.8862E+03, 0.1365E+03,  0.9881 ,G    8.9 ,  59.992 ,   Error ,  5.6445 ,  5.6448 ,     0:00:23
89,  2023/06/16,09:09:31,486,  219.79 ,   4.015 , 0.8724E+03, 0.8825E+03, 0.1326E+03,  0.9887 ,G    8.6 ,  59.994 ,   Error ,  5.7053 ,  5.7056 ,     0:00:23
90,  2023/06/16,09:09:31,737,  220.10 ,   4.026 , 0.8753E+03, 0.8862E+03, 0.1386E+03,  0.9877 ,G    9.0 ,  59.988 ,   Error ,  5.7659 ,  5.7662 ,     0:00:23
91,  2023/06/16,09:09:31,987,  219.99 ,   4.028 , 0.8754E+03, 0.8861E+03, 0.1376E+03,  0.9879 ,G    8.9 ,  59.998 ,   Error ,  5.8266 ,  5.8269 ,     0:00:24
92,  2023/06/16,09:09:32,247,  219.81 ,   4.009 , 0.8713E+03, 0.8813E+03, 0.1324E+03,  0.9887 ,G    8.6 ,  59.994 ,   Error ,  5.8873 ,  5.8876 ,     0:00:24
93,  2023/06/16,09:09:32,497,  220.17 ,   4.023 , 0.8747E+03, 0.8856E+03, 0.1387E+03,  0.9877 ,G    9.0 ,  59.996 ,   Error ,  5.9479 ,  5.9482 ,     0:00:24
94,  2023/06/16,09:09:32,747,  220.08 ,   4.027 , 0.8756E+03, 0.8863E+03, 0.1377E+03,  0.9879 ,G    8.9 ,  59.996 ,   Error ,  6.0086 ,  6.0089 ,     0:00:24
95,  2023/06/16,09:09:32,987,  219.82 ,   4.012 , 0.8720E+03, 0.8819E+03, 0.1318E+03,  0.9888 ,G    8.6 ,  60.000 ,   Error ,  6.0694 ,  6.0697 ,     0:00:25
96,  2023/06/16,09:09:33,237,  220.14 ,   4.023 , 0.8748E+03, 0.8857E+03, 0.1384E+03,  0.9877 ,G    9.0 ,  59.994 ,   Error ,  6.1300 ,  6.1303 ,     0:00:25
97,  2023/06/16,09:09:33,497,  220.01 ,   4.031 , 0.8762E+03, 0.8869E+03, 0.1378E+03,  0.9879 ,G    8.9 ,  60.002 ,   Error ,  6.1907 ,  6.1910 ,     0:00:25
98,  2023/06/16,09:09:33,737,  219.75 ,   4.014 , 0.8722E+03, 0.8820E+03, 0.1314E+03,  0.9888 ,G    8.6 ,  59.996 ,   Error ,  6.2515 ,  6.2518 ,     0:00:25
99,  2023/06/16,09:09:33,987,  220.04 ,   4.026 , 0.8749E+03, 0.8858E+03, 0.1381E+03,  0.9878 ,G    9.0 ,  60.000 ,   Error ,  6.3121 ,  6.3125 ,     0:00:26
100,  2023/06/16,09:09:34,237,  220.12 ,   4.028 , 0.8759E+03, 0.8867E+03, 0.1384E+03,  0.9877 ,G    9.0 ,  60.002 ,   Error ,  6.3728 ,  6.3732 ,     0:00:26
101,  2023/06/16,09:09:34,497,  219.84 ,   4.010 , 0.8717E+03, 0.8816E+03, 0.1317E+03,  0.9888 ,G    8.6 ,  60.004 ,   Error ,  6.4336 ,  6.4339 ,     0:00:26
102,  2023/06/16,09:09:34,747,  220.21 ,   4.023 , 0.8750E+03, 0.8860E+03, 0.1388E+03,  0.9876 ,G    9.0 ,  60.000 ,   Error ,  6.4942 ,  6.4946 ,     0:00:26
103,  2023/06/16,09:09:34,987,  220.19 ,   4.032 , 0.8769E+03, 0.8878E+03, 0.1384E+03,  0.9878 ,G    9.0 ,  60.006 ,   Error ,  6.5550 ,  6.5553 ,     0:00:27
104,  2023/06/16,09:09:35,247,  219.86 ,   4.014 , 0.8725E+03, 0.8825E+03, 0.1320E+03,  0.9888 ,G    8.6 ,  60.004 ,   Error ,  6.6158 ,  6.6162 ,     0:00:27
105,  2023/06/16,09:09:35,487,  220.06 ,   4.024 , 0.8745E+03, 0.8855E+03, 0.1390E+03,  0.9876 ,G    9.0 ,  60.006 ,   Error ,  6.6765 ,  6.6768 ,     0:00:27
106,  2023/06/16,09:09:35,737,  220.14 ,   4.029 , 0.8760E+03, 0.8869E+03, 0.1386E+03,  0.9877 ,G    9.0 ,  60.008 ,   Error ,  6.7371 ,  6.7375 ,     0:00:27
107,  2023/06/16,09:09:35,977,  219.80 ,   4.013 , 0.8721E+03, 0.8822E+03, 0.1326E+03,  0.9886 ,G    8.6 ,  60.008 ,   Error ,  6.7979 ,  6.7983 ,     0:00:28
108,  2023/06/16,09:09:36,237,  220.10 ,   4.018 , 0.8733E+03, 0.8843E+03, 0.1390E+03,  0.9876 ,G    9.0 ,  60.006 ,   Error ,  6.8585 ,  6.8589 ,     0:00:28
109,  2023/06/16,09:09:36,497,  220.17 ,   4.025 , 0.8755E+03, 0.8862E+03, 0.1373E+03,  0.9879 ,G    8.9 ,  60.010 ,   Error ,  6.9192 ,  6.9195 ,     0:00:28
110,  2023/06/16,09:09:36,737,  220.00 ,   4.010 , 0.8721E+03, 0.8822E+03, 0.1331E+03,  0.9886 ,G    8.7 ,  60.010 ,   Error ,  6.9799 ,  6.9803 ,     0:00:28
111,  2023/06/16,09:09:36,997,  220.13 ,   4.020 , 0.8739E+03, 0.8848E+03, 0.1390E+03,  0.9876 ,G    9.0 ,  60.010 ,   Error ,  7.0406 ,  7.0410 ,     0:00:29
112,  2023/06/16,09:09:37,247,  220.30 ,   4.025 , 0.8761E+03, 0.8868E+03, 0.1375E+03,  0.9879 ,G    8.9 ,  60.012 ,   Error ,  7.1013 ,  7.1016 ,     0:00:29
113,  2023/06/16,09:09:37,497,  219.94 ,   4.015 , 0.8729E+03, 0.8830E+03, 0.1335E+03,  0.9885 ,G    8.7 ,  60.014 ,   Error ,  7.1621 ,  7.1625 ,     0:00:29
114,  2023/06/16,09:09:37,737,  220.05 ,   4.019 , 0.8735E+03, 0.8845E+03, 0.1388E+03,  0.9876 ,G    9.0 ,  60.014 ,   Error ,  7.2227 ,  7.2231 ,     0:00:29
115,  2023/06/16,09:09:37,987,  220.11 ,   4.027 , 0.8758E+03, 0.8864E+03, 0.1370E+03,  0.9880 ,G    8.9 ,  60.016 ,   Error ,  7.2834 ,  7.2838 ,     0:00:30
116,  2023/06/16,09:09:38,247,  219.91 ,   4.015 , 0.8728E+03, 0.8830E+03, 0.1337E+03,  0.9885 ,G    8.7 ,  60.016 ,   Error ,  7.3442 ,  7.3446 ,     0:00:30
117,  2023/06/16,09:09:38,487,  220.03 ,   4.018 , 0.8732E+03, 0.8841E+03, 0.1388E+03,  0.9876 ,G    9.0 ,  60.014 ,   Error ,  7.4048 ,  7.4052 ,     0:00:30
118,  2023/06/16,09:09:38,767,  220.17 ,   4.025 , 0.8757E+03, 0.8862E+03, 0.1365E+03,  0.9881 ,G    8.9 ,  60.018 ,   Error ,  7.4655 ,  7.4659 ,     0:00:30
119,  2023/06/16,09:09:38,997,  219.92 ,   4.019 , 0.8736E+03, 0.8838E+03, 0.1337E+03,  0.9885 ,G    8.7 ,  60.018 ,   Error ,  7.5263 ,  7.5267 ,     0:00:31
120,  2023/06/16,09:09:39,247,  220.09 ,   4.020 , 0.8738E+03, 0.8847E+03, 0.1383E+03,  0.9877 ,G    9.0 ,  60.020 ,   Error ,  7.5870 ,  7.5874 ,     0:00:31
121,  2023/06/16,09:09:39,477,  220.11 ,   4.028 , 0.8761E+03, 0.8866E+03, 0.1364E+03,  0.9881 ,G    8.8 ,  60.020 ,   Error ,  7.6477 ,  7.6481 ,     0:00:31
122,  2023/06/16,09:09:39,747,  219.94 ,   4.021 , 0.8740E+03, 0.8843E+03, 0.1345E+03,  0.9884 ,G    8.7 ,  60.022 ,   Error ,  7.7086 ,  7.7090 ,     0:00:31
123,  2023/06/16,09:09:39,997,  219.96 ,   4.019 , 0.8731E+03, 0.8840E+03, 0.1384E+03,  0.9877 ,G    9.0 ,  60.018 ,   Error ,  7.7692 ,  7.7696 ,     0:00:32
124,  2023/06/16,09:09:40,227,  220.16 ,   4.021 , 0.8748E+03, 0.8853E+03, 0.1361E+03,  0.9881 ,G    8.8 ,  60.020 ,   Error ,  7.8298 ,  7.8302 ,     0:00:32
125,  2023/06/16,09:09:40,487,  219.96 ,   4.014 , 0.8727E+03, 0.8829E+03, 0.1339E+03,  0.9884 ,G    8.7 ,  60.022 ,   Error ,  7.8906 ,  7.8910 ,     0:00:32
126,  2023/06/16,09:09:40,747,  220.09 ,   4.012 , 0.8720E+03, 0.8829E+03, 0.1384E+03,  0.9876 ,G    9.0 ,  60.022 ,   Error ,  7.9512 ,  7.9516 ,     0:00:32
127,  2023/06/16,09:09:40,987,  220.20 ,   4.023 , 0.8752E+03, 0.8858E+03, 0.1365E+03,  0.9880 ,G    8.9 ,  60.022 ,   Error ,  8.0118 ,  8.0123 ,     0:00:33
