221(),222(),301(C),303(C),304(C),305(C),306(C),308(C)
-7.714329E-03,+1.959552E+00,+2.674200E+01,+1.613000E+01,+1.451700E+01,+3.513700E+01,+2.405200E+01,+1.954700E+01
-7.134151E-03,+1.960910E+00,+2.673700E+01,+1.612800E+01,+1.452600E+01,+3.513600E+01,+2.405400E+01,+1.955000E+01
-7.340017E-03,+1.959224E+00,+2.674400E+01,+1.612900E+01,+1.452700E+01,+3.513400E+01,+2.405400E+01,+1.955400E+01
-8.261754E-03,+1.954727E+00,+2.673900E+01,+1.613300E+01,+1.452900E+01,+3.513600E+01,+2.405600E+01,+1.955900E+01
-6.207712E-03,+1.956085E+00,+2.673500E+01,+1.613300E+01,+1.452900E+01,+3.513100E+01,+2.405400E+01,+1.955900E+01
-7.910844E-03,+1.964001E+00,+2.673800E+01,+1.613400E+01,+1.453600E+01,+3.513600E+01,+2.404900E+01,+1.956300E+01
-7.428906E-03,+1.960207E+00,+2.674100E+01,+1.613700E+01,+1.453500E+01,+3.513600E+01,+2.404900E+01,+1.956100E+01
-7.723679E-03,+1.964891E+00,+2.673500E+01,+1.613600E+01,+1.453500E+01,+3.514000E+01,+2.404900E+01,+1.956300E+01
-5.524592E-03,+1.961940E+00,+2.673100E+01,+1.613500E+01,+1.453600E+01,+3.513800E+01,+2.404700E+01,+1.956100E+01
-1.375480E-02,+1.954165E+00,+2.673200E+01,+1.613600E+01,+1.453800E+01,+3.514300E+01,+2.404700E+01,+1.955900E+01
-9.403409E-03,+1.960770E+00,+2.673100E+01,+1.613700E+01,+1.453800E+01,+3.514000E+01,+2.404800E+01,+1.955700E+01
-7.255793E-03,+1.967374E+00,+2.674300E+01,+1.614200E+01,+1.454100E+01,+3.513700E+01,+2.404700E+01,+1.955300E+01
-7.414871E-03,+1.968123E+00,+2.674300E+01,+1.613900E+01,+1.453100E+01,+3.514200E+01,+2.404500E+01,+1.955000E+01
-8.041855E-03,+1.957069E+00,+2.673600E+01,+1.614000E+01,+1.453000E+01,+3.513700E+01,+2.404400E+01,+1.954800E+01
-7.868723E-03,+1.957397E+00,+2.673600E+01,+1.613600E+01,+1.452600E+01,+3.513500E+01,+2.404100E+01,+1.954500E+01
-7.929563E-03,+1.958100E+00,+2.674200E+01,+1.614000E+01,+1.452700E+01,+3.513700E+01,+2.404000E+01,+1.954100E+01
-7.868723E-03,+1.962737E+00,+2.674100E+01,+1.613400E+01,+1.452500E+01,+3.513500E+01,+2.403700E+01,+1.953500E+01
-7.279196E-03,+1.960723E+00,+2.673400E+01,+1.613400E+01,+1.452100E+01,+3.513300E+01,+2.403600E+01,+1.953300E+01
-1.132178E-02,+1.973463E+00,+2.674400E+01,+1.613400E+01,+1.451700E+01,+3.513000E+01,+2.403500E+01,+1.952700E+01
-9.609294E-03,+1.954587E+00,+2.674000E+01,+1.613400E+01,+1.451500E+01,+3.513000E+01,+2.403200E+01,+1.952900E+01
-8.327260E-03,+1.963205E+00,+2.674200E+01,+1.613400E+01,+1.451500E+01,+3.513100E+01,+2.402900E+01,+1.952500E+01
-8.533143E-03,+1.969622E+00,+2.673500E+01,+1.613300E+01,+1.451500E+01,+3.512600E+01,+2.403200E+01,+1.952100E+01
-7.321299E-03,+1.964985E+00,+2.673900E+01,+1.613300E+01,+1.451600E+01,+3.512500E+01,+2.403300E+01,+1.952400E+01
-5.824050E-03,+1.961847E+00,+2.673600E+01,+1.613100E+01,+1.451500E+01,+3.512800E+01,+2.403300E+01,+1.952500E+01
-5.239187E-03,+1.956039E+00,+2.673700E+01,+1.613300E+01,+1.451500E+01,+3.512800E+01,+2.403300E+01,+1.952600E+01
-4.846157E-03,+1.970559E+00,+2.674700E+01,+1.613500E+01,+1.451600E+01,+3.513000E+01,+2.403200E+01,+1.952600E+01
-1.006783E-02,+1.959739E+00,+2.673900E+01,+1.613000E+01,+1.451500E+01,+3.512800E+01,+2.403200E+01,+1.952600E+01
-1.037195E-02,+1.962643E+00,+2.674100E+01,+1.613200E+01,+1.451500E+01,+3.512400E+01,+2.403100E+01,+1.952700E+01
-9.918101E-03,+1.952292E+00,+2.674200E+01,+1.612900E+01,+1.451600E+01,+3.512700E+01,+2.403200E+01,+1.953300E+01
-6.694334E-03,+1.956460E+00,+2.674400E+01,+1.613400E+01,+1.451400E+01,+3.512700E+01,+2.403300E+01,+1.953400E+01
-8.753043E-03,+1.965781E+00,+2.674100E+01,+1.612800E+01,+1.451600E+01,+3.512900E+01,+2.403500E+01,+1.953900E+01
-6.324687E-03,+1.958755E+00,+2.674600E+01,+1.613100E+01,+1.451500E+01,+3.513200E+01,+2.403700E+01,+1.954100E+01
-1.030645E-02,+1.970793E+00,+2.674000E+01,+1.613200E+01,+1.452000E+01,+3.513200E+01,+2.403900E+01,+1.954200E+01
-1.076967E-02,+1.962877E+00,+2.674600E+01,+1.613200E+01,+1.451900E+01,+3.513700E+01,+2.403700E+01,+1.954500E+01
-6.263867E-03,+1.956648E+00,+2.673800E+01,+1.612700E+01,+1.452100E+01,+3.513900E+01,+2.404000E+01,+1.954500E+01
-1.119543E-02,+1.975055E+00,+2.674900E+01,+1.613500E+01,+1.452500E+01,+3.514200E+01,+2.403900E+01,+1.954700E+01
-7.237075E-03,+1.966156E+00,+2.674300E+01,+1.613300E+01,+1.452700E+01,+3.513900E+01,+2.404200E+01,+1.954900E+01
-8.523774E-03,+1.971308E+00,+2.673700E+01,+1.613400E+01,+1.452600E+01,+3.514400E+01,+2.404200E+01,+1.955000E+01
-5.323411E-03,+1.952573E+00,+2.673700E+01,+1.613400E+01,+1.452300E+01,+3.514800E+01,+2.404200E+01,+1.955100E+01
-5.931657E-03,+1.964189E+00,+2.673500E+01,+1.613400E+01,+1.452200E+01,+3.514800E+01,+2.404000E+01,+1.955500E+01
-5.646252E-03,+1.963533E+00,+2.673800E+01,+1.613300E+01,+1.452100E+01,+3.514500E+01,+2.404300E+01,+1.955600E+01
-1.312783E-02,+1.966531E+00,+2.674800E+01,+1.613700E+01,+1.453200E+01,+3.514500E+01,+2.404600E+01,+1.956200E+01
-7.354051E-03,+1.958755E+00,+2.674100E+01,+1.613900E+01,+1.452800E+01,+3.514600E+01,+2.404400E+01,+1.956100E+01
-5.192401E-03,+1.967983E+00,+2.674200E+01,+1.613900E+01,+1.453200E+01,+3.514900E+01,+2.404400E+01,+1.956400E+01
-7.185604E-03,+1.963111E+00,+2.674500E+01,+1.613900E+01,+1.453200E+01,+3.514900E+01,+2.404300E+01,+1.956400E+01
-7.569285E-03,+1.955383E+00,+2.673600E+01,+1.613600E+01,+1.453400E+01,+3.514600E+01,+2.404400E+01,+1.956700E+01
-6.895515E-03,+1.962034E+00,+2.674400E+01,+1.614200E+01,+1.453700E+01,+3.514600E+01,+2.404200E+01,+1.956800E+01
-5.505873E-03,+1.977397E+00,+2.674100E+01,+1.613800E+01,+1.453500E+01,+3.514400E+01,+2.404200E+01,+1.956500E+01
-6.675616E-03,+1.958709E+00,+2.674400E+01,+1.614000E+01,+1.454000E+01,+3.514500E+01,+2.404000E+01,+1.956800E+01
-1.152296E-02,+1.958990E+00,+2.674100E+01,+1.614200E+01,+1.454000E+01,+3.514400E+01,+2.404200E+01,+1.956700E+01
-7.559916E-03,+1.964891E+00,+2.673200E+01,+1.613700E+01,+1.453800E+01,+3.514200E+01,+2.404200E+01,+1.956900E+01
-6.535237E-03,+1.963439E+00,+2.674100E+01,+1.614000E+01,+1.453700E+01,+3.514300E+01,+2.404300E+01,+1.956700E+01
-5.646252E-03,+1.950746E+00,+2.672800E+01,+1.613900E+01,+1.453600E+01,+3.514300E+01,+2.404300E+01,+1.956500E+01
-1.064332E-02,+1.959411E+00,+2.673700E+01,+1.614200E+01,+1.454400E+01,+3.513900E+01,+2.404500E+01,+1.956300E+01
-9.852595E-03,+1.958802E+00,+2.673300E+01,+1.614000E+01,+1.453200E+01,+3.513600E+01,+2.404400E+01,+1.956000E+01
-8.378730E-03,+1.962549E+00,+2.673300E+01,+1.614100E+01,+1.453500E+01,+3.513900E+01,+2.404400E+01,+1.956000E+01
-6.801941E-03,+1.959177E+00,+2.673500E+01,+1.614000E+01,+1.453200E+01,+3.514300E+01,+2.404500E+01,+1.956000E+01
-6.628829E-03,+1.954962E+00,+2.673900E+01,+1.614200E+01,+1.453300E+01,+3.513900E+01,+2.404600E+01,+1.955900E+01
-7.938913E-03,+1.962221E+00,+2.673000E+01,+1.613800E+01,+1.452600E+01,+3.513900E+01,+2.404400E+01,+1.955700E+01
-7.396153E-03,+1.958615E+00,+2.673100E+01,+1.613800E+01,+1.452900E+01,+3.513400E+01,+2.404500E+01,+1.955600E+01
-9.740303E-03,+1.969060E+00,+2.673000E+01,+1.613600E+01,+1.452800E+01,+3.513400E+01,+2.404800E+01,+1.955500E+01
-5.669636E-03,+1.956507E+00,+2.673600E+01,+1.614100E+01,+1.452800E+01,+3.513900E+01,+2.405000E+01,+1.955500E+01
-6.914233E-03,+1.956648E+00,+2.673700E+01,+1.613900E+01,+1.452700E+01,+3.513900E+01,+2.404800E+01,+1.955600E+01
-3.840196E-03,+1.959036E+00,+2.673300E+01,+1.614100E+01,+1.452900E+01,+3.514100E+01,+2.405200E+01,+1.955600E+01
-8.158831E-03,+1.975289E+00,+2.673200E+01,+1.613800E+01,+1.453100E+01,+3.513900E+01,+2.405100E+01,+1.955600E+01
-3.784041E-03,+1.961425E+00,+2.672800E+01,+1.614100E+01,+1.453200E+01,+3.514100E+01,+2.405200E+01,+1.955300E+01
-7.265162E-03,+1.960395E+00,+2.673700E+01,+1.614100E+01,+1.453600E+01,+3.514500E+01,+2.405400E+01,+1.955400E+01
-8.336627E-03,+1.959879E+00,+2.673300E+01,+1.614200E+01,+1.453500E+01,+3.514600E+01,+2.405500E+01,+1.955300E+01
-9.829192E-03,+1.963954E+00,+2.673800E+01,+1.614400E+01,+1.453300E+01,+3.514600E+01,+2.405600E+01,+1.955400E+01
-9.043131E-03,+1.956132E+00,+2.673200E+01,+1.614400E+01,+1.453800E+01,+3.515000E+01,+2.405800E+01,+1.955500E+01
-8.729658E-03,+1.959318E+00,+2.673400E+01,+1.614200E+01,+1.453700E+01,+3.514800E+01,+2.405600E+01,+1.955800E+01
-9.829192E-03,+1.959364E+00,+2.674000E+01,+1.614600E+01,+1.454100E+01,+3.514800E+01,+2.405700E+01,+1.955700E+01
-1.113930E-02,+1.954493E+00,+2.673800E+01,+1.614700E+01,+1.454100E+01,+3.514700E+01,+2.405700E+01,+1.956000E+01
-7.438275E-03,+1.965172E+00,+2.674400E+01,+1.614600E+01,+1.453900E+01,+3.514800E+01,+2.405900E+01,+1.956100E+01
-9.674799E-03,+1.962549E+00,+2.674300E+01,+1.614700E+01,+1.454200E+01,+3.514700E+01,+2.405900E+01,+1.956500E+01
-8.182215E-03,+1.957819E+00,+2.674400E+01,+1.614800E+01,+1.454400E+01,+3.514600E+01,+2.405600E+01,+1.956800E+01
-3.606244E-03,+1.957491E+00,+2.674500E+01,+1.615000E+01,+1.454400E+01,+3.514900E+01,+2.405800E+01,+1.956700E+01
-3.812109E-03,+1.960207E+00,+2.674400E+01,+1.614800E+01,+1.454300E+01,+3.514900E+01,+2.405900E+01,+1.956800E+01
-7.981034E-03,+1.960441E+00,+2.674600E+01,+1.615000E+01,+1.454600E+01,+3.514900E+01,+2.405500E+01,+1.957000E+01
-8.879368E-03,+1.954774E+00,+2.674200E+01,+1.614900E+01,+1.454300E+01,+3.514800E+01,+2.405700E+01,+1.956800E+01
-5.889554E-03,+1.956882E+00,+2.674800E+01,+1.615300E+01,+1.454200E+01,+3.514800E+01,+2.405500E+01,+1.956500E+01
-8.804513E-03,+1.950746E+00,+2.673800E+01,+1.614800E+01,+1.454400E+01,+3.514400E+01,+2.405400E+01,+1.956400E+01
-1.146682E-02,+1.952807E+00,+2.674800E+01,+1.614900E+01,+1.454400E+01,+3.514700E+01,+2.405000E+01,+1.956300E+01
-5.510557E-03,+1.962362E+00,+2.675000E+01,+1.614900E+01,+1.454000E+01,+3.514700E+01,+2.404800E+01,+1.955900E+01
-8.565896E-03,+1.959411E+00,+2.674500E+01,+1.615000E+01,+1.453800E+01,+3.514200E+01,+2.404700E+01,+1.955500E+01
-8.444236E-03,+1.952479E+00,+2.674900E+01,+1.614600E+01,+1.453500E+01,+3.514100E+01,+2.404600E+01,+1.955500E+01
-7.896810E-03,+1.952479E+00,+2.675100E+01,+1.614800E+01,+1.453400E+01,+3.514200E+01,+2.404600E+01,+1.954900E+01
-5.819365E-03,+1.959645E+00,+2.674300E+01,+1.614400E+01,+1.452800E+01,+3.514100E+01,+2.404600E+01,+1.954800E+01
-1.250085E-02,+1.967702E+00,+2.675300E+01,+1.614800E+01,+1.452800E+01,+3.513900E+01,+2.404500E+01,+1.954600E+01
-4.892943E-03,+1.969762E+00,+2.674600E+01,+1.614300E+01,+1.452800E+01,+3.514100E+01,+2.404400E+01,+1.954500E+01
-8.949558E-03,+1.958146E+00,+2.674400E+01,+1.614500E+01,+1.452700E+01,+3.513600E+01,+2.404500E+01,+1.954800E+01
-8.781130E-03,+1.948779E+00,+2.674100E+01,+1.614100E+01,+1.452500E+01,+3.513800E+01,+2.404700E+01,+1.954500E+01
-6.862763E-03,+1.965594E+00,+2.675000E+01,+1.614400E+01,+1.452700E+01,+3.513600E+01,+2.404400E+01,+1.954300E+01
-8.121394E-03,+1.960207E+00,+2.674900E+01,+1.614600E+01,+1.452600E+01,+3.513700E+01,+2.404500E+01,+1.954600E+01
-5.955060E-03,+1.959552E+00,+2.674000E+01,+1.614500E+01,+1.452600E+01,+3.513100E+01,+2.404100E+01,+1.954800E+01
-7.704979E-03,+1.961940E+00,+2.674000E+01,+1.614400E+01,+1.452200E+01,+3.513100E+01,+2.404300E+01,+1.954800E+01
-9.403409E-03,+1.972151E+00,+2.674100E+01,+1.614400E+01,+1.452000E+01,+3.512600E+01,+2.404200E+01,+1.954700E+01
-6.497819E-03,+1.957865E+00,+2.674700E+01,+1.614600E+01,+1.452500E+01,+3.513000E+01,+2.404300E+01,+1.955100E+01
-7.751766E-03,+1.953135E+00,+2.674300E+01,+1.614300E+01,+1.452700E+01,+3.512700E+01,+2.404300E+01,+1.954800E+01
-8.163496E-03,+1.957350E+00,+2.674900E+01,+1.614700E+01,+1.453300E+01,+3.513000E+01,+2.404400E+01,+1.954900E+01
-7.775150E-03,+1.960395E+00,+2.673800E+01,+1.614400E+01,+1.452900E+01,+3.513000E+01,+2.404300E+01,+1.954900E+01
-5.014604E-03,+1.964095E+00,+2.674900E+01,+1.614500E+01,+1.453400E+01,+3.512900E+01,+2.404300E+01,+1.955100E+01
-6.301303E-03,+1.956929E+00,+2.674000E+01,+1.614200E+01,+1.453100E+01,+3.513100E+01,+2.404100E+01,+1.955400E+01
-3.812109E-03,+1.965032E+00,+2.674400E+01,+1.614600E+01,+1.453200E+01,+3.513200E+01,+2.404400E+01,+1.955300E+01
-6.408911E-03,+1.961238E+00,+2.674200E+01,+1.614300E+01,+1.453100E+01,+3.512900E+01,+2.404300E+01,+1.955200E+01
-6.235798E-03,+1.964563E+00,+2.674400E+01,+1.614600E+01,+1.453300E+01,+3.513200E+01,+2.404100E+01,+1.955500E+01
-4.668360E-03,+1.963720E+00,+2.674800E+01,+1.614500E+01,+1.453400E+01,+3.513200E+01,+2.404000E+01,+1.955700E+01
-4.542034E-03,+1.957912E+00,+2.674600E+01,+1.614500E+01,+1.453200E+01,+3.513000E+01,+2.404000E+01,+1.956200E+01
-3.755972E-03,+1.961191E+00,+2.674700E+01,+1.614200E+01,+1.453200E+01,+3.513000E+01,+2.403800E+01,+1.956000E+01
-5.580747E-03,+1.962503E+00,+2.675000E+01,+1.614600E+01,+1.453200E+01,+3.512700E+01,+2.404000E+01,+1.955900E+01
-7.330667E-03,+1.961519E+00,+2.673700E+01,+1.614100E+01,+1.453200E+01,+3.512500E+01,+2.403900E+01,+1.956100E+01
-4.813404E-03,+1.958146E+00,+2.674800E+01,+1.614500E+01,+1.453800E+01,+3.512700E+01,+2.403900E+01,+1.956900E+01
-6.577358E-03,+1.977350E+00,+2.673900E+01,+1.614500E+01,+1.453400E+01,+3.512300E+01,+2.403600E+01,+1.956600E+01
-2.506672E-03,+1.954868E+00,+2.674700E+01,+1.614700E+01,+1.453800E+01,+3.512200E+01,+2.403800E+01,+1.957100E+01
-7.962315E-03,+1.959458E+00,+2.674700E+01,+1.614900E+01,+1.454200E+01,+3.512200E+01,+2.403800E+01,+1.957300E+01
-5.426334E-03,+1.957959E+00,+2.673900E+01,+1.614600E+01,+1.453600E+01,+3.512100E+01,+2.403600E+01,+1.957200E+01
-7.246443E-03,+1.960114E+00,+2.674800E+01,+1.614800E+01,+1.454300E+01,+3.511800E+01,+2.403700E+01,+1.957600E+01
-4.584136E-03,+1.963111E+00,+2.674100E+01,+1.614600E+01,+1.454200E+01,+3.511200E+01,+2.403600E+01,+1.957800E+01
-5.220469E-03,+1.961940E+00,+2.674700E+01,+1.614900E+01,+1.454600E+01,+3.511400E+01,+2.403700E+01,+1.957800E+01
-6.544605E-03,+1.971917E+00,+2.674600E+01,+1.614900E+01,+1.454600E+01,+3.511000E+01,+2.404000E+01,+1.957800E+01
-6.614776E-03,+1.959271E+00,+2.674000E+01,+1.615000E+01,+1.454200E+01,+3.511200E+01,+2.403700E+01,+1.957800E+01
-7.592668E-03,+1.971917E+00,+2.674100E+01,+1.614900E+01,+1.454500E+01,+3.511400E+01,+2.403600E+01,+1.957500E+01
-6.165609E-03,+1.956085E+00,+2.674200E+01,+1.615000E+01,+1.454600E+01,+3.511200E+01,+2.403900E+01,+1.957700E+01
-9.515701E-03,+1.960207E+00,+2.674800E+01,+1.615100E+01,+1.454500E+01,+3.511300E+01,+2.403800E+01,+1.957200E+01
-5.852117E-03,+1.965219E+00,+2.674500E+01,+1.614900E+01,+1.454400E+01,+3.511800E+01,+2.404200E+01,+1.956900E+01
-6.652213E-03,+1.960723E+00,+2.675200E+01,+1.615000E+01,+1.454400E+01,+3.511700E+01,+2.404200E+01,+1.956600E+01
-6.310653E-03,+1.961613E+00,+2.675300E+01,+1.614800E+01,+1.454100E+01,+3.512100E+01,+2.404300E+01,+1.956400E+01
-9.118005E-03,+1.962409E+00,+2.675300E+01,+1.614900E+01,+1.454000E+01,+3.511800E+01,+2.404300E+01,+1.956100E+01
-4.518630E-03,+1.958006E+00,+2.674800E+01,+1.614900E+01,+1.453700E+01,+3.512100E+01,+2.404600E+01,+1.956000E+01
-6.390193E-03,+1.955758E+00,+2.674900E+01,+1.614600E+01,+1.453400E+01,+3.512100E+01,+2.404300E+01,+1.955600E+01
-7.316614E-03,+1.966015E+00,+2.675200E+01,+1.614500E+01,+1.453800E+01,+3.512500E+01,+2.404300E+01,+1.955300E+01
-5.646252E-03,+1.960816E+00,+2.675700E+01,+1.614700E+01,+1.453100E+01,+3.512500E+01,+2.404200E+01,+1.955600E+01
-5.440368E-03,+1.964891E+00,+2.675600E+01,+1.614800E+01,+1.453600E+01,+3.512500E+01,+2.404200E+01,+1.955700E+01
-6.853412E-03,+1.964095E+00,+2.675300E+01,+1.614600E+01,+1.453500E+01,+3.512900E+01,+2.403900E+01,+1.955700E+01
-4.542034E-03,+1.961800E+00,+2.675600E+01,+1.614900E+01,+1.453900E+01,+3.512800E+01,+2.403800E+01,+1.956100E+01
-5.183032E-03,+1.957116E+00,+2.676100E+01,+1.614900E+01,+1.454500E+01,+3.512900E+01,+2.403900E+01,+1.956300E+01
-7.396153E-03,+1.965922E+00,+2.676200E+01,+1.614800E+01,+1.454300E+01,+3.513300E+01,+2.403800E+01,+1.956500E+01
-8.458270E-03,+1.960770E+00,+2.676500E+01,+1.615100E+01,+1.454400E+01,+3.513400E+01,+2.403900E+01,+1.956900E+01
-8.280472E-03,+1.957491E+00,+2.676500E+01,+1.615300E+01,+1.454800E+01,+3.513500E+01,+2.403800E+01,+1.956900E+01
-5.697723E-03,+1.962128E+00,+2.676400E+01,+1.615200E+01,+1.454400E+01,+3.513500E+01,+2.403900E+01,+1.957300E+01
-5.758544E-03,+1.964798E+00,+2.676000E+01,+1.615200E+01,,,,
