221(),222(),301(C),303(C),304(C),305(C),306(C),308(C)
+1.427738E-01,+4.453175E-01,+2.663700E+01,+2.605600E+01,+2.037300E+01,+3.504300E+01,+2.387200E+01,+2.091400E+01
+1.522252E-01,+4.471470E-01,+2.664300E+01,+2.606600E+01,+2.037300E+01,+3.504100E+01,+2.388300E+01,+2.091300E+01
+1.512520E-01,+4.461691E-01,+2.664200E+01,+2.608200E+01,+2.037500E+01,+3.503600E+01,+2.389300E+01,+2.091200E+01
+1.832137E-01,+1.914673E-01,+2.664000E+01,+2.609200E+01,+2.038300E+01,+3.503000E+01,+2.390100E+01,+2.091400E+01
+1.902461E-01,+9.727131E-02,+2.663500E+01,+2.610500E+01,+2.038700E+01,+3.502900E+01,+2.391000E+01,+2.091400E+01
+1.918697E-01,+1.001254E-01,+2.663900E+01,+2.611600E+01,+2.039300E+01,+3.502200E+01,+2.391800E+01,+2.091900E+01
+1.885617E-01,+9.683149E-02,+2.663800E+01,+2.612600E+01,+2.039700E+01,+3.502100E+01,+2.392700E+01,+2.091800E+01
+1.895630E-01,+9.818836E-02,+2.663700E+01,+2.613700E+01,+2.040300E+01,+3.501600E+01,+2.393300E+01,+2.091200E+01
+1.904473E-01,+9.867965E-02,+2.663800E+01,+2.614400E+01,+2.040400E+01,+3.501400E+01,+2.394200E+01,+2.090800E+01
+1.888612E-01,+9.747249E-02,+2.663700E+01,+2.615500E+01,+2.040300E+01,+3.501300E+01,+2.394800E+01,+2.089900E+01
+1.905128E-01,+9.759415E-02,+2.663600E+01,+2.616100E+01,+2.040000E+01,+3.501000E+01,+2.395600E+01,+2.089600E+01
+1.878552E-01,+9.713562E-02,+2.663700E+01,+2.617000E+01,+2.039700E+01,+3.500500E+01,+2.396400E+01,+2.089000E+01
+1.888518E-01,+9.787021E-02,+2.663600E+01,+2.617600E+01,+2.039700E+01,+3.500800E+01,+2.397100E+01,+2.088700E+01
+1.883278E-01,+9.724322E-02,+2.663500E+01,+2.618400E+01,+2.039600E+01,+3.500600E+01,+2.397700E+01,+2.088500E+01
+1.909807E-01,+9.927388E-02,+2.663200E+01,+2.618900E+01,+2.039400E+01,+3.500100E+01,+2.398300E+01,+2.088300E+01
+1.885056E-01,+9.777195E-02,+2.663500E+01,+2.619700E+01,+2.039300E+01,+3.500300E+01,+2.399200E+01,+2.088300E+01
+1.846080E-01,+9.509089E-02,+2.663400E+01,+2.620000E+01,+2.038900E+01,+3.500300E+01,+2.399500E+01,+2.088500E+01
+1.906579E-01,+9.783745E-02,+2.663600E+01,+2.620800E+01,+2.039400E+01,+3.500200E+01,+2.400200E+01,+2.088500E+01
+1.917013E-01,+9.866093E-02,+2.663600E+01,+2.621500E+01,+2.039300E+01,+3.500200E+01,+2.401100E+01,+2.088800E+01
+1.867978E-01,+1.425212E-01,+2.663600E+01,+2.622000E+01,+2.039000E+01,+3.500100E+01,+2.401400E+01,+2.089000E+01
+1.392927E-01,+6.337049E-01,+2.664000E+01,+2.622500E+01,+2.039300E+01,+3.500300E+01,+2.402000E+01,+2.089200E+01
+1.374913E-01,+6.328814E-01,+2.663500E+01,+2.622800E+01,+2.039400E+01,+3.500400E+01,+2.402600E+01,+2.089300E+01
+1.381323E-01,+6.340090E-01,+2.663700E+01,+2.623300E+01,+2.039900E+01,+3.500100E+01,+2.402900E+01,+2.089500E+01
+1.387780E-01,+6.368023E-01,+2.663200E+01,+2.623900E+01,+2.039800E+01,+3.500000E+01,+2.403500E+01,+2.089800E+01
+1.402846E-01,+6.372094E-01,+2.663400E+01,+2.625000E+01,+2.040100E+01,+3.500200E+01,+2.403900E+01,+2.089700E+01
+1.383055E-01,+6.351039E-01,+2.664000E+01,+2.625900E+01,+2.040700E+01,+3.499900E+01,+2.404400E+01,+2.089800E+01
+1.400460E-01,+6.386412E-01,+2.663900E+01,+2.626800E+01,+2.041200E+01,+3.500100E+01,+2.404900E+01,+2.089900E+01
+1.384692E-01,+6.369755E-01,+2.662900E+01,+2.626800E+01,+2.041000E+01,+3.500300E+01,+2.405100E+01,+2.089700E+01
+1.398729E-01,+6.392120E-01,+2.663000E+01,+2.627600E+01,+2.041400E+01,+3.500000E+01,+2.405800E+01,+2.089100E+01
+1.392974E-01,+6.381452E-01,+2.663500E+01,+2.627900E+01,+2.041100E+01,+3.500100E+01,+2.406200E+01,+2.089000E+01
+9.960141E-02,+1.073944E+00,+2.663100E+01,+2.628500E+01,+2.041600E+01,+3.500200E+01,+2.406500E+01,+2.088500E+01
+9.484758E-02,+1.124968E+00,+2.663300E+01,+2.628800E+01,+2.040500E+01,+3.501000E+01,+2.406900E+01,+2.087700E+01
+9.716837E-02,+1.126755E+00,+2.662700E+01,+2.629900E+01,+2.039600E+01,+3.500900E+01,+2.407300E+01,+2.086900E+01
+9.427209E-02,+1.127949E+00,+2.662500E+01,+2.630200E+01,+2.039500E+01,+3.501000E+01,+2.407600E+01,+2.085700E+01
+9.537162E-02,+1.129614E+00,+2.663400E+01,+2.631400E+01,+2.038700E+01,+3.501500E+01,+2.408200E+01,+2.085400E+01
+9.658351E-02,+1.127995E+00,+2.662400E+01,+2.631400E+01,+2.038400E+01,+3.501400E+01,+2.408700E+01,+2.084800E+01
+9.572255E-02,+1.128285E+00,+2.662600E+01,+2.632100E+01,+2.037900E+01,+3.502000E+01,+2.408900E+01,+2.084400E+01
+9.755672E-02,+1.129544E+00,+2.662400E+01,+2.632700E+01,+2.037800E+01,+3.502000E+01,+2.409600E+01,+2.084300E+01
+8.523710E-02,+1.232059E+00,+2.662100E+01,+2.632800E+01,+2.038000E+01,+3.502600E+01,+2.410100E+01,+2.084000E+01
+8.177004E-02,+1.271273E+00,+2.663200E+01,+2.633100E+01,+2.038200E+01,+3.503100E+01,+2.410700E+01,+2.083900E+01
+8.190571E-02,+1.285450E+00,+2.661800E+01,+2.633600E+01,+2.038200E+01,+3.503300E+01,+2.410900E+01,+2.084100E+01
+4.744548E-02,+1.666342E+00,+2.662600E+01,+2.633700E+01,+2.038000E+01,+3.504100E+01,+2.411400E+01,+2.083800E+01
+2.719509E-02,+1.818521E+00,+2.662000E+01,+2.633900E+01,+2.038300E+01,+3.504800E+01,+2.411800E+01,+2.084100E+01
+2.151490E-02,+1.920676E+00,+2.662200E+01,+2.634100E+01,+2.038200E+01,+3.505300E+01,+2.412300E+01,+2.084000E+01
+2.011122E-02,+1.933369E+00,+2.662300E+01,+2.633900E+01,+2.038300E+01,+3.506100E+01,+2.412800E+01,+2.084000E+01
+1.411282E-02,+2.015899E+00,+2.662100E+01,+2.634200E+01,+2.038000E+01,+3.507100E+01,+2.413100E+01,+2.084000E+01
+1.541824E-02,+2.020348E+00,+2.661800E+01,+2.632700E+01,+2.036200E+01,+3.508000E+01,+2.413600E+01,+2.084300E+01
+1.054281E-02,+2.077210E+00,+2.661900E+01,+2.629600E+01,+2.031600E+01,+3.508500E+01,+2.414100E+01,+2.084200E+01
-5.636884E-03,+2.277118E+00,+2.662100E+01,+2.624400E+01,+2.025000E+01,+3.509700E+01,+2.414500E+01,+2.084700E+01
-1.757748E-02,+2.377587E+00,+2.662500E+01,+2.617700E+01,+2.017800E+01,+3.510800E+01,+2.415400E+01,+2.084500E+01
-1.673060E-02,+2.383067E+00,+2.662100E+01,+2.608900E+01,+2.008600E+01,+3.511600E+01,+2.416100E+01,+2.084300E+01
-1.682885E-02,+2.384378E+00,+2.662400E+01,+2.599000E+01,+2.000400E+01,+3.513000E+01,+2.416600E+01,+2.084300E+01
-1.540646E-02,+2.388688E+00,+2.661800E+01,+2.587900E+01,+1.990500E+01,+3.514200E+01,+2.417100E+01,+2.084200E+01
-1.919170E-02,+2.398430E+00,+2.662000E+01,+2.575400E+01,+1.980200E+01,+3.515400E+01,+2.417500E+01,+2.084000E+01
-1.716104E-02,+2.390093E+00,+2.661700E+01,+2.562200E+01,+1.970300E+01,+3.516700E+01,+2.417900E+01,+2.083400E+01
-1.503683E-02,+2.359835E+00,+2.661600E+01,+2.548100E+01,+1.958900E+01,+3.518300E+01,+2.418600E+01,+2.083100E+01
-1.371738E-02,+2.360631E+00,+2.661900E+01,+2.533100E+01,+1.947800E+01,+3.520100E+01,+2.419000E+01,+2.082600E+01
-1.395131E-02,+2.357821E+00,+2.662300E+01,+2.517000E+01,+1.935600E+01,+3.522000E+01,+2.420000E+01,+2.082100E+01
-1.037195E-02,+2.359085E+00,+2.661400E+01,+2.500300E+01,+1.923300E+01,+3.523300E+01,+2.420000E+01,+2.081100E+01
-1.209378E-02,+2.364238E+00,+2.662100E+01,+2.483800E+01,+1.911000E+01,+3.525300E+01,+2.420900E+01,+2.080500E+01
-8.757727E-03,+2.326533E+00,+2.661400E+01,+2.465700E+01,+1.898600E+01,+3.527000E+01,+2.421400E+01,+2.079200E+01
-3.437796E-03,+2.291872E+00,+2.661600E+01,+2.448100E+01,+1.886900E+01,+3.529300E+01,+2.422000E+01,+2.078100E+01
-7.461658E-03,+2.287891E+00,+2.661800E+01,+2.430700E+01,+1.874900E+01,+3.531400E+01,+2.422600E+01,+2.076400E+01
-6.755155E-03,+2.286298E+00,+2.661500E+01,+2.412800E+01,+1.863000E+01,+3.533400E+01,+2.422900E+01,+2.075400E+01
-3.531389E-03,+2.281287E+00,+2.661000E+01,+2.395000E+01,+1.851200E+01,+3.535200E+01,+2.423200E+01,+2.073700E+01
-6.596077E-03,+2.284753E+00,+2.661500E+01,+2.377000E+01,+1.840200E+01,+3.537400E+01,+2.423800E+01,+2.071900E+01
-5.253222E-03,+2.299366E+00,+2.661200E+01,+2.359400E+01,+1.828800E+01,+3.539500E+01,+2.424300E+01,+2.070300E+01
-6.329372E-03,+2.295619E+00,+2.661100E+01,+2.341800E+01,+1.818200E+01,+3.541800E+01,+2.424500E+01,+2.068500E+01
-4.242577E-03,+2.286720E+00,+2.661200E+01,+2.324700E+01,+1.807700E+01,+3.543700E+01,+2.424900E+01,+2.066500E+01
-7.325982E-03,+2.299788E+00,+2.660600E+01,+2.307600E+01,+1.797700E+01,+3.545900E+01,+2.425500E+01,+2.064400E+01
-3.835511E-03,+2.295526E+00,+2.660500E+01,+2.290900E+01,+1.787900E+01,+3.547900E+01,+2.426000E+01,+2.062500E+01
-6.876796E-03,+2.298945E+00,+2.659700E+01,+2.274500E+01,+1.778700E+01,+3.549700E+01,+2.426300E+01,+2.060400E+01
-4.813404E-03,+2.292856E+00,+2.660100E+01,+2.259200E+01,+1.769800E+01,+3.551600E+01,+2.426900E+01,+2.058500E+01
-5.824050E-03,+2.288500E+00,+2.659500E+01,+2.243400E+01,+1.761800E+01,+3.554100E+01,+2.427200E+01,+2.056600E+01
-5.384232E-03,+2.298710E+00,+2.659800E+01,+2.228200E+01,+1.754000E+01,+3.555900E+01,+2.427600E+01,+2.054500E+01
-5.122211E-03,+2.316696E+00,+2.659800E+01,+2.213200E+01,+1.746900E+01,+3.558000E+01,+2.428000E+01,+2.052200E+01
-6.759840E-03,+2.300912E+00,+2.659000E+01,+2.198400E+01,+1.740400E+01,+3.560000E+01,+2.428700E+01,+2.050300E+01
-5.346795E-03,+2.300116E+00,+2.659300E+01,+2.184100E+01,+1.733700E+01,+3.561800E+01,+2.429300E+01,+2.048200E+01
-5.328077E-03,+2.305409E+00,+2.659400E+01,+2.169900E+01,+1.727800E+01,+3.563600E+01,+2.429600E+01,+2.046300E+01
-6.708368E-03,+2.307469E+00,+2.658700E+01,+2.156000E+01,+1.722000E+01,+3.565400E+01,+2.430300E+01,+2.044100E+01
-5.084775E-03,+2.310889E+00,+2.658800E+01,+2.142400E+01,+1.716300E+01,+3.567600E+01,+2.430500E+01,+2.042400E+01
-5.604131E-03,+2.305596E+00,+2.658100E+01,+2.128500E+01,+1.710900E+01,+3.568800E+01,+2.430800E+01,+2.040500E+01
-6.465067E-03,+2.309624E+00,+2.658100E+01,+2.115200E+01,+1.706200E+01,+3.570400E+01,+2.430700E+01,+2.038900E+01
-8.069923E-03,+2.313652E+00,+2.657800E+01,+2.102300E+01,+1.701100E+01,+3.572100E+01,+2.431000E+01,+2.037000E+01
-8.495706E-03,+2.315760E+00,+2.657700E+01,+2.089900E+01,+1.695800E+01,+3.573800E+01,+2.431000E+01,+2.035400E+01
-8.823232E-03,+2.300022E+00,+2.657800E+01,+2.077300E+01,+1.691200E+01,+3.575200E+01,+2.431000E+01,+2.034000E+01
-7.068647E-03,+2.305690E+00,+2.657900E+01,+2.065300E+01,+1.687000E+01,+3.576700E+01,+2.430800E+01,+2.032000E+01
-9.103971E-03,+2.314589E+00,+2.658000E+01,+2.053600E+01,+1.682400E+01,+3.577900E+01,+2.430800E+01,+2.030800E+01
-6.979739E-03,+2.314074E+00,+2.658200E+01,+2.042300E+01,+1.678200E+01,+3.579000E+01,+2.430800E+01,+2.029000E+01
-1.230902E-02,+2.311217E+00,+2.657200E+01,+2.030700E+01,+1.674000E+01,+3.580300E+01,+2.430700E+01,+2.027400E+01
-1.396068E-02,+2.310467E+00,+2.657400E+01,+2.020500E+01,+1.669800E+01,+3.581300E+01,+2.430700E+01,+2.026000E+01
-9.815158E-03,+2.303160E+00,+2.657300E+01,+2.010200E+01,+1.665900E+01,+3.582400E+01,+2.430300E+01,+2.024800E+01
-9.155442E-03,+2.314542E+00,+2.656900E+01,+2.000400E+01,+1.662200E+01,+3.583600E+01,+2.430000E+01,+2.023600E+01
-7.344701E-03,+2.302458E+00,+2.657200E+01,+1.990800E+01,+1.658100E+01,+3.584700E+01,+2.429800E+01,+2.022100E+01
-9.197544E-03,+2.309624E+00,+2.656800E+01,+1.981800E+01,+1.654300E+01,+3.585800E+01,+2.429500E+01,+2.020800E+01
-1.146682E-02,+2.314589E+00,+2.657300E+01,+1.973100E+01,+1.650600E+01,+3.586400E+01,+2.429500E+01,+2.018500E+01
-7.662858E-03,+2.303207E+00,+2.657200E+01,+1.964400E+01,+1.646500E+01,+3.587200E+01,+2.429000E+01,+2.016300E+01
-9.132039E-03,+2.299882E+00,+2.656500E+01,+1.956200E+01,+1.642100E+01,+3.587800E+01,+2.428700E+01,+2.013700E+01
-1.515381E-02,+2.314401E+00,+2.655800E+01,+1.948000E+01,+1.637800E+01,+3.588600E+01,+2.428300E+01,+2.010900E+01
-1.883611E-02,+2.297024E+00,+2.655900E+01,+1.940200E+01,+1.634000E+01,+3.589400E+01,+2.427700E+01,+2.008600E+01
-1.305296E-02,+2.313184E+00,+2.655600E+01,+1.933000E+01,+1.629700E+01,+3.590300E+01,+2.427500E+01,+2.006200E+01
-1.020350E-02,+2.309437E+00,+2.654700E+01,+1.925500E+01,+1.625500E+01,+3.590500E+01,+2.426700E+01,+2.003700E+01
-8.617367E-03,+2.313886E+00,+2.655200E+01,+1.918900E+01,+1.621900E+01,+3.590800E+01,+2.426400E+01,+2.001300E+01
-9.150758E-03,+2.311357E+00,+2.654500E+01,+1.912400E+01,+1.618400E+01,+3.591200E+01,+2.425800E+01,+1.999200E+01
-1.362847E-02,+2.301943E+00,+2.654200E+01,+1.905900E+01,+1.615200E+01,+3.591500E+01,+2.425000E+01,+1.996900E+01
-8.364696E-03,+2.298617E+00,+2.653300E+01,+1.899900E+01,+1.611500E+01,+3.591700E+01,+2.424500E+01,+1.995000E+01
-1.348343E-02,+2.311825E+00,+2.653300E+01,+1.893900E+01,+1.607800E+01,+3.591400E+01,+2.423600E+01,+1.993300E+01
-1.260379E-02,+2.305924E+00,+2.652700E+01,+1.888300E+01,+1.604600E+01,+3.591700E+01,+2.422800E+01,+1.991600E+01
-1.114398E-02,+2.305221E+00,+2.652300E+01,+1.882700E+01,+1.601000E+01,+3.591700E+01,+2.422100E+01,+1.989900E+01
-9.164792E-03,+2.315854E+00,+2.652000E+01,+1.877200E+01,+1.597800E+01,+3.591500E+01,+2.421700E+01,+1.988400E+01
-8.682872E-03,+2.314261E+00,+2.651800E+01,+1.872000E+01,+1.595200E+01,+3.591200E+01,+2.420700E+01,+1.987100E+01
-1.091938E-02,+2.319132E+00,+2.651500E+01,+1.866700E+01,+1.592500E+01,+3.591200E+01,+2.420000E+01,+1.986200E+01
-1.173819E-02,+2.319179E+00,+2.652400E+01,+1.862300E+01,+1.590100E+01,+3.591500E+01,+2.419300E+01,+1.984700E+01
-1.132644E-02,+2.318008E+00,+2.651900E+01,+1.857500E+01,+1.587900E+01,+3.591000E+01,+2.418500E+01,+1.983300E+01
-1.080708E-02,+2.312247E+00,+2.651900E+01,+1.853200E+01,+1.585500E+01,+3.591000E+01,+2.417600E+01,+1.981700E+01
-1.262719E-02,+2.312996E+00,+2.651300E+01,+1.848600E+01,+1.582400E+01,+3.590700E+01,+2.416700E+01,+1.980300E+01
-9.445530E-03,+2.314495E+00,+2.651000E+01,+1.844300E+01,+1.580000E+01,+3.590000E+01,+2.416100E+01,+1.978700E+01
-7.340017E-03,+2.315713E+00,+2.650400E+01,+1.839900E+01,+1.577200E+01,+3.589800E+01,+2.415200E+01,+1.977500E+01
-1.039534E-02,+2.321521E+00,+2.650300E+01,+1.836300E+01,+1.575100E+01,+3.589900E+01,+2.414500E+01,+1.976100E+01
-1.615508E-02,+2.322224E+00,+2.650800E+01,+1.832500E+01,+1.573200E+01,+3.589500E+01,+2.413900E+01,+1.975600E+01
-1.433966E-02,+2.301146E+00,+2.650800E+01,+1.829100E+01,+1.571600E+01,+3.589100E+01,+2.413300E+01,+1.974500E+01
-1.470462E-02,+2.313793E+00,+2.649800E+01,+1.825400E+01,+1.569600E+01,+3.588900E+01,+2.412300E+01,+1.973800E+01
-1.230902E-02,+2.310186E+00,+2.649800E+01,+1.822100E+01,+1.568100E+01,+3.588200E+01,+2.411700E+01,+1.973800E+01
-1.012865E-02,+2.310233E+00,+2.649700E+01,+1.818800E+01,+1.566000E+01,+3.587900E+01,+2.411000E+01,+1.972800E+01
-1.437709E-02,+2.311357E+00,+2.650600E+01,+1.815600E+01,+1.564800E+01,+3.587500E+01,+2.410500E+01,+1.972400E+01
-1.073691E-02,+2.306252E+00,+2.650000E+01,+1.812700E+01,+1.563000E+01,+3.586800E+01,+2.409400E+01,+1.971800E+01
-1.642645E-02,+2.326954E+00,+2.650100E+01,+1.809700E+01,+1.561300E+01,+3.586400E+01,+2.408600E+01,+1.971500E+01
-1.502746E-02,+2.311170E+00,+2.650600E+01,+1.806900E+01,+1.560200E+01,+3.585400E+01,+2.407700E+01,+1.971300E+01
-1.414783E-02,+2.310514E+00,+2.650200E+01,+1.804100E+01,+1.559100E+01,+3.584700E+01,+2.407000E+01,+1.970800E+01
-1.634692E-02,+2.321474E+00,+2.650300E+01,+1.801800E+01,+1.557500E+01,+3.583900E+01,+2.406200E+01,+1.970400E+01
-1.546262E-02,+2.321240E+00,+2.650800E+01,+1.799000E+01,+1.556700E+01,+3.583300E+01,+2.405500E+01,+1.970300E+01
-1.473269E-02,+2.307797E+00,+2.650400E+01,+1.796300E+01,+1.556100E+01,+3.582600E+01,+2.404800E+01,+1.970100E+01
-1.313718E-02,+2.318289E+00,+2.651100E+01,+1.794300E+01,+1.555300E+01,+3.582200E+01,+2.404200E+01,+1.970000E+01
-1.380627E-02,+2.310935E+00,+2.651100E+01,+1.792300E+01,+1.553900E+01,+3.581100E+01,+2.403600E+01,+1.969600E+01
-8.804513E-03,+2.321708E+00,+2.651800E+01,+1.790100E+01,+1.553400E+01,+3.580500E+01,+2.402700E+01,+1.969300E+01
-1.752132E-02,+2.319882E+00,+2.651500E+01,+1.787800E+01,+1.552700E+01,+3.579100E+01,+2.402200E+01,+1.969500E+01
-1.511169E-02,+2.310046E+00,+2.651800E+01,+1.786200E+01,+1.552000E+01,+3.578300E+01,+2.401500E+01,+1.969200E+01
-1.774124E-02,+2.323441E+00,+2.652500E+01,+1.784100E+01,+1.551100E+01,+3.577900E+01,+2.400800E+01,+1.969000E+01
-1.693646E-02,+2.314776E+00,+2.652900E+01,+1.782400E+01,+1.550400E+01,+3.577100E+01,+2.400200E+01,+1.968800E+01
-1.848050E-02,+2.319085E+00,+2.652700E+01,+1.780600E+01,+1.549600E+01,+3.576100E+01,+2.399700E+01,+1.968600E+01
-9.735619E-03,+2.266673E+00,+2.653400E+01,+1.779200E+01,+1.548500E+01,+3.575500E+01,+2.399200E+01,+1.968700E+01
-9.103971E-03,+2.266860E+00,+2.653000E+01,+1.777000E+01,+1.547600E+01,+3.574300E+01,+2.398400E+01,+1.968600E+01
-1.073691E-02,+2.275385E+00,+2.654100E+01,+1.775800E+01,+1.546700E+01,+3.573100E+01,+2.398100E+01,+1.968100E+01
-1.331031E-02,+2.275760E+00,+2.653700E+01,+1.774000E+01,+1.545900E+01,+3.572200E+01,+2.397800E+01,+1.968100E+01
-1.197214E-02,+2.272856E+00,+2.654800E+01,+1.772500E+01,+1.544700E+01,+3.571200E+01,+2.397400E+01,+1.968000E+01
-8.402133E-03,+2.275853E+00,+2.654100E+01,+1.770500E+01,+1.543300E+01,+3.570300E+01,+2.396900E+01,+1.967400E+01
-1.045149E-02,+2.273605E+00,+2.655100E+01,+1.768700E+01,+1.542600E+01,+3.569500E+01,+2.396600E+01,+1.967200E+01
-7.840655E-03,+2.281099E+00,+2.654600E+01,+1.766800E+01,+1.541500E+01,+3.568600E+01,+2.396500E+01,+1.966900E+01
-8.659469E-03,+2.263956E+00,+2.655000E+01,+1.765300E+01,+1.540500E+01,+3.567400E+01,+2.396100E+01,+1.966900E+01
-9.482949E-03,+2.267095E+00,+2.656100E+01,+1.763900E+01,+1.540000E+01,+3.566700E+01,+2.395700E+01,+1.966600E+01
-9.950853E-03,+2.269015E+00,+2.655800E+01,+1.762700E+01,+1.538800E+01,+3.566000E+01,+2.395200E+01,+1.966000E+01
-9.576540E-03,+2.262317E+00,+2.655800E+01,+1.760800E+01,+1.537600E+01,+3.564500E+01,+2.394700E+01,+1.965500E+01
-8.898087E-03,+2.279600E+00,+2.656700E+01,+1.759200E+01,+1.537000E+01,+3.563800E+01,+2.394700E+01,+1.965600E+01
-1.179435E-02,+2.282504E+00,+2.656500E+01,+1.757900E+01,+1.536300E+01,+3.563000E+01,+2.394400E+01,+1.965300E+01
-1.138728E-02,+2.280162E+00,+2.656500E+01,+1.756300E+01,+1.535600E+01,+3.561700E+01,+2.393800E+01,+1.964900E+01
-1.245406E-02,+2.275104E+00,+2.657100E+01,+1.755400E+01,+1.534700E+01,+3.561000E+01,+2.393800E+01,+1.964400E+01
-1.221076E-02,+2.271778E+00,+2.658100E+01,+1.753800E+01,+1.533800E+01,+3.560000E+01,+2.393600E+01,+1.964300E+01
-1.278627E-02,+2.271732E+00,+2.657400E+01,+1.752700E+01,+1.533100E+01,+3.558900E+01,+2.393400E+01,+1.963900E+01
-9.852595E-03,+2.267095E+00,+2.658200E+01,+1.751400E+01,+1.532200E+01,+3.558000E+01,+2.393400E+01,+1.963900E+01
-1.369398E-02,+2.280256E+00,+2.658800E+01,+1.750100E+01,+1.531400E+01,+3.556900E+01,+2.393000E+01,+1.963400E+01
-1.111123E-02,+2.264940E+00,+2.658600E+01,+1.748700E+01,+1.531000E+01,+3.556100E+01,+2.392700E+01,+1.962900E+01
-7.592668E-03,+2.220256E+00,+2.658700E+01,+1.747700E+01,+1.530400E+01,+3.555100E+01,+2.392600E+01,+1.962500E+01
-7.985700E-03,+2.221848E+00,+2.658100E+01,+1.746000E+01,+1.528800E+01,+3.553900E+01,+2.391800E+01,+1.962200E+01
-1.220608E-02,+2.239741E+00,+2.659300E+01,+1.745000E+01,+1.528000E+01,+3.553200E+01,+2.391700E+01,+1.961500E+01
-7.990384E-03,+2.241286E+00,+2.659400E+01,+1.743700E+01,+1.527000E+01,+3.552200E+01,+2.391500E+01,+1.961400E+01
-6.918918E-03,+2.229249E+00,+2.658400E+01,+1.742300E+01,+1.525500E+01,+3.551300E+01,+2.391200E+01,+1.960800E+01
-9.398744E-03,+2.237680E+00,+2.658500E+01,+1.741100E+01,+1.524400E+01,+3.550000E+01,+2.391200E+01,+1.960400E+01
-8.902771E-03,+2.227797E+00,+2.658800E+01,+1.739800E+01,+1.523700E+01,+3.549500E+01,+2.391100E+01,+1.959700E+01
-9.136723E-03,+2.231685E+00,+2.658300E+01,+1.738200E+01,+1.522700E+01,+3.548500E+01,+2.391300E+01,+1.959400E+01
-1.005378E-02,+2.237820E+00,+2.658000E+01,+1.736600E+01,+1.521800E+01,+3.547200E+01,+2.391500E+01,+1.958800E+01
-7.756432E-03,+2.239975E+00,+2.658700E+01,+1.735600E+01,+1.520500E+01,+3.546600E+01,+2.391600E+01,+1.958300E+01
-7.110749E-03,+2.237493E+00,+2.658000E+01,+1.733900E+01,+1.519300E+01,+3.545700E+01,+2.391500E+01,+1.957900E+01
-7.073312E-03,+2.238429E+00,+2.658300E+01,+1.732600E+01,+1.518600E+01,+3.544700E+01,+2.391900E+01,+1.957300E+01
-6.689650E-03,+2.228546E+00,+2.658300E+01,+1.731600E+01,+1.518200E+01,+3.543500E+01,+2.391700E+01,+1.957100E+01
-6.132856E-03,+2.230373E+00,+2.657500E+01,+1.730000E+01,+1.516900E+01,+3.542400E+01,+2.391600E+01,+1.956200E+01
-8.051205E-03,+2.235197E+00,+2.657200E+01,+1.728900E+01,+1.515900E+01,+3.540900E+01,+2.391600E+01,+1.955900E+01
-6.128172E-03,+2.232621E+00,+2.657500E+01,+1.727900E+01,+1.515100E+01,+3.540600E+01,+2.391900E+01,+1.955400E+01
-6.815975E-03,+2.229015E+00,+2.656700E+01,+1.726300E+01,+1.513900E+01,+3.539400E+01,+2.391800E+01,+1.954600E+01
-9.314520E-03,+2.238102E+00,+2.657700E+01,+1.725600E+01,+1.513500E+01,+3.538500E+01,+2.392000E+01,+1.954300E+01
-1.090534E-02,+2.236368E+00,+2.656900E+01,+1.724500E+01,+1.512800E+01,+3.537500E+01,+2.392000E+01,+1.953500E+01
-1.256169E-02,+2.233839E+00,+2.657300E+01,+1.723100E+01,+1.511700E+01,+3.536900E+01,+2.392100E+01,+1.953400E+01
-9.160108E-03,+2.227750E+00,+2.656300E+01,+1.721700E+01,+1.510700E+01,+3.535800E+01,+2.392100E+01,+1.952900E+01
-1.218269E-02,+2.228312E+00,+2.656500E+01,+1.720400E+01,+1.509800E+01,+3.535000E+01,+2.392100E+01,+1.952300E+01
-8.420851E-03,+2.236649E+00,+2.656700E+01,+1.719400E+01,+1.509200E+01,+3.534300E+01,+2.392600E+01,+1.951700E+01
-9.632677E-03,+2.234588E+00,+2.656800E+01,+1.718500E+01,+1.508500E+01,+3.533800E+01,+2.392800E+01,+1.951500E+01
-1.196277E-02,+2.226720E+00,+2.656800E+01,+1.717400E+01,+1.507600E+01,+3.532700E+01,+2.393300E+01,+1.951000E+01
-8.537809E-03,+2.226439E+00,+2.656200E+01,+1.716000E+01,+1.507000E+01,+3.532200E+01,+2.393500E+01,+1.950600E+01
-8.771761E-03,+2.225783E+00,+2.657100E+01,+1.715000E+01,+1.506200E+01,+3.531700E+01,+2.394200E+01,+1.950300E+01
-4.902293E-03,+2.227750E+00,+2.656900E+01,+1.713800E+01,+1.505500E+01,+3.531500E+01,+2.394500E+01,+1.949800E+01
-7.676892E-03,+2.237024E+00,+2.657000E+01,+1.712800E+01,+1.505100E+01,+3.531000E+01,+2.395100E+01,+1.949800E+01
-1.142470E-02,+2.230795E+00,+2.657500E+01,+1.712000E+01,+1.504600E+01,+3.530900E+01,+2.395400E+01,+1.949300E+01
-1.319802E-02,+2.229343E+00,+2.657200E+01,+1.710900E+01,+1.503800E+01,+3.530100E+01,+2.395700E+01,+1.949000E+01
-8.397449E-03,+2.230326E+00,+2.657500E+01,+1.710200E+01,+1.503800E+01,+3.529900E+01,+2.396000E+01,+1.948500E+01
-7.938913E-03,+2.232996E+00,+2.658300E+01,+1.709400E+01,+1.502900E+01,+3.529100E+01,+2.396200E+01,+1.948300E+01
