221(),222(),301(C),303(C),304(C),305(C),306(C),308(C)
-1.618315E-02,+3.186397E+00,+2.667700E+01,+1.633500E+01,+1.456200E+01,+3.528900E+01,+2.399100E+01,+1.970900E+01
-2.002922E-02,+3.184851E+00,+2.667600E+01,+1.632800E+01,+1.455400E+01,+3.528900E+01,+2.399200E+01,+1.970700E+01
-1.979528E-02,+3.178669E+00,+2.667100E+01,+1.632500E+01,+1.455000E+01,+3.528700E+01,+2.399000E+01,+1.970300E+01
-2.072171E-02,+3.190472E+00,+2.666200E+01,+1.632000E+01,+1.454300E+01,+3.528900E+01,+2.399200E+01,+1.970000E+01
-1.972041E-02,+3.185320E+00,+2.667100E+01,+1.632100E+01,+1.454100E+01,+3.528800E+01,+2.399500E+01,+1.969700E+01
-1.913088E-02,+3.182743E+00,+2.667200E+01,+1.631900E+01,+1.454300E+01,+3.529200E+01,+2.399600E+01,+1.969300E+01
-1.719848E-02,+3.184898E+00,+2.667500E+01,+1.631600E+01,+1.453700E+01,+3.529300E+01,+2.400300E+01,+1.969000E+01
-2.383326E-02,+3.192533E+00,+2.667300E+01,+1.631600E+01,+1.454200E+01,+3.529200E+01,+2.400200E+01,+1.968600E+01
-1.902326E-02,+3.183868E+00,+2.667200E+01,+1.631400E+01,+1.453700E+01,+3.529200E+01,+2.399900E+01,+1.968300E+01
-1.892500E-02,+3.185132E+00,+2.666000E+01,+1.630700E+01,+1.453400E+01,+3.528700E+01,+2.399900E+01,+1.967800E+01
-2.436198E-02,+3.207053E+00,+2.666700E+01,+1.630300E+01,+1.452800E+01,+3.528200E+01,+2.400300E+01,+1.968300E+01
-2.277582E-02,+3.185882E+00,+2.666000E+01,+1.630000E+01,+1.453300E+01,+3.528400E+01,+2.400500E+01,+1.968400E+01
-2.116152E-02,+3.188224E+00,+2.667000E+01,+1.630300E+01,+1.453100E+01,+3.528100E+01,+2.400700E+01,+1.967300E+01
-2.408124E-02,+3.194875E+00,+2.666100E+01,+1.629500E+01,+1.453000E+01,+3.528400E+01,+2.400900E+01,+1.967500E+01
-2.293959E-02,+3.194922E+00,+2.666900E+01,+1.628800E+01,+1.452100E+01,+3.528200E+01,+2.401500E+01,+1.968200E+01
-2.410931E-02,+3.190566E+00,+2.665900E+01,+1.628700E+01,+1.452100E+01,+3.528500E+01,+2.401600E+01,+1.967600E+01
-1.935547E-02,+3.182697E+00,+2.666800E+01,+1.628300E+01,+1.452100E+01,+3.528500E+01,+2.402000E+01,+1.967800E+01
-2.360867E-02,+3.200730E+00,+2.666500E+01,+1.628000E+01,+1.451900E+01,+3.528700E+01,+2.402300E+01,+1.967600E+01
-1.835886E-02,+3.182790E+00,+2.665300E+01,+1.627500E+01,+1.451800E+01,+3.528500E+01,+2.402600E+01,+1.967300E+01
-2.372096E-02,+3.195390E+00,+2.666500E+01,+1.627500E+01,+1.450800E+01,+3.528400E+01,+2.402300E+01,+1.967300E+01
-1.832142E-02,+3.184758E+00,+2.666400E+01,+1.627500E+01,+1.450900E+01,+3.528100E+01,+2.402300E+01,+1.967500E+01
-2.331390E-02,+3.181854E+00,+2.667100E+01,+1.627700E+01,+1.451100E+01,+3.527800E+01,+2.402100E+01,+1.967200E+01
-2.538198E-02,+3.190191E+00,+2.667100E+01,+1.627800E+01,+1.451800E+01,+3.527700E+01,+2.402200E+01,+1.967200E+01
-2.568610E-02,+3.183868E+00,+2.666100E+01,+1.627000E+01,+1.450600E+01,+3.527000E+01,+2.401900E+01,+1.967500E+01
-2.569547E-02,+3.190238E+00,+2.665800E+01,+1.627100E+01,+1.451000E+01,+3.526900E+01,+2.402200E+01,+1.967200E+01
-2.754363E-02,+3.204898E+00,+2.666900E+01,+1.627100E+01,+1.451300E+01,+3.527300E+01,+2.402700E+01,+1.967800E+01
-2.632243E-02,+3.192955E+00,+2.666900E+01,+1.626900E+01,+1.450600E+01,+3.526700E+01,+2.402600E+01,+1.967200E+01
-2.192418E-02,+3.198856E+00,+2.666200E+01,+1.626300E+01,+1.450800E+01,+3.526600E+01,+2.402200E+01,+1.967200E+01
-2.399702E-02,+3.188739E+00,+2.666600E+01,+1.626000E+01,+1.450700E+01,+3.526500E+01,+2.402300E+01,+1.967000E+01
-2.480646E-02,+3.200402E+00,+2.666400E+01,+1.625400E+01,+1.450600E+01,+3.525700E+01,+2.402300E+01,+1.967500E+01
-2.390811E-02,+3.182463E+00,+2.666900E+01,+1.626000E+01,+1.450300E+01,+3.525300E+01,+2.402300E+01,+1.967600E+01
-1.804068E-02,+3.116045E+00,+2.667100E+01,+1.625600E+01,+1.449600E+01,+3.525600E+01,+2.402800E+01,+1.967700E+01
-1.745115E-02,+3.121572E+00,+2.667300E+01,+1.625500E+01,+1.450400E+01,+3.525100E+01,+2.402800E+01,+1.968100E+01
-1.941629E-02,+3.121245E+00,+2.666200E+01,+1.624900E+01,+1.449700E+01,+3.524800E+01,+2.402900E+01,+1.968000E+01
-2.098841E-02,+3.122088E+00,+2.666900E+01,+1.624700E+01,+1.449600E+01,+3.524500E+01,+2.402800E+01,+1.967000E+01
-1.622994E-02,+3.113610E+00,+2.666900E+01,+1.624600E+01,+1.449000E+01,+3.524500E+01,+2.402800E+01,+1.966900E+01
-1.743243E-02,+3.106537E+00,+2.667800E+01,+1.624000E+01,+1.448600E+01,+3.524100E+01,+2.403100E+01,+1.966800E+01
-1.874252E-02,+3.120776E+00,+2.667100E+01,+1.623800E+01,+1.448700E+01,+3.524000E+01,+2.402700E+01,+1.966500E+01
-1.774124E-02,+3.113704E+00,+2.666800E+01,+1.622800E+01,+1.447600E+01,+3.523900E+01,+2.402600E+01,+1.966000E+01
-1.804068E-02,+3.103540E+00,+2.667700E+01,+1.622700E+01,+1.447100E+01,+3.524000E+01,+2.402300E+01,+1.964700E+01
-1.882206E-02,+3.111080E+00,+2.666700E+01,+1.621600E+01,+1.446100E+01,+3.523200E+01,+2.402200E+01,+1.964300E+01
-1.882674E-02,+3.124289E+00,+2.666900E+01,+1.621300E+01,+1.445800E+01,+3.523200E+01,+2.402500E+01,+1.962500E+01
-1.791435E-02,+3.110565E+00,+2.665900E+01,+1.620100E+01,+1.444500E+01,+3.523200E+01,+2.402400E+01,+1.961300E+01
-1.608023E-02,+3.117029E+00,+2.667300E+01,+1.619700E+01,+1.443400E+01,+3.523300E+01,+2.402700E+01,+1.960000E+01
-1.676802E-02,+3.117216E+00,+2.666400E+01,+1.618500E+01,+1.442400E+01,+3.523500E+01,+2.402900E+01,+1.959500E+01
-1.574802E-02,+3.110893E+00,+2.666400E+01,+1.617700E+01,+1.441500E+01,+3.523400E+01,+2.402900E+01,+1.958100E+01
-1.579949E-02,+3.115905E+00,+2.667000E+01,+1.617200E+01,+1.440000E+01,+3.523600E+01,+2.403100E+01,+1.957200E+01
-1.910280E-02,+3.118434E+00,+2.667100E+01,+1.616600E+01,+1.439300E+01,+3.522900E+01,+2.403400E+01,+1.955800E+01
-1.874720E-02,+3.116982E+00,+2.666400E+01,+1.615400E+01,+1.438200E+01,+3.522500E+01,+2.403300E+01,+1.954800E+01
-1.975785E-02,+3.119652E+00,+2.667100E+01,+1.615000E+01,+1.437100E+01,+3.522700E+01,+2.403300E+01,+1.954400E+01
-1.414783E-02,+3.116373E+00,+2.666400E+01,+1.613900E+01,+1.436100E+01,+3.522600E+01,+2.403400E+01,+1.953800E+01
-1.834014E-02,+3.116701E+00,+2.665700E+01,+1.613400E+01,+1.435100E+01,+3.522600E+01,+2.403500E+01,+1.952200E+01
-1.657152E-02,+3.112814E+00,+2.665300E+01,+1.612400E+01,+1.433400E+01,+3.522500E+01,+2.403300E+01,+1.951800E+01
-1.514444E-02,+3.111502E+00,+2.665300E+01,+1.612100E+01,+1.433000E+01,+3.522400E+01,+2.403200E+01,+1.951100E+01
-1.918702E-02,+3.116186E+00,+2.666000E+01,+1.611300E+01,+1.432000E+01,+3.521900E+01,+2.403500E+01,+1.949900E+01
-1.871913E-02,+3.125179E+00,+2.665200E+01,+1.610700E+01,+1.431200E+01,+3.521500E+01,+2.403600E+01,+1.948900E+01
-1.681014E-02,+3.108364E+00,+2.664200E+01,+1.609500E+01,+1.430100E+01,+3.521200E+01,+2.403700E+01,+1.947700E+01
-1.649196E-02,+3.126584E+00,+2.664000E+01,+1.608600E+01,+1.429500E+01,+3.521300E+01,+2.403600E+01,+1.947100E+01
-1.829804E-02,+3.122697E+00,+2.663600E+01,+1.607500E+01,+1.428700E+01,+3.521000E+01,+2.403700E+01,+1.946700E+01
-1.800326E-02,+3.119371E+00,+2.664500E+01,+1.606700E+01,+1.427700E+01,+3.521400E+01,+2.404000E+01,+1.946300E+01
-1.888756E-02,+3.133423E+00,+2.664600E+01,+1.605800E+01,+1.427200E+01,+3.521400E+01,+2.404100E+01,+1.945400E+01
-1.437709E-02,+3.121198E+00,+2.663500E+01,+1.605200E+01,+1.426500E+01,+3.520900E+01,+2.404200E+01,+1.945200E+01
-1.681948E-02,+3.124383E+00,+2.663800E+01,+1.604300E+01,+1.426200E+01,+3.521400E+01,+2.404600E+01,+1.944800E+01
-1.690371E-02,+3.111783E+00,+2.663700E+01,+1.603900E+01,+1.425300E+01,+3.521900E+01,+2.404800E+01,+1.943800E+01
-1.625334E-02,+3.118200E+00,+2.663100E+01,+1.603000E+01,+1.424900E+01,+3.522300E+01,+2.404600E+01,+1.943800E+01
-1.979528E-02,+3.118434E+00,+2.663800E+01,+1.602900E+01,+1.424300E+01,+3.522500E+01,+2.404600E+01,+1.944100E+01
-1.666509E-02,+3.103540E+00,+2.664000E+01,+1.602400E+01,+1.423600E+01,+3.523100E+01,+2.404700E+01,+1.943200E+01
-1.808749E-02,+3.110003E+00,+2.663500E+01,+1.601000E+01,+1.423400E+01,+3.522900E+01,+2.404600E+01,+1.944100E+01
-1.958473E-02,+3.119652E+00,+2.664200E+01,+1.600700E+01,+1.423200E+01,+3.523100E+01,+2.404400E+01,+1.943800E+01
-1.978125E-02,+3.109910E+00,+2.663500E+01,+1.600500E+01,+1.422600E+01,+3.523400E+01,+2.404500E+01,+1.943900E+01
-1.668848E-02,+3.107146E+00,+2.664100E+01,+1.600400E+01,+1.423000E+01,+3.523600E+01,+2.404100E+01,+1.944800E+01
-1.461573E-02,+3.122790E+00,+2.663100E+01,+1.599700E+01,+1.423100E+01,+3.523400E+01,+2.403900E+01,+1.944900E+01
-1.986546E-02,+3.112673E+00,+2.664000E+01,+1.599800E+01,+1.422800E+01,+3.523800E+01,+2.403600E+01,+1.945600E+01
-1.933206E-02,+3.121432E+00,+2.663700E+01,+1.600100E+01,+1.422700E+01,+3.523500E+01,+2.403100E+01,+1.946200E+01
-1.782078E-02,+3.106771E+00,+2.663300E+01,+1.599300E+01,+1.423800E+01,+3.523500E+01,+2.403300E+01,+1.946300E+01
-1.732481E-02,+3.103071E+00,+2.663600E+01,+1.599500E+01,+1.424000E+01,+3.524000E+01,+2.403100E+01,+1.947100E+01
-1.698325E-02,+3.122603E+00,+2.663600E+01,+1.599200E+01,+1.424600E+01,+3.524300E+01,+2.402800E+01,+1.947900E+01
-1.589775E-02,+3.118856E+00,+2.664000E+01,+1.599100E+01,+1.424700E+01,+3.524300E+01,+2.402900E+01,+1.948100E+01
-2.140014E-02,+3.116373E+00,+2.663300E+01,+1.598800E+01,+1.425000E+01,+3.524700E+01,+2.402500E+01,+1.948700E+01
-1.901857E-02,+3.112486E+00,+2.664500E+01,+1.599000E+01,+1.425600E+01,+3.525300E+01,+2.402300E+01,+1.948900E+01
-2.106795E-02,+3.123446E+00,+2.664300E+01,+1.598700E+01,+1.425800E+01,+3.524900E+01,+2.402100E+01,+1.949300E+01
-1.759151E-02,+3.132533E+00,+2.664800E+01,+1.598600E+01,+1.426100E+01,+3.525200E+01,+2.402100E+01,+1.949700E+01
-1.943969E-02,+3.108176E+00,+2.664100E+01,+1.598700E+01,+1.426100E+01,+3.525200E+01,+2.401400E+01,+1.949000E+01
-2.035208E-02,+3.119558E+00,+2.665200E+01,+1.598500E+01,+1.426300E+01,+3.525300E+01,+2.401100E+01,+1.949800E+01
-1.997308E-02,+3.106256E+00,+2.664600E+01,+1.598500E+01,+1.426200E+01,+3.524900E+01,+2.400400E+01,+1.950000E+01
-1.452214E-02,+3.063492E+00,+2.664700E+01,+1.598500E+01,+1.426200E+01,+3.524600E+01,+2.400200E+01,+1.950200E+01
-1.021754E-02,+3.027614E+00,+2.665300E+01,+1.598600E+01,+1.426400E+01,+3.524100E+01,+2.399600E+01,+1.949900E+01
-8.799829E-03,+3.009160E+00,+2.664700E+01,+1.598300E+01,+1.425600E+01,+3.524200E+01,+2.399100E+01,+1.950300E+01
-8.004418E-03,+2.999698E+00,+2.664900E+01,+1.597800E+01,+1.426100E+01,+3.523700E+01,+2.399100E+01,+1.950300E+01
-7.765800E-03,+2.988035E+00,+2.666000E+01,+1.597500E+01,+1.425600E+01,+3.523600E+01,+2.398900E+01,+1.949100E+01
-8.710940E-03,+2.987660E+00,+2.665200E+01,+1.597000E+01,+1.424000E+01,+3.523200E+01,+2.398700E+01,+1.948000E+01
-6.923584E-03,+2.986396E+00,+2.665000E+01,+1.597100E+01,+1.423100E+01,+3.523200E+01,+2.398300E+01,+1.947700E+01
-6.287270E-03,+2.985834E+00,+2.665100E+01,+1.595500E+01,+1.423000E+01,+3.522100E+01,+2.398200E+01,+1.945400E+01
-3.779356E-03,+2.968456E+00,+2.665500E+01,+1.595600E+01,+1.421100E+01,+3.522500E+01,+2.398100E+01,+1.945400E+01
-5.098809E-03,+2.977777E+00,+2.664900E+01,+1.594100E+01,+1.419700E+01,+3.521700E+01,+2.397700E+01,+1.943600E+01
-6.764505E-03,+2.985412E+00,+2.664600E+01,+1.593500E+01,+1.418400E+01,+3.521500E+01,+2.397300E+01,+1.942100E+01
-9.426812E-03,+2.976278E+00,+2.664900E+01,+1.592500E+01,+1.417000E+01,+3.521200E+01,+2.397300E+01,+1.940900E+01
-8.977626E-03,+2.998621E+00,+2.665400E+01,+1.592100E+01,+1.415800E+01,+3.520600E+01,+2.397400E+01,+1.939200E+01
-6.993773E-03,+2.989253E+00,+2.664700E+01,+1.590800E+01,+1.413700E+01,+3.520000E+01,+2.397000E+01,+1.938400E+01
-1.064332E-02,+2.991080E+00,+2.665200E+01,+1.589200E+01,+1.412500E+01,+3.519800E+01,+2.397100E+01,+1.935800E+01
-9.370657E-03,+2.978199E+00,+2.664700E+01,+1.589600E+01,+1.410300E+01,+3.519500E+01,+2.396700E+01,+1.935300E+01
-3.868264E-03,+2.976232E+00,+2.664800E+01,+1.587600E+01,+1.409300E+01,+3.518900E+01,+2.396900E+01,+1.933900E+01
-1.016140E-02,+2.998902E+00,+2.663900E+01,+1.586600E+01,+1.407100E+01,+3.517900E+01,+2.396500E+01,+1.932800E+01
-4.546699E-03,+2.980353E+00,+2.663500E+01,+1.585200E+01,+1.406000E+01,+3.517800E+01,+2.396400E+01,+1.931400E+01
-8.060574E-03,+2.981712E+00,+2.663700E+01,+1.584100E+01,+1.404900E+01,+3.517200E+01,+2.396500E+01,+1.930400E+01
-8.514425E-03,+2.980822E+00,+2.663700E+01,+1.583300E+01,+1.403300E+01,+3.516800E+01,+2.396400E+01,+1.930200E+01
-1.032983E-02,+2.978105E+00,+2.663000E+01,+1.582100E+01,+1.402700E+01,+3.516500E+01,+2.396500E+01,+1.928700E+01
-7.330667E-03,+2.969206E+00,+2.664000E+01,+1.581600E+01,+1.400700E+01,+3.516600E+01,+2.396500E+01,+1.928400E+01
-7.316614E-03,+2.978105E+00,+2.663800E+01,+1.580200E+01,+1.400400E+01,+3.515500E+01,+2.396700E+01,+1.927100E+01
-8.088641E-03,+2.985599E+00,+2.663400E+01,+1.579000E+01,+1.399200E+01,+3.514600E+01,+2.396600E+01,+1.926400E+01
-8.364696E-03,+2.973656E+00,+2.663500E+01,+1.578100E+01,+1.398500E+01,+3.514900E+01,+2.396800E+01,+1.926500E+01
-8.182215E-03,+2.994499E+00,+2.664200E+01,+1.577400E+01,+1.397600E+01,+3.514900E+01,+2.397100E+01,+1.925600E+01
-1.396535E-02,+2.979557E+00,+2.663200E+01,+1.576600E+01,+1.396100E+01,+3.515100E+01,+2.397300E+01,+1.925800E+01
-1.156974E-02,+2.978386E+00,+2.664300E+01,+1.575800E+01,+1.395800E+01,+3.515300E+01,+2.397800E+01,+1.925000E+01
-1.023159E-02,+2.979885E+00,+2.663000E+01,+1.575000E+01,+1.394900E+01,+3.515000E+01,+2.397800E+01,+1.925100E+01
-5.997161E-03,+2.984007E+00,+2.664400E+01,+1.574100E+01,+1.394600E+01,+3.514800E+01,+2.397500E+01,+1.925300E+01
-1.147617E-02,+2.990283E+00,+2.663800E+01,+1.573700E+01,+1.394100E+01,+3.514400E+01,+2.397700E+01,+1.924600E+01
-8.607998E-03,+2.976747E+00,+2.663300E+01,+1.572500E+01,+1.393400E+01,+3.514600E+01,+2.397900E+01,+1.924300E+01
-9.005713E-03,+2.971360E+00,+2.663100E+01,+1.571400E+01,+1.392800E+01,+3.514500E+01,+2.398000E+01,+1.923700E+01
-8.696906E-03,+2.976419E+00,+2.663100E+01,+1.570800E+01,+1.391900E+01,+3.514300E+01,+2.397900E+01,+1.923600E+01
-8.879368E-03,+2.980775E+00,+2.663300E+01,+1.569700E+01,+1.392100E+01,+3.514100E+01,+2.398100E+01,+1.922700E+01
-1.033920E-02,+2.993094E+00,+2.664100E+01,+1.570200E+01,+1.391300E+01,+3.514200E+01,+2.398200E+01,+1.923700E+01
-8.893421E-03,+2.977262E+00,+2.663300E+01,+1.569400E+01,+1.390500E+01,+3.514100E+01,+2.398600E+01,+1.923200E+01
-7.428906E-03,+2.974311E+00,+2.664200E+01,+1.568600E+01,+1.390300E+01,+3.513600E+01,+2.398800E+01,+1.922800E+01
-7.330667E-03,+2.979557E+00,+2.663800E+01,+1.568100E+01,+1.390200E+01,+3.513500E+01,+2.399100E+01,+1.923900E+01
-8.458270E-03,+2.985693E+00,+2.664800E+01,+1.567700E+01,+1.390400E+01,+3.513400E+01,+2.399300E+01,+1.923300E+01
-6.979739E-03,+2.979698E+00,+2.663700E+01,+1.567600E+01,+1.389500E+01,+3.513800E+01,+2.399500E+01,+1.924000E+01
-9.904067E-03,+2.988410E+00,+2.664900E+01,+1.566800E+01,+1.390200E+01,+3.513900E+01,+2.400000E+01,+1.923200E+01
-1.178031E-02,+2.991407E+00,+2.664800E+01,+1.566800E+01,+1.389400E+01,+3.514400E+01,+2.401000E+01,+1.924200E+01
-9.796440E-03,+2.984944E+00,+2.665000E+01,+1.566700E+01,+1.390500E+01,+3.514000E+01,+2.401200E+01,+1.924400E+01
-9.796440E-03,+2.974311E+00,+2.664200E+01,+1.566000E+01,+1.389800E+01,+3.514100E+01,+2.401500E+01,+1.924800E+01
-1.045149E-02,+2.987332E+00,+2.663900E+01,+1.566200E+01,+1.389700E+01,+3.514200E+01,+2.401700E+01,+1.925300E+01
-9.946168E-03,+2.988550E+00,+2.664400E+01,+1.565300E+01,+1.390100E+01,+3.514400E+01,+2.402100E+01,+1.924900E+01
-7.246443E-03,+2.971782E+00,+2.664400E+01,+1.565900E+01,+1.390200E+01,+3.515000E+01,+2.402300E+01,+1.926100E+01
-1.006314E-02,+2.982602E+00,+2.664800E+01,+1.565400E+01,+1.391100E+01,+3.515000E+01,+2.402700E+01,+1.925800E+01
-1.021754E-02,+2.983726E+00,+2.665000E+01,+1.565900E+01,+1.390900E+01,+3.515500E+01,+2.403200E+01,+1.926000E+01
-9.562506E-03,+2.984944E+00,+2.664600E+01,+1.565200E+01,+1.391600E+01,+3.515800E+01,+2.403400E+01,+1.926900E+01
-1.007249E-02,+2.976560E+00,+2.664500E+01,+1.565000E+01,+1.392000E+01,+3.516000E+01,+2.403700E+01,+1.927000E+01
-1.184580E-02,+2.990892E+00,+2.665000E+01,+1.565300E+01,+1.391700E+01,+3.516300E+01,+2.403800E+01,+1.927100E+01
-9.197544E-03,+2.971876E+00,+2.665300E+01,+1.565200E+01,+1.392500E+01,+3.516100E+01,+2.403900E+01,+1.927200E+01
-1.387177E-02,+2.981431E+00,+2.665700E+01,+1.565300E+01,+1.392000E+01,+3.517000E+01,+2.404300E+01,+1.927400E+01
-1.149489E-02,+2.975201E+00,+2.664900E+01,+1.564800E+01,+1.392000E+01,+3.517100E+01,+2.404700E+01,+1.926300E+01
-1.228095E-02,+2.972765E+00,+2.665400E+01,+1.565200E+01,+1.392200E+01,+3.517600E+01,+2.404500E+01,+1.927500E+01
-9.417444E-03,+2.978433E+00,+2.666100E+01,+1.564900E+01,+1.392200E+01,+3.517800E+01,+2.405100E+01,+1.926900E+01
-1.230433E-02,+2.986864E+00,+2.665400E+01,+1.564300E+01,+1.392200E+01,+3.517600E+01,+2.405000E+01,+1.926700E+01
-1.074626E-02,+2.987848E+00,+2.665600E+01,+1.564800E+01,+1.392300E+01,+3.518000E+01,+2.405200E+01,+1.926600E+01
-1.195811E-02,+2.990283E+00,+2.666500E+01,+1.564300E+01,+1.392000E+01,+3.518100E+01,+2.404900E+01,+1.926100E+01
-1.090066E-02,+2.995014E+00,+2.664900E+01,+1.563800E+01,+1.391300E+01,+3.518000E+01,+2.404500E+01,+1.926000E+01
-1.135453E-02,+2.985506E+00,+2.664700E+01,+1.563400E+01,+1.391300E+01,+3.518100E+01,+2.404400E+01,+1.925000E+01
-8.004418E-03,+2.984522E+00,+2.664600E+01,+1.563500E+01,+1.390700E+01,+3.518500E+01,+2.404100E+01,+1.925100E+01
-1.188792E-02,+2.975248E+00,+2.665300E+01,+1.563200E+01,+1.390900E+01,+3.518700E+01,+2.403800E+01,+1.924400E+01
-8.289841E-03,+2.978995E+00,+2.664800E+01,+1.563200E+01,+1.390900E+01,+3.517900E+01,+2.404000E+01,+1.924000E+01
-1.015203E-02,+2.977356E+00,+2.664300E+01,+1.562600E+01,+1.390200E+01,+3.518000E+01,+2.403600E+01,+1.924200E+01
-6.970389E-03,+2.974405E+00,+2.664800E+01,+1.562000E+01,+1.389700E+01,+3.517800E+01,+2.403600E+01,+1.923800E+01
-7.003141E-03,+2.986442E+00,+2.664700E+01,+1.562100E+01,+1.389500E+01,+3.518600E+01,+2.403400E+01,+1.923400E+01
-1.317462E-02,+2.994405E+00,+2.665000E+01,+1.561200E+01,+1.388900E+01,+3.518600E+01,+2.403500E+01,+1.923000E+01
-1.013333E-02,+2.992204E+00,+2.664900E+01,+1.561700E+01,+1.389000E+01,+3.518600E+01,+2.403500E+01,+1.922700E+01
-7.686261E-03,+2.986396E+00,+2.665200E+01,+1.561400E+01,+1.387900E+01,+3.518900E+01,+2.403300E+01,+1.924000E+01
-1.251957E-02,+2.990517E+00,+2.665000E+01,+1.561200E+01,+1.388200E+01,+3.518800E+01,+2.403200E+01,+1.924000E+01
-1.083049E-02,+2.976232E+00,+2.664800E+01,+1.561800E+01,+1.388500E+01,+3.519000E+01,+2.403000E+01,+1.925300E+01
-1.253360E-02,+2.975670E+00,+2.665100E+01,+1.560800E+01,+1.389200E+01,+3.518700E+01,+2.403300E+01,+1.925900E+01
-1.092406E-02,+2.972063E+00,+2.664900E+01,+1.561700E+01,+1.389100E+01,+3.519100E+01,+2.402900E+01,+1.927400E+01
-9.258365E-03,+2.977168E+00,+2.664800E+01,+1.561000E+01,+1.390400E+01,+3.518600E+01,+2.402800E+01,+1.927900E+01
-9.819843E-03,+2.974967E+00,+2.663900E+01,+1.561500E+01,+1.390800E+01,+3.518700E+01,+2.402400E+01,+1.929900E+01
-8.055889E-03,+2.980822E+00,+2.664600E+01,+1.561400E+01,+1.391200E+01,+3.519100E+01,+2.402100E+01,+1.931700E+01
-1.140132E-02,+2.979370E+00,+2.664400E+01,+1.561700E+01,+1.392500E+01,+3.518800E+01,+2.402100E+01,+1.932400E+01
-9.698182E-03,+2.990564E+00,+2.664300E+01,+1.562300E+01,+1.392500E+01,+3.519000E+01,+2.402000E+01,+1.934400E+01
-6.610110E-03,+2.968597E+00,+2.663300E+01,+1.561900E+01,+1.394100E+01,+3.519000E+01,+2.402000E+01,+1.935200E+01
-1.507893E-02,+2.984756E+00,+2.664000E+01,+1.562800E+01,+1.393700E+01,+3.518500E+01,+2.401800E+01,+1.937100E+01
-1.371738E-02,+2.990939E+00,+2.663400E+01,+1.563000E+01,+1.395500E+01,+3.518200E+01,+2.401900E+01,+1.938300E+01
-9.557822E-03,+2.971829E+00,+2.664100E+01,+1.563100E+01,+1.396700E+01,+3.518900E+01,+2.402000E+01,+1.939500E+01
-6.282585E-03,+2.976934E+00,+2.663800E+01,+1.563800E+01,+1.398000E+01,+3.518900E+01,+2.401800E+01,+1.941200E+01
-8.715625E-03,+2.979791E+00,+2.664300E+01,+1.564300E+01,+1.399400E+01,+3.519000E+01,+2.401600E+01,+1.942100E+01
-1.163058E-02,+2.978105E+00,+2.663000E+01,+1.565100E+01,+1.399900E+01,+3.518700E+01,+2.401300E+01,+1.943900E+01
-1.148554E-02,+2.971969E+00,+2.663400E+01,+1.564800E+01,+1.400600E+01,+3.519100E+01,+2.401100E+01,+1.944900E+01
-1.248682E-02,+2.982321E+00,+2.662700E+01,+1.565900E+01,+1.401600E+01,+3.518900E+01,+2.401000E+01,+1.946000E+01
-1.225288E-02,+2.979182E+00,+2.663900E+01,+1.566200E+01,+1.402700E+01,+3.518700E+01,+2.400700E+01,+1.947100E+01
-1.357700E-02,+2.996420E+00,+2.663000E+01,+1.566200E+01,+1.404000E+01,+3.518200E+01,+2.400500E+01,+1.947800E+01
-1.367994E-02,+2.979510E+00,+2.664000E+01,+1.567200E+01,+1.404700E+01,+3.518200E+01,+2.400500E+01,+1.949700E+01
-1.023626E-02,+2.977028E+00,+2.663200E+01,+1.567700E+01,+1.405700E+01,+3.517600E+01,+2.400100E+01,+1.949100E+01
-9.796440E-03,+2.974405E+00,+2.664100E+01,+1.568900E+01,+1.406200E+01,+3.517700E+01,+2.399600E+01,+1.951000E+01
-1.092406E-02,+2.981243E+00,+2.663500E+01,+1.568100E+01,+1.406900E+01,+3.517100E+01,+2.399200E+01,+1.951000E+01
-1.538306E-02,+2.984147E+00,+2.664100E+01,+1.569200E+01,+1.407500E+01,+3.517000E+01,+2.398900E+01,+1.951200E+01
-1.037664E-02,+2.985272E+00,+2.664600E+01,+1.569600E+01,+1.408000E+01,+3.516700E+01,+2.398600E+01,+1.951600E+01
-1.056847E-02,+2.970236E+00,+2.664000E+01,+1.569900E+01,+1.408300E+01,+3.516000E+01,+2.397800E+01,+1.951800E+01
-3.475233E-03,+2.913702E+00,+2.664400E+01,+1.570700E+01,+1.408800E+01,+3.516100E+01,+2.397800E+01,+1.951900E+01
-9.730935E-03,+2.930751E+00,+2.664600E+01,+1.570700E+01,+1.409300E+01,+3.515900E+01,+2.397700E+01,+1.951800E+01
-4.270644E-03,+2.912672E+00,+2.664800E+01,+1.571400E+01,+1.409500E+01,+3.516000E+01,+2.397500E+01,+1.951800E+01
-3.175776E-03,+2.912719E+00,+2.664000E+01,+1.571400E+01,+1.409100E+01,+3.515600E+01,+2.397200E+01,+1.951800E+01
-3.086887E-03,+2.920166E+00,+2.664600E+01,+1.571100E+01,+1.409300E+01,+3.515100E+01,+2.397000E+01,+1.952400E+01
-8.074608E-03,+2.925552E+00,+2.665100E+01,+1.571500E+01,+1.410100E+01,+3.515100E+01,+2.396600E+01,+1.952400E+01
-4.785336E-03,+2.919089E+00,+2.664800E+01,+1.571500E+01,+1.409400E+01,+3.514400E+01,+2.396400E+01,+1.952700E+01
-4.270644E-03,+2.907332E+00,+2.664500E+01,+1.571200E+01,+1.409400E+01,+3.514000E+01,+2.396400E+01,+1.952200E+01
-8.018452E-03,+2.921618E+00,+2.664500E+01,+1.571400E+01,+1.409500E+01,+3.513700E+01,+2.396200E+01,+1.951500E+01
