"Store No.","Date","Time","Millisecond","V-1","A-1","W-1","VA-1","var-1","PF-1","deg-1","VHz-1","AHz-1","Wh-1","Wh+-1","TIME"
1,  2023/05/12,10:49:34,691,  221.08 ,   5.509 , 1.1972E+03, 1.2180E+03, 0.2241E+03,  0.9829 ,G   10.6 ,  59.994 ,   Error , 166.06E-03, 166.09E-03,     0:00:00
2,  2023/05/12,10:49:34,929,  220.81 ,   5.486 , 1.1916E+03, 1.2113E+03, 0.2174E+03,  0.9838 ,G   10.3 ,  59.996 ,   Error , 249.03E-03, 249.08E-03,     0:00:00
3,  2023/05/12,10:49:35,187,  221.21 ,   5.504 , 1.1960E+03, 1.2177E+03, 0.2288E+03,  0.9822 ,G   10.8 ,  59.990 ,   Error , 331.97E-03, 332.04E-03,     0:00:01
4,  2023/05/12,10:49:35,427,  221.43 ,   5.506 , 1.1983E+03, 1.2193E+03, 0.2249E+03,  0.9828 ,G   10.6 ,  59.998 ,   Error , 415.09E-03, 415.18E-03,     0:00:01
5,  2023/05/12,10:49:35,677,  220.71 ,   5.490 , 1.1923E+03, 1.2118E+03, 0.2166E+03,  0.9839 ,G   10.3 ,  59.996 ,   Error , 498.06E-03, 498.16E-03,     0:00:01
6,  2023/05/12,10:49:35,927,  221.02 ,   5.499 , 1.1940E+03, 1.2155E+03, 0.2276E+03,  0.9823 ,G   10.8 ,  59.996 ,   Error , 580.94E-03, 581.05E-03,     0:00:01
7,  2023/05/12,10:49:36,177,  221.34 ,   5.508 , 1.1987E+03, 1.2192E+03, 0.2227E+03,  0.9832 ,G   10.5 ,  59.996 ,   Error , 664.03E-03, 664.16E-03,     0:00:02
8,  2023/05/12,10:49:36,417,  220.70 ,   5.497 , 1.1935E+03, 1.2131E+03, 0.2173E+03,  0.9838 ,G   10.3 ,  60.000 ,   Error , 747.01E-03, 747.16E-03,     0:00:02
9,  2023/05/12,10:49:36,687,  220.33 ,   5.494 , 1.1902E+03, 1.2104E+03, 0.2203E+03,  0.9833 ,G   10.5 ,  59.996 ,   Error , 829.73E-03, 829.89E-03,     0:00:02
10,  2023/05/12,10:49:36,937,  220.74 ,   5.517 , 1.1976E+03, 1.2178E+03, 0.2204E+03,  0.9835 ,G   10.4 ,  60.000 ,   Error , 912.75E-03, 912.93E-03,     0:00:02
11,  2023/05/12,10:49:37,167,  220.55 ,   5.512 , 1.1958E+03, 1.2158E+03, 0.2194E+03,  0.9836 ,G   10.4 ,  59.998 ,   Error , 995.82E-03, 996.01E-03,     0:00:03
12,  2023/05/12,10:49:37,427,  220.36 ,   5.495 , 1.1913E+03, 1.2109E+03, 0.2170E+03,  0.9838 ,G   10.3 ,  60.002 ,   Error ,  1.0787 ,  1.0789 ,     0:00:03
13,  2023/05/12,10:49:37,677,  220.84 ,   5.516 , 1.1975E+03, 1.2182E+03, 0.2236E+03,  0.9830 ,G   10.6 ,  59.994 ,   Error ,  1.1617 ,  1.1619 ,     0:00:03
14,  2023/05/12,10:49:37,967,  221.06 ,   5.517 , 1.1991E+03, 1.2195E+03, 0.2224E+03,  0.9832 ,G   10.5 ,  60.006 ,   Error ,  1.2449 ,  1.2452 ,     0:00:03
15,  2023/05/12,10:49:38,177,  220.50 ,   5.495 , 1.1925E+03, 1.2116E+03, 0.2145E+03,  0.9842 ,G   10.2 ,  59.998 ,   Error ,  1.3280 ,  1.3282 ,     0:00:04
16,  2023/05/12,10:49:38,417,  220.91 ,   5.509 , 1.1959E+03, 1.2171E+03, 0.2259E+03,  0.9826 ,G   10.7 ,  60.004 ,   Error ,  1.4109 ,  1.4112 ,     0:00:04
17,  2023/05/12,10:49:38,697,  221.05 ,   5.515 , 1.1988E+03, 1.2191E+03, 0.2221E+03,  0.9833 ,G   10.5 ,  60.002 ,   Error ,  1.4941 ,  1.4944 ,     0:00:04
18,  2023/05/12,10:49:38,927,  220.57 ,   5.497 , 1.1933E+03, 1.2125E+03, 0.2149E+03,  0.9842 ,G   10.2 ,  60.012 ,   Error ,  1.5771 ,  1.5774 ,     0:00:04
19,  2023/05/12,10:49:39,167,  220.91 ,   5.500 , 1.1938E+03, 1.2150E+03, 0.2259E+03,  0.9826 ,G   10.7 ,  59.998 ,   Error ,  1.6600 ,  1.6603 ,     0:00:05
20,  2023/05/12,10:49:39,447,  221.05 ,   5.515 , 1.1991E+03, 1.2192E+03, 0.2206E+03,  0.9835 ,G   10.4 ,  60.008 ,   Error ,  1.7431 ,  1.7435 ,     0:00:05
21,  2023/05/12,10:49:39,677,  220.60 ,   5.504 , 1.1947E+03, 1.2142E+03, 0.2172E+03,  0.9839 ,G   10.3 ,  60.004 ,   Error ,  1.8261 ,  1.8265 ,     0:00:05
22,  2023/05/12,10:49:39,927,  220.19 ,   5.496 , 1.1904E+03, 1.2102E+03, 0.2182E+03,  0.9836 ,G   10.4 ,  60.008 ,   Error ,  1.9089 ,  1.9093 ,     0:00:05
23,  2023/05/12,10:49:40,167,  220.76 ,   5.514 , 1.1971E+03, 1.2173E+03, 0.2207E+03,  0.9834 ,G   10.4 ,  60.002 ,   Error ,  1.9919 ,  1.9923 ,     0:00:06
24,  2023/05/12,10:49:40,427,  220.66 ,   5.514 , 1.1967E+03, 1.2167E+03, 0.2197E+03,  0.9836 ,G   10.4 ,  60.016 ,   Error ,  2.0750 ,  2.0754 ,     0:00:06
25,  2023/05/12,10:49:40,687,  220.23 ,   5.490 , 1.1899E+03, 1.2090E+03, 0.2140E+03,  0.9842 ,G   10.2 ,  60.008 ,   Error ,  2.1578 ,  2.1582 ,     0:00:06
26,  2023/05/12,10:49:40,937,  220.83 ,   5.513 , 1.1967E+03, 1.2175E+03, 0.2242E+03,  0.9829 ,G   10.6 ,  60.010 ,   Error ,  2.2407 ,  2.2412 ,     0:00:06
27,  2023/05/12,10:49:41,187,  220.91 ,   5.517 , 1.1983E+03, 1.2187E+03, 0.2217E+03,  0.9833 ,G   10.5 ,  60.010 ,   Error ,  2.3239 ,  2.3243 ,     0:00:07
28,  2023/05/12,10:49:41,437,  220.59 ,   5.498 , 1.1936E+03, 1.2129E+03, 0.2153E+03,  0.9841 ,G   10.2 ,  60.016 ,   Error ,  2.4069 ,  2.4074 ,     0:00:07
29,  2023/05/12,10:49:41,687,  220.84 ,   5.507 , 1.1949E+03, 1.2161E+03, 0.2265E+03,  0.9825 ,G   10.7 ,  60.004 ,   Error ,  2.4899 ,  2.4904 ,     0:00:07
30,  2023/05/12,10:49:41,927,  221.36 ,   5.515 , 1.2002E+03, 1.2208E+03, 0.2232E+03,  0.9831 ,G   10.5 ,  60.016 ,   Error ,  2.5731 ,  2.5736 ,     0:00:07
31,  2023/05/12,10:49:42,187,  220.67 ,   5.497 , 1.1935E+03, 1.2130E+03, 0.2167E+03,  0.9839 ,G   10.3 ,  60.010 ,   Error ,  2.6561 ,  2.6566 ,     0:00:08
32,  2023/05/12,10:49:42,417,  220.35 ,   5.500 , 1.1915E+03, 1.2119E+03, 0.2213E+03,  0.9832 ,G   10.5 ,  60.018 ,   Error ,  2.7389 ,  2.7394 ,     0:00:08
33,  2023/05/12,10:49:42,677,  220.67 ,   5.518 , 1.1977E+03, 1.2178E+03, 0.2201E+03,  0.9835 ,G   10.4 ,  60.006 ,   Error ,  2.8219 ,  2.8224 ,     0:00:08
34,  2023/05/12,10:49:42,927,  220.36 ,   5.515 , 1.1955E+03, 1.2152E+03, 0.2178E+03,  0.9838 ,G   10.3 ,  60.016 ,   Error ,  2.9049 ,  2.9055 ,     0:00:08
35,  2023/05/12,10:49:43,177,  220.29 ,   5.499 , 1.1917E+03, 1.2114E+03, 0.2176E+03,  0.9837 ,G   10.3 ,  60.006 ,   Error ,  2.9878 ,  2.9884 ,     0:00:09
36,  2023/05/12,10:49:43,427,  220.56 ,   5.518 , 1.1970E+03, 1.2171E+03, 0.2205E+03,  0.9834 ,G   10.4 ,  60.014 ,   Error ,  3.0708 ,  3.0714 ,     0:00:09
37,  2023/05/12,10:49:43,677,  219.91 ,   5.522 , 1.1950E+03, 1.2143E+03, 0.2158E+03,  0.9841 ,G   10.2 ,  60.010 ,   Error ,  3.1537 ,  3.1543 ,     0:00:09
38,  2023/05/12,10:49:43,947,  219.10 ,   5.506 , 1.1886E+03, 1.2064E+03, 0.2064E+03,  0.9853 ,G    9.8 ,  60.014 ,   Error ,  3.2364 ,  3.2370 ,     0:00:09
39,  2023/05/12,10:49:44,177,  219.92 ,   5.519 , 1.1935E+03, 1.2138E+03, 0.2208E+03,  0.9833 ,G   10.5 ,  60.006 ,   Error ,  3.3192 ,  3.3198 ,     0:00:10
40,  2023/05/12,10:49:44,417,  220.02 ,   5.529 , 1.1971E+03, 1.2165E+03, 0.2162E+03,  0.9841 ,G   10.2 ,  60.014 ,   Error ,  3.4022 ,  3.4029 ,     0:00:10
41,  2023/05/12,10:49:44,687,  219.74 ,   5.507 , 1.1916E+03, 1.2102E+03, 0.2108E+03,  0.9847 ,G   10.0 ,  60.010 ,   Error ,  3.4851 ,  3.4858 ,     0:00:10
42,  2023/05/12,10:49:44,927,  219.94 ,   5.508 , 1.1913E+03, 1.2114E+03, 0.2197E+03,  0.9834 ,G   10.4 ,  60.012 ,   Error ,  3.5679 ,  3.5686 ,     0:00:10
43,  2023/05/12,10:49:45,177,  220.27 ,   5.524 , 1.1971E+03, 1.2167E+03, 0.2174E+03,  0.9839 ,G   10.3 ,  60.008 ,   Error ,  3.6508 ,  3.6515 ,     0:00:11
44,  2023/05/12,10:49:45,417,  220.05 ,   5.517 , 1.1947E+03, 1.2141E+03, 0.2161E+03,  0.9840 ,G   10.3 ,  60.018 ,   Error ,  3.7338 ,  3.7345 ,     0:00:11
45,  2023/05/12,10:49:45,687,  219.89 ,   5.499 , 1.1899E+03, 1.2091E+03, 0.2149E+03,  0.9841 ,G   10.2 ,  60.006 ,   Error ,  3.8166 ,  3.8173 ,     0:00:11
46,  2023/05/12,10:49:45,927,  220.04 ,   5.521 , 1.1952E+03, 1.2149E+03, 0.2179E+03,  0.9838 ,G   10.3 ,  60.015 ,   Error ,  3.8995 ,  3.9002 ,     0:00:11
47,  2023/05/12,10:49:46,177,  219.85 ,   5.523 , 1.1949E+03, 1.2142E+03, 0.2160E+03,  0.9841 ,G   10.2 ,  60.006 ,   Error ,  3.9824 ,  3.9831 ,     0:00:12
48,  2023/05/12,10:49:46,437,  219.39 ,   5.502 , 1.1890E+03, 1.2070E+03, 0.2078E+03,  0.9851 ,G    9.9 ,  60.015 ,   Error ,  4.0651 ,  4.0659 ,     0:00:12
49,  2023/05/12,10:49:46,667,  220.48 ,   5.512 , 1.1946E+03, 1.2152E+03, 0.2230E+03,  0.9830 ,G   10.6 ,  60.008 ,   Error ,  4.1480 ,  4.1488 ,     0:00:12
50,  2023/05/12,10:49:46,927,  220.52 ,   5.521 , 1.1981E+03, 1.2175E+03, 0.2170E+03,  0.9840 ,G   10.3 ,  60.015 ,   Error ,  4.2311 ,  4.2319 ,     0:00:12
51,  2023/05/12,10:49:47,187,  220.71 ,   5.515 , 1.1967E+03, 1.2172E+03, 0.2224E+03,  0.9832 ,G   10.5 ,  60.011 ,   Error ,  4.3140 ,  4.3148 ,     0:00:13
52,  2023/05/12,10:49:47,427,  220.37 ,   5.503 , 1.1924E+03, 1.2128E+03, 0.2212E+03,  0.9832 ,G   10.5 ,  60.011 ,   Error ,  4.3968 ,  4.3977 ,     0:00:13
53,  2023/05/12,10:49:47,677,  220.55 ,   5.516 , 1.1971E+03, 1.2166E+03, 0.2171E+03,  0.9839 ,G   10.3 ,  60.004 ,   Error ,  4.4799 ,  4.4807 ,     0:00:13
54,  2023/05/12,10:49:47,917,  220.53 ,   5.514 , 1.1951E+03, 1.2161E+03, 0.2247E+03,  0.9828 ,G   10.6 ,  60.015 ,   Error ,  4.5629 ,  4.5637 ,     0:00:13
55,  2023/05/12,10:49:48,187,  220.86 ,   5.518 , 1.1986E+03, 1.2187E+03, 0.2207E+03,  0.9835 ,G   10.4 ,  60.006 ,   Error ,  4.6458 ,  4.6466 ,     0:00:14
56,  2023/05/12,10:49:48,427,  220.64 ,   5.519 , 1.1976E+03, 1.2177E+03, 0.2205E+03,  0.9835 ,G   10.4 ,  60.011 ,   Error ,  4.7288 ,  4.7297 ,     0:00:14
57,  2023/05/12,10:49:48,657,  220.34 ,   5.506 , 1.1927E+03, 1.2131E+03, 0.2219E+03,  0.9831 ,G   10.5 ,  60.011 ,   Error ,  4.8119 ,  4.8128 ,     0:00:14
58,  2023/05/12,10:49:48,917,  220.67 ,   5.520 , 1.1982E+03, 1.2181E+03, 0.2194E+03,  0.9836 ,G   10.4 ,  60.015 ,   Error ,  4.8947 ,  4.8956 ,     0:00:14
59,  2023/05/12,10:49:49,187,  220.36 ,   5.511 , 1.1952E+03, 1.2144E+03, 0.2153E+03,  0.9842 ,G   10.2 ,  60.008 ,   Error ,  4.9776 ,  4.9786 ,     0:00:15
60,  2023/05/12,10:49:49,427,  220.11 ,   5.502 , 1.1917E+03, 1.2111E+03, 0.2156E+03,  0.9840 ,G   10.3 ,  60.020 ,   Error ,  5.0608 ,  5.0617 ,     0:00:15
61,  2023/05/12,10:49:49,677,  220.69 ,   5.524 , 1.1986E+03, 1.2190E+03, 0.2222E+03,  0.9832 ,G   10.5 ,  60.013 ,   Error ,  5.1438 ,  5.1447 ,     0:00:15
62,  2023/05/12,10:49:49,927,  220.40 ,   5.526 , 1.1982E+03, 1.2179E+03, 0.2181E+03,  0.9838 ,G   10.3 ,  60.015 ,   Error ,  5.2267 ,  5.2277 ,     0:00:15
63,  2023/05/12,10:49:50,187,  219.99 ,   5.495 , 1.1904E+03, 1.2088E+03, 0.2100E+03,  0.9848 ,G   10.0 ,  60.011 ,   Error ,  5.3097 ,  5.3107 ,     0:00:16
64,  2023/05/12,10:49:50,437,  220.34 ,   5.517 , 1.1950E+03, 1.2155E+03, 0.2222E+03,  0.9832 ,G   10.5 ,  60.017 ,   Error ,  5.3927 ,  5.3937 ,     0:00:16
65,  2023/05/12,10:49:50,677,  220.58 ,   5.520 , 1.1976E+03, 1.2175E+03, 0.2192E+03,  0.9837 ,G   10.4 ,  60.015 ,   Error ,  5.4755 ,  5.4765 ,     0:00:16
66,  2023/05/12,10:49:50,937,  220.17 ,   5.496 , 1.1915E+03, 1.2100E+03, 0.2107E+03,  0.9847 ,G   10.0 ,  60.015 ,   Error ,  5.5585 ,  5.5595 ,     0:00:16
67,  2023/05/12,10:49:51,187,  220.42 ,   5.502 , 1.1921E+03, 1.2127E+03, 0.2226E+03,  0.9830 ,G   10.6 ,  60.017 ,   Error ,  5.6414 ,  5.6425 ,     0:00:17
68,  2023/05/12,10:49:51,427,  220.68 ,   5.517 , 1.1976E+03, 1.2175E+03, 0.2192E+03,  0.9837 ,G   10.4 ,  60.017 ,   Error ,  5.7242 ,  5.7253 ,     0:00:17
69,  2023/05/12,10:49:51,687,  220.28 ,   5.505 , 1.1937E+03, 1.2127E+03, 0.2136E+03,  0.9844 ,G   10.1 ,  60.013 ,   Error ,  5.8072 ,  5.8082 ,     0:00:17
70,  2023/05/12,10:49:51,914,  220.12 ,   5.498 , 1.1904E+03, 1.2101E+03, 0.2173E+03,  0.9837 ,G   10.3 ,  60.022 ,   Error ,  5.8902 ,  5.8913 ,     0:00:17
71,  2023/05/12,10:49:52,174,  220.76 ,   5.513 , 1.1969E+03, 1.2170E+03, 0.2204E+03,  0.9835 ,G   10.4 ,  60.015 ,   Error ,  5.9729 ,  5.9741 ,     0:00:18
72,  2023/05/12,10:49:52,424,  220.40 ,   5.512 , 1.1953E+03, 1.2148E+03, 0.2171E+03,  0.9839 ,G   10.3 ,  60.017 ,   Error ,  6.0558 ,  6.0569 ,     0:00:18
73,  2023/05/12,10:49:52,664,  220.06 ,   5.491 , 1.1896E+03, 1.2084E+03, 0.2122E+03,  0.9845 ,G   10.1 ,  60.020 ,   Error ,  6.1388 ,  6.1400 ,     0:00:18
74,  2023/05/12,10:49:52,934,  220.64 ,   5.515 , 1.1963E+03, 1.2169E+03, 0.2232E+03,  0.9830 ,G   10.6 ,  60.022 ,   Error ,  6.2217 ,  6.2229 ,     0:00:18
75,  2023/05/12,10:49:53,174,  220.77 ,   5.516 , 1.1976E+03, 1.2177E+03, 0.2203E+03,  0.9835 ,G   10.4 ,  60.017 ,   Error ,  6.3046 ,  6.3057 ,     0:00:19
76,  2023/05/12,10:49:53,414,  220.08 ,   5.496 , 1.1913E+03, 1.2096E+03, 0.2093E+03,  0.9849 ,G   10.0 ,  60.020 ,   Error ,  6.3877 ,  6.3889 ,     0:00:19
77,  2023/05/12,10:49:53,664,  220.46 ,   5.507 , 1.1934E+03, 1.2141E+03, 0.2231E+03,  0.9830 ,G   10.6 ,  60.020 ,   Error ,  6.4706 ,  6.4718 ,     0:00:19
78,  2023/05/12,10:49:53,925,  220.44 ,   5.523 , 1.1978E+03, 1.2175E+03, 0.2179E+03,  0.9839 ,G   10.3 ,  60.024 ,   Error ,  6.5534 ,  6.5546 ,     0:00:19
79,  2023/05/12,10:49:54,175,  220.07 ,   5.505 , 1.1929E+03, 1.2114E+03, 0.2111E+03,  0.9847 ,G   10.0 ,  60.015 ,   Error ,  6.6365 ,  6.6377 ,     0:00:20
80,  2023/05/12,10:49:54,425,  220.04 ,   5.505 , 1.1914E+03, 1.2113E+03, 0.2187E+03,  0.9836 ,G   10.4 ,  60.024 ,   Error ,  6.7194 ,  6.7207 ,     0:00:20
81,  2023/05/12,10:49:54,675,  220.73 ,   5.519 , 1.1981E+03, 1.2182E+03, 0.2201E+03,  0.9835 ,G   10.4 ,  60.022 ,   Error ,  6.8022 ,  6.8035 ,     0:00:20
82,  2023/05/12,10:49:54,925,  220.31 ,   5.515 , 1.1959E+03, 1.2151E+03, 0.2153E+03,  0.9842 ,G   10.2 ,  60.017 ,   Error ,  6.8853 ,  6.8866 ,     0:00:20
83,  2023/05/12,10:49:55,165,  220.09 ,   5.500 , 1.1914E+03, 1.2104E+03, 0.2136E+03,  0.9843 ,G   10.2 ,  60.017 ,   Error ,  6.9684 ,  6.9697 ,     0:00:21
84,  2023/05/12,10:49:55,435,  220.41 ,   5.525 , 1.1977E+03, 1.2177E+03, 0.2198E+03,  0.9836 ,G   10.4 ,  60.029 ,   Error ,  7.0513 ,  7.0526 ,     0:00:21
85,  2023/05/12,10:49:55,685,  220.55 ,   5.524 , 1.1984E+03, 1.2184E+03, 0.2199E+03,  0.9836 ,G   10.4 ,  60.022 ,   Error ,  7.1344 ,  7.1357 ,     0:00:21
86,  2023/05/12,10:49:55,925,  219.96 ,   5.501 , 1.1918E+03, 1.2101E+03, 0.2094E+03,  0.9849 ,G   10.0 ,  60.022 ,   Error ,  7.2176 ,  7.2190 ,     0:00:21
87,  2023/05/12,10:49:56,175,  220.76 ,   5.509 , 1.1952E+03, 1.2162E+03, 0.2251E+03,  0.9827 ,G   10.7 ,  60.024 ,   Error ,  7.3005 ,  7.3019 ,     0:00:22
88,  2023/05/12,10:49:56,425,  220.74 ,   5.520 , 1.1984E+03, 1.2184E+03, 0.2201E+03,  0.9836 ,G   10.4 ,  60.022 ,   Error ,  7.3835 ,  7.3849 ,     0:00:22
89,  2023/05/12,10:49:56,695,  220.18 ,   5.499 , 1.1922E+03, 1.2108E+03, 0.2113E+03,  0.9847 ,G   10.0 ,  60.020 ,   Error ,  7.4667 ,  7.4681 ,     0:00:22
90,  2023/05/12,10:49:56,925,  220.20 ,   5.506 , 1.1922E+03, 1.2125E+03, 0.2211E+03,  0.9832 ,G   10.5 ,  60.029 ,   Error ,  7.5496 ,  7.5510 ,     0:00:22
91,  2023/05/12,10:49:57,175,  220.78 ,   5.520 , 1.1988E+03, 1.2188E+03, 0.2199E+03,  0.9836 ,G   10.4 ,  60.024 ,   Error ,  7.6325 ,  7.6339 ,     0:00:23
92,  2023/05/12,10:49:57,405,  220.28 ,   5.514 , 1.1956E+03, 1.2147E+03, 0.2145E+03,  0.9843 ,G   10.2 ,  60.022 ,   Error ,  7.7157 ,  7.7171 ,     0:00:23
93,  2023/05/12,10:49:59,185,  220.18 ,   5.498 , 1.1911E+03, 1.2106E+03, 0.2161E+03,  0.9839 ,G   10.3 ,  60.026 ,   Error ,  7.7987 ,  7.8001 ,     0:00:23
94,  2023/05/12,10:49:59,265,  220.24 ,   5.497 , 1.1923E+03, 1.2107E+03, 0.2105E+03,  0.9848 ,G   10.0 ,  60.024 ,   Error ,  8.2968 ,  8.2984 ,     0:00:25
95,  2023/05/12,10:49:59,435,  220.35 ,   5.507 , 1.1929E+03, 1.2134E+03, 0.2221E+03,  0.9831 ,G   10.5 ,  60.029 ,   Error ,  8.3796 ,  8.3811 ,     0:00:25
96,  2023/05/12,10:49:59,665,  220.72 ,   5.516 , 1.1976E+03, 1.2174E+03, 0.2188E+03,  0.9837 ,G   10.4 ,  60.026 ,   Error ,  8.4626 ,  8.4642 ,     0:00:25
97,  2023/05/12,10:49:59,935,  220.21 ,   5.507 , 1.1939E+03, 1.2128E+03, 0.2129E+03,  0.9845 ,G   10.1 ,  60.022 ,   Error ,  8.5457 ,  8.5473 ,     0:00:25
98,  2023/05/12,10:50:00,195,  220.36 ,   5.498 , 1.1917E+03, 1.2116E+03, 0.2189E+03,  0.9835 ,G   10.4 ,  60.026 ,   Error ,  8.6286 ,  8.6302 ,     0:00:26
99,  2023/05/12,10:50:00,425,  220.56 ,   5.517 , 1.1969E+03, 1.2168E+03, 0.2193E+03,  0.9836 ,G   10.4 ,  60.022 ,   Error ,  8.7115 ,  8.7131 ,     0:00:26
100,  2023/05/12,10:50:00,675,  220.38 ,   5.510 , 1.1948E+03, 1.2143E+03, 0.2166E+03,  0.9840 ,G   10.3 ,  60.022 ,   Error ,  8.7946 ,  8.7962 ,     0:00:26
101,  2023/05/12,10:50:00,945,  220.00 ,   5.491 , 1.1893E+03, 1.2080E+03, 0.2120E+03,  0.9845 ,G   10.1 ,  60.020 ,   Error ,  8.8774 ,  8.8790 ,     0:00:26
102,  2023/05/12,10:50:01,205,  220.56 ,   5.516 , 1.1962E+03, 1.2167E+03, 0.2225E+03,  0.9831 ,G   10.5 ,  60.026 ,   Error ,  8.9602 ,  8.9619 ,     0:00:27
103,  2023/05/12,10:50:01,415,  220.60 ,   5.521 , 1.1980E+03, 1.2180E+03, 0.2201E+03,  0.9835 ,G   10.4 ,  60.020 ,   Error ,  9.0434 ,  9.0451 ,     0:00:27
104,  2023/05/12,10:50:01,695,  220.08 ,   5.496 , 1.1913E+03, 1.2096E+03, 0.2099E+03,  0.9848 ,G   10.0 ,  60.022 ,   Error ,  9.1264 ,  9.1281 ,     0:00:27
105,  2023/05/12,10:50:01,915,  220.27 ,   5.512 , 1.1935E+03, 1.2140E+03, 0.2225E+03,  0.9831 ,G   10.6 ,  60.026 ,   Error ,  9.2091 ,  9.2108 ,     0:00:27
106,  2023/05/12,10:50:02,185,  220.52 ,   5.521 , 1.1978E+03, 1.2176E+03, 0.2184E+03,  0.9838 ,G   10.3 ,  60.024 ,   Error ,  9.2922 ,  9.2939 ,     0:00:28
107,  2023/05/12,10:50:02,415,  220.12 ,   5.507 , 1.1935E+03, 1.2122E+03, 0.2121E+03,  0.9846 ,G   10.1 ,  60.017 ,   Error ,  9.3753 ,  9.3770 ,     0:00:28
108,  2023/05/12,10:50:02,675,  220.20 ,   5.502 , 1.1914E+03, 1.2116E+03, 0.2200E+03,  0.9834 ,G   10.5 ,  60.026 ,   Error ,  9.4581 ,  9.4598 ,     0:00:28
109,  2023/05/12,10:50:02,915,  220.60 ,   5.518 , 1.1975E+03, 1.2174E+03, 0.2195E+03,  0.9836 ,G   10.4 ,  60.020 ,   Error ,  9.5411 ,  9.5428 ,     0:00:28
110,  2023/05/12,10:50:03,185,  220.36 ,   5.514 , 1.1956E+03, 1.2150E+03, 0.2164E+03,  0.9840 ,G   10.3 ,  60.022 ,   Error ,  9.6242 ,  9.6259 ,     0:00:29
111,  2023/05/12,10:50:03,415,  220.07 ,   5.495 , 1.1901E+03, 1.2092E+03, 0.2141E+03,  0.9842 ,G   10.2 ,  60.020 ,   Error ,  9.7070 ,  9.7087 ,     0:00:29
112,  2023/05/12,10:50:03,685,  220.55 ,   5.520 , 1.1971E+03, 1.2175E+03, 0.2215E+03,  0.9833 ,G   10.5 ,  60.024 ,   Error ,  9.7899 ,  9.7917 ,     0:00:29
113,  2023/05/12,10:50:03,925,  220.50 ,   5.520 , 1.1971E+03, 1.2171E+03, 0.2193E+03,  0.9836 ,G   10.4 ,  60.015 ,   Error ,  9.8730 ,  9.8748 ,     0:00:29
114,  2023/05/12,10:50:04,166,  220.07 ,   5.494 , 1.1907E+03, 1.2090E+03, 0.2099E+03,  0.9848 ,G   10.0 ,  60.017 ,   Error ,  9.9559 ,  9.9577 ,     0:00:30
115,  2023/05/12,10:50:04,426,  220.43 ,   5.513 , 1.1945E+03, 1.2151E+03, 0.2229E+03,  0.9830 ,G   10.6 ,  60.022 ,   Error ,  10.039 ,  10.041 ,     0:00:30
116,  2023/05/12,10:50:04,676,  220.59 ,   5.521 , 1.1980E+03, 1.2179E+03, 0.2193E+03,  0.9837 ,G   10.4 ,  60.022 ,   Error ,  10.122 ,  10.124 ,     0:00:30
117,  2023/05/12,10:50:04,926,  220.22 ,   5.502 , 1.1929E+03, 1.2115E+03, 0.2120E+03,  0.9846 ,G   10.1 ,  60.020 ,   Error ,  10.205 ,  10.207 ,     0:00:30
118,  2023/05/12,10:50:05,186,  220.36 ,   5.507 , 1.1929E+03, 1.2134E+03, 0.2225E+03,  0.9830 ,G   10.6 ,  60.024 ,   Error ,  10.288 ,  10.290 ,     0:00:31
119,  2023/05/12,10:50:05,436,  220.59 ,   5.523 , 1.1985E+03, 1.2183E+03, 0.2189E+03,  0.9837 ,G   10.4 ,  60.015 ,   Error ,  10.371 ,  10.373 ,     0:00:31
120,  2023/05/12,10:50:05,686,  220.04 ,   5.517 , 1.1950E+03, 1.2140E+03, 0.2135E+03,  0.9844 ,G   10.1 ,  60.015 ,   Error ,  10.454 ,  10.456 ,     0:00:31
121,  2023/05/12,10:50:05,936,  219.98 ,   5.502 , 1.1909E+03, 1.2103E+03, 0.2157E+03,  0.9840 ,G   10.3 ,  60.015 ,   Error ,  10.537 ,  10.538 ,     0:00:31
122,  2023/05/12,10:50:06,186,  220.46 ,   5.526 , 1.1981E+03, 1.2183E+03, 0.2207E+03,  0.9834 ,G   10.4 ,  60.022 ,   Error ,  10.620 ,  10.622 ,     0:00:32
123,  2023/05/12,10:50:06,426,  220.38 ,   5.521 , 1.1971E+03, 1.2168E+03, 0.2183E+03,  0.9838 ,G   10.3 ,  60.013 ,   Error ,  10.703 ,  10.705 ,     0:00:32
124,  2023/05/12,10:50:06,676,  220.08 ,   5.498 , 1.1915E+03, 1.2100E+03, 0.2111E+03,  0.9847 ,G   10.0 ,  60.017 ,   Error ,  10.786 ,  10.788 ,     0:00:32
125,  2023/05/12,10:50:06,936,  220.56 ,   5.517 , 1.1960E+03, 1.2168E+03, 0.2243E+03,  0.9829 ,G   10.6 ,  60.017 ,   Error ,  10.869 ,  10.871 ,     0:00:32
126,  2023/05/12,10:50:07,166,  220.56 ,   5.524 , 1.1985E+03, 1.2184E+03, 0.2195E+03,  0.9836 ,G   10.4 ,  60.013 ,   Error ,  10.952 ,  10.954 ,     0:00:33
127,  2023/05/12,10:50:07,436,  219.99 ,   5.503 , 1.1923E+03, 1.2106E+03, 0.2099E+03,  0.9848 ,G   10.0 ,  60.013 ,   Error ,  11.035 ,  11.037 ,     0:00:33
128,  2023/05/12,10:50:07,686,  220.19 ,   5.512 , 1.1932E+03, 1.2136E+03, 0.2217E+03,  0.9832 ,G   10.5 ,  60.024 ,   Error ,  11.117 ,  11.120 ,     0:00:33
