"Store No.","Date","Time","Millisecond","V-1","A-1","W-1","VA-1","var-1","PF-1","deg-1","VHz-1","AHz-1","Wh-1","Wh+-1","TIME"
2865,  2023/05/12,11:01:41,918,  220.58 ,   5.526 , 1.1988E+03, 1.2188E+03, 0.2203E+03,  0.9835 ,G   10.4 ,  60.026 ,   Error ,  241.42 ,  241.46 ,     0:12:07
2866,  2023/05/12,11:01:42,168,  220.37 ,   5.525 , 1.1979E+03, 1.2176E+03, 0.2180E+03,  0.9838 ,G   10.3 ,  60.022 ,   Error ,  241.50 ,  241.54 ,     0:12:08
2867,  2023/05/12,11:01:42,418,  219.93 ,   5.504 , 1.1919E+03, 1.2104E+03, 0.2105E+03,  0.9848 ,G   10.0 ,  60.026 ,   Error ,  241.58 ,  241.63 ,     0:12:08
2868,  2023/05/12,11:01:42,678,  220.48 ,   5.524 , 1.1974E+03, 1.2179E+03, 0.2224E+03,  0.9832 ,G   10.5 ,  60.029 ,   Error ,  241.67 ,  241.71 ,     0:12:08
2869,  2023/05/12,11:01:42,918,  220.38 ,   5.530 , 1.1990E+03, 1.2186E+03, 0.2176E+03,  0.9839 ,G   10.3 ,  60.026 ,   Error ,  241.75 ,  241.79 ,     0:12:08
2870,  2023/05/12,11:01:43,168,  220.02 ,   5.505 , 1.1930E+03, 1.2111E+03, 0.2087E+03,  0.9850 ,G    9.9 ,  60.024 ,   Error ,  241.83 ,  241.88 ,     0:12:09
2871,  2023/05/12,11:01:43,408,  220.33 ,   5.517 , 1.1951E+03, 1.2155E+03, 0.2214E+03,  0.9833 ,G   10.5 ,  60.031 ,   Error ,  241.92 ,  241.96 ,     0:12:09
2872,  2023/05/12,11:01:43,688,  220.58 ,   5.527 , 1.1996E+03, 1.2192E+03, 0.2179E+03,  0.9839 ,G   10.3 ,  60.024 ,   Error ,  242.00 ,  242.04 ,     0:12:09
2873,  2023/05/12,11:01:43,928,  220.23 ,   5.518 , 1.1964E+03, 1.2152E+03, 0.2126E+03,  0.9846 ,G   10.1 ,  60.024 ,   Error ,  242.08 ,  242.13 ,     0:12:09
2874,  2023/05/12,11:01:44,168,  220.24 ,   5.504 , 1.1926E+03, 1.2123E+03, 0.2177E+03,  0.9837 ,G   10.3 ,  60.026 ,   Error ,  242.17 ,  242.21 ,     0:12:10
2875,  2023/05/12,11:01:44,408,  220.52 ,   5.528 , 1.1991E+03, 1.2189E+03, 0.2191E+03,  0.9837 ,G   10.4 ,  60.029 ,   Error ,  242.25 ,  242.29 ,     0:12:10
2876,  2023/05/12,11:01:44,658,  220.32 ,   5.523 , 1.1974E+03, 1.2169E+03, 0.2169E+03,  0.9840 ,G   10.3 ,  60.026 ,   Error ,  242.33 ,  242.38 ,     0:12:10
2877,  2023/05/12,11:01:44,918,  219.87 ,   5.504 , 1.1918E+03, 1.2102E+03, 0.2104E+03,  0.9848 ,G   10.0 ,  60.026 ,   Error ,  242.41 ,  242.46 ,     0:12:10
2878,  2023/05/12,11:01:45,158,  220.49 ,   5.524 , 1.1975E+03, 1.2179E+03, 0.2219E+03,  0.9833 ,G   10.5 ,  60.029 ,   Error ,  242.50 ,  242.54 ,     0:12:11
2879,  2023/05/12,11:01:45,428,  220.42 ,   5.528 , 1.1989E+03, 1.2184E+03, 0.2170E+03,  0.9840 ,G   10.3 ,  60.026 ,   Error ,  242.58 ,  242.62 ,     0:12:11
2880,  2023/05/12,11:01:45,658,  219.94 ,   5.502 , 1.1922E+03, 1.2102E+03, 0.2081E+03,  0.9851 ,G    9.9 ,  60.026 ,   Error ,  242.66 ,  242.71 ,     0:12:11
2881,  2023/05/12,11:01:45,928,  220.16 ,   5.516 , 1.1942E+03, 1.2144E+03, 0.2207E+03,  0.9833 ,G   10.5 ,  60.031 ,   Error ,  242.75 ,  242.79 ,     0:12:11
2882,  2023/05/12,11:01:46,178,  220.43 ,   5.526 , 1.1985E+03, 1.2181E+03, 0.2175E+03,  0.9839 ,G   10.3 ,  60.026 ,   Error ,  242.83 ,  242.87 ,     0:12:12
2883,  2023/05/12,11:01:46,418,  220.06 ,   5.511 , 1.1941E+03, 1.2126E+03, 0.2113E+03,  0.9847 ,G   10.0 ,  60.026 ,   Error ,  242.91 ,  242.96 ,     0:12:12
2884,  2023/05/12,11:01:46,668,  220.18 ,   5.505 , 1.1924E+03, 1.2121E+03, 0.2177E+03,  0.9837 ,G   10.3 ,  60.033 ,   Error ,  243.00 ,  243.04 ,     0:12:12
2885,  2023/05/12,11:01:46,918,  220.38 ,   5.527 , 1.1984E+03, 1.2180E+03, 0.2175E+03,  0.9839 ,G   10.3 ,  60.029 ,   Error ,  243.08 ,  243.12 ,     0:12:12
2886,  2023/05/12,11:01:47,168,  220.43 ,   5.518 , 1.1970E+03, 1.2164E+03, 0.2164E+03,  0.9840 ,G   10.2 ,  60.029 ,   Error ,  243.16 ,  243.21 ,     0:12:13
2887,  2023/05/12,11:01:47,408,  220.04 ,   5.501 , 1.1917E+03, 1.2103E+03, 0.2115E+03,  0.9846 ,G   10.1 ,  60.029 ,   Error ,  243.25 ,  243.29 ,     0:12:13
2888,  2023/05/12,11:01:47,678,  220.54 ,   5.522 , 1.1975E+03, 1.2177E+03, 0.2213E+03,  0.9834 ,G   10.5 ,  60.033 ,   Error ,  243.33 ,  243.37 ,     0:12:13
2889,  2023/05/12,11:01:47,928,  220.39 ,   5.525 , 1.1981E+03, 1.2177E+03, 0.2173E+03,  0.9839 ,G   10.3 ,  60.024 ,   Error ,  243.41 ,  243.45 ,     0:12:13
2890,  2023/05/12,11:01:48,178,  219.94 ,   5.500 , 1.1916E+03, 1.2097E+03, 0.2083E+03,  0.9851 ,G    9.9 ,  60.026 ,   Error ,  243.49 ,  243.54 ,     0:12:14
2891,  2023/05/12,11:01:48,418,  220.13 ,   5.518 , 1.1944E+03, 1.2146E+03, 0.2206E+03,  0.9834 ,G   10.5 ,  60.033 ,   Error ,  243.58 ,  243.62 ,     0:12:14
2892,  2023/05/12,11:01:48,668,  220.52 ,   5.525 , 1.1988E+03, 1.2184E+03, 0.2177E+03,  0.9839 ,G   10.3 ,  60.029 ,   Error ,  243.66 ,  243.70 ,     0:12:14
2893,  2023/05/12,11:01:48,918,  220.15 ,   5.512 , 1.1948E+03, 1.2134E+03, 0.2119E+03,  0.9846 ,G   10.1 ,  60.026 ,   Error ,  243.74 ,  243.79 ,     0:12:14
2894,  2023/05/12,11:01:49,178,  220.24 ,   5.508 , 1.1931E+03, 1.2131E+03, 0.2194E+03,  0.9835 ,G   10.4 ,  60.031 ,   Error ,  243.83 ,  243.87 ,     0:12:15
2895,  2023/05/12,11:01:49,427,  220.64 ,   5.527 , 1.1997E+03, 1.2195E+03, 0.2187E+03,  0.9838 ,G   10.3 ,  60.029 ,   Error ,  243.91 ,  243.95 ,     0:12:15
2896,  2023/05/12,11:01:49,667,  220.34 ,   5.523 , 1.1976E+03, 1.2168E+03, 0.2158E+03,  0.9842 ,G   10.2 ,  60.029 ,   Error ,  243.99 ,  244.04 ,     0:12:15
2897,  2023/05/12,11:01:49,917,  220.12 ,   5.500 , 1.1917E+03, 1.2106E+03, 0.2135E+03,  0.9843 ,G   10.2 ,  60.031 ,   Error ,  244.08 ,  244.12 ,     0:12:15
2898,  2023/05/12,11:01:50,157,  220.60 ,   5.527 , 1.1989E+03, 1.2192E+03, 0.2215E+03,  0.9834 ,G   10.5 ,  60.031 ,   Error ,  244.16 ,  244.20 ,     0:12:16
2899,  2023/05/12,11:01:50,417,  220.57 ,   5.527 , 1.1993E+03, 1.2191E+03, 0.2190E+03,  0.9837 ,G   10.3 ,  60.026 ,   Error ,  244.24 ,  244.29 ,     0:12:16
2900,  2023/05/12,11:01:50,667,  220.18 ,   5.501 , 1.1929E+03, 1.2113E+03, 0.2099E+03,  0.9849 ,G   10.0 ,  60.026 ,   Error ,  244.33 ,  244.37 ,     0:12:16
2901,  2023/05/12,11:01:50,917,  220.35 ,   5.519 , 1.1956E+03, 1.2160E+03, 0.2217E+03,  0.9832 ,G   10.5 ,  60.029 ,   Error ,  244.41 ,  244.45 ,     0:12:16
2902,  2023/05/12,11:01:51,167,  220.78 ,   5.527 , 1.2005E+03, 1.2203E+03, 0.2192E+03,  0.9837 ,G   10.3 ,  60.029 ,   Error ,  244.49 ,  244.54 ,     0:12:17
2903,  2023/05/12,11:01:51,417,  220.26 ,   5.510 , 1.1953E+03, 1.2137E+03, 0.2106E+03,  0.9848 ,G   10.0 ,  60.024 ,   Error ,  244.57 ,  244.62 ,     0:12:17
2904,  2023/05/12,11:01:51,668,  220.39 ,   5.508 , 1.1939E+03, 1.2140E+03, 0.2201E+03,  0.9834 ,G   10.4 ,  60.031 ,   Error ,  244.66 ,  244.70 ,     0:12:17
2905,  2023/05/12,11:01:51,936,  220.69 ,   5.524 , 1.1995E+03, 1.2192E+03, 0.2180E+03,  0.9839 ,G   10.3 ,  60.029 ,   Error ,  244.74 ,  244.78 ,     0:12:17
2906,  2023/05/12,11:01:52,176,  220.51 ,   5.512 , 1.1964E+03, 1.2155E+03, 0.2149E+03,  0.9842 ,G   10.2 ,  60.026 ,   Error ,  244.82 ,  244.87 ,     0:12:18
2907,  2023/05/12,11:01:52,436,  220.09 ,   5.496 , 1.1906E+03, 1.2096E+03, 0.2138E+03,  0.9843 ,G   10.2 ,  60.029 ,   Error ,  244.91 ,  244.95 ,     0:12:18
2908,  2023/05/12,11:01:52,666,  220.65 ,   5.519 , 1.1975E+03, 1.2177E+03, 0.2209E+03,  0.9834 ,G   10.5 ,  60.033 ,   Error ,  244.99 ,  245.03 ,     0:12:18
2909,  2023/05/12,11:01:52,936,  220.63 ,   5.519 , 1.1979E+03, 1.2177E+03, 0.2189E+03,  0.9837 ,G   10.4 ,  60.026 ,   Error ,  245.07 ,  245.12 ,     0:12:18
2910,  2023/05/12,11:01:53,176,  220.21 ,   5.495 , 1.1918E+03, 1.2102E+03, 0.2103E+03,  0.9848 ,G   10.0 ,  60.031 ,   Error ,  245.16 ,  245.20 ,     0:12:19
2911,  2023/05/12,11:01:53,426,  220.73 ,   5.513 , 1.1962E+03, 1.2169E+03, 0.2235E+03,  0.9830 ,G   10.6 ,  60.029 ,   Error ,  245.24 ,  245.28 ,     0:12:19
2912,  2023/05/12,11:01:53,676,  220.72 ,   5.519 , 1.1982E+03, 1.2181E+03, 0.2193E+03,  0.9837 ,G   10.4 ,  60.026 ,   Error ,  245.32 ,  245.37 ,     0:12:19
2913,  2023/05/12,11:01:53,927,  220.15 ,   5.497 , 1.1919E+03, 1.2102E+03, 0.2101E+03,  0.9848 ,G   10.0 ,  60.022 ,   Error ,  245.40 ,  245.45 ,     0:12:19
2914,  2023/05/12,11:01:54,177,  220.34 ,   5.505 , 1.1924E+03, 1.2129E+03, 0.2217E+03,  0.9832 ,G   10.5 ,  60.031 ,   Error ,  245.49 ,  245.53 ,     0:12:20
2915,  2023/05/12,11:01:54,427,  220.57 ,   5.515 , 1.1968E+03, 1.2165E+03, 0.2180E+03,  0.9838 ,G   10.3 ,  60.026 ,   Error ,  245.57 ,  245.61 ,     0:12:20
2916,  2023/05/12,11:01:54,677,  220.32 ,   5.504 , 1.1938E+03, 1.2127E+03, 0.2135E+03,  0.9844 ,G   10.1 ,  60.026 ,   Error ,  245.65 ,  245.70 ,     0:12:20
2917,  2023/05/12,11:01:54,927,  220.15 ,   5.496 , 1.1904E+03, 1.2100E+03, 0.2169E+03,  0.9838 ,G   10.3 ,  60.029 ,   Error ,  245.74 ,  245.78 ,     0:12:20
2918,  2023/05/12,11:01:55,177,  220.75 ,   5.515 , 1.1973E+03, 1.2175E+03, 0.2206E+03,  0.9834 ,G   10.4 ,  60.031 ,   Error ,  245.82 ,  245.86 ,     0:12:21
2919,  2023/05/12,11:01:55,427,  220.63 ,   5.510 , 1.1960E+03, 1.2157E+03, 0.2184E+03,  0.9837 ,G   10.3 ,  60.022 ,   Error ,  245.90 ,  245.95 ,     0:12:21
2920,  2023/05/12,11:01:55,687,  220.18 ,   5.504 , 1.1932E+03, 1.2119E+03, 0.2119E+03,  0.9846 ,G   10.1 ,  60.029 ,   Error ,  245.99 ,  246.03 ,     0:12:21
2921,  2023/05/12,11:01:55,927,  220.71 ,   5.512 , 1.1961E+03, 1.2166E+03, 0.2226E+03,  0.9831 ,G   10.5 ,  60.024 ,   Error ,  246.07 ,  246.11 ,     0:12:21
2922,  2023/05/12,11:01:56,177,  220.71 ,   5.515 , 1.1972E+03, 1.2171E+03, 0.2195E+03,  0.9836 ,G   10.4 ,  60.026 ,   Error ,  246.15 ,  246.20 ,     0:12:22
2923,  2023/05/12,11:01:56,427,  219.96 ,   5.493 , 1.1902E+03, 1.2083E+03, 0.2084E+03,  0.9850 ,G    9.9 ,  60.017 ,   Error ,  246.23 ,  246.28 ,     0:12:22
2924,  2023/05/12,11:01:56,677,  220.38 ,   5.509 , 1.1937E+03, 1.2141E+03, 0.2222E+03,  0.9831 ,G   10.5 ,  60.031 ,   Error ,  246.32 ,  246.36 ,     0:12:22
2925,  2023/05/12,11:01:56,927,  220.61 ,   5.529 , 1.2000E+03, 1.2197E+03, 0.2182E+03,  0.9839 ,G   10.3 ,  60.022 ,   Error ,  246.40 ,  246.44 ,     0:12:22
2926,  2023/05/12,11:01:57,187,  220.14 ,   5.504 , 1.1932E+03, 1.2117E+03, 0.2110E+03,  0.9847 ,G   10.0 ,  60.024 ,   Error ,  246.48 ,  246.53 ,     0:12:23
2927,  2023/05/12,11:01:57,437,  220.43 ,   5.496 , 1.1914E+03, 1.2115E+03, 0.2198E+03,  0.9834 ,G   10.5 ,  60.029 ,   Error ,  246.57 ,  246.61 ,     0:12:23
2928,  2023/05/12,11:01:57,657,  220.67 ,   5.515 , 1.1972E+03, 1.2170E+03, 0.2184E+03,  0.9838 ,G   10.3 ,  60.029 ,   Error ,  246.65 ,  246.69 ,     0:12:23
2929,  2023/05/12,11:01:57,917,  220.40 ,   5.510 , 1.1952E+03, 1.2144E+03, 0.2154E+03,  0.9841 ,G   10.2 ,  60.024 ,   Error ,  246.73 ,  246.78 ,     0:12:23
2930,  2023/05/12,11:01:58,177,  219.99 ,   5.506 , 1.1925E+03, 1.2114E+03, 0.2126E+03,  0.9845 ,G   10.1 ,  60.026 ,   Error ,  246.81 ,  246.86 ,     0:12:24
2931,  2023/05/12,11:01:58,416,  220.44 ,   5.519 , 1.1967E+03, 1.2166E+03, 0.2191E+03,  0.9836 ,G   10.4 ,  60.035 ,   Error ,  246.90 ,  246.94 ,     0:12:24
2932,  2023/05/12,11:01:58,686,  220.27 ,   5.499 , 1.1913E+03, 1.2114E+03, 0.2197E+03,  0.9834 ,G   10.4 ,  60.029 ,   Error ,  246.98 ,  247.02 ,     0:12:24
2933,  2023/05/12,11:01:58,916,  220.83 ,   5.511 , 1.1971E+03, 1.2170E+03, 0.2188E+03,  0.9837 ,G   10.4 ,  60.029 ,   Error ,  247.06 ,  247.11 ,     0:12:24
2934,  2023/05/12,11:01:59,186,  220.61 ,   5.509 , 1.1958E+03, 1.2154E+03, 0.2173E+03,  0.9839 ,G   10.3 ,  60.033 ,   Error ,  247.15 ,  247.19 ,     0:12:25
2935,  2023/05/12,11:01:59,426,  220.50 ,   5.503 , 1.1939E+03, 1.2134E+03, 0.2164E+03,  0.9840 ,G   10.3 ,  60.029 ,   Error ,  247.23 ,  247.27 ,     0:12:25
2936,  2023/05/12,11:01:59,676,  220.95 ,   5.514 , 1.1980E+03, 1.2184E+03, 0.2218E+03,  0.9833 ,G   10.5 ,  60.029 ,   Error ,  247.31 ,  247.36 ,     0:12:25
2937,  2023/05/12,11:01:59,926,  220.86 ,   5.513 , 1.1978E+03, 1.2177E+03, 0.2196E+03,  0.9836 ,G   10.4 ,  60.035 ,   Error ,  247.40 ,  247.44 ,     0:12:25
2938,  2023/05/12,11:02:00,186,  220.29 ,   5.495 , 1.1917E+03, 1.2105E+03, 0.2122E+03,  0.9845 ,G   10.1 ,  60.033 ,   Error ,  247.48 ,  247.52 ,     0:12:26
2939,  2023/05/12,11:02:00,426,  220.62 ,   5.509 , 1.1948E+03, 1.2154E+03, 0.2227E+03,  0.9831 ,G   10.6 ,  60.029 ,   Error ,  247.56 ,  247.61 ,     0:12:26
2940,  2023/05/12,11:02:00,676,  220.57 ,   5.518 , 1.1976E+03, 1.2171E+03, 0.2174E+03,  0.9839 ,G   10.3 ,  60.035 ,   Error ,  247.64 ,  247.69 ,     0:12:26
2941,  2023/05/12,11:02:00,926,  220.28 ,   5.509 , 1.1948E+03, 1.2135E+03, 0.2123E+03,  0.9846 ,G   10.1 ,  60.035 ,   Error ,  247.73 ,  247.77 ,     0:12:26
2942,  2023/05/12,11:02:01,176,  220.53 ,   5.509 , 1.1943E+03, 1.2149E+03, 0.2223E+03,  0.9831 ,G   10.5 ,  60.034 ,   Error ,  247.81 ,  247.85 ,     0:12:27
2943,  2023/05/12,11:02:01,426,  220.93 ,   5.515 , 1.1986E+03, 1.2185E+03, 0.2189E+03,  0.9837 ,G   10.3 ,  60.038 ,   Error ,  247.89 ,  247.94 ,     0:12:27
2944,  2023/05/12,11:02:01,686,  220.52 ,   5.508 , 1.1954E+03, 1.2147E+03, 0.2160E+03,  0.9841 ,G   10.2 ,  60.040 ,   Error ,  247.98 ,  248.02 ,     0:12:27
2945,  2023/05/12,11:02:01,926,  220.48 ,   5.495 , 1.1917E+03, 1.2116E+03, 0.2188E+03,  0.9836 ,G   10.4 ,  60.036 ,   Error ,  248.06 ,  248.10 ,     0:12:27
2946,  2023/05/12,11:02:02,176,  220.63 ,   5.519 , 1.1979E+03, 1.2177E+03, 0.2187E+03,  0.9837 ,G   10.3 ,  60.034 ,   Error ,  248.14 ,  248.19 ,     0:12:28
2947,  2023/05/12,11:02:02,436,  220.42 ,   5.519 , 1.1969E+03, 1.2164E+03, 0.2173E+03,  0.9839 ,G   10.3 ,  60.040 ,   Error ,  248.23 ,  248.27 ,     0:12:28
2948,  2023/05/12,11:02:02,686,  220.07 ,   5.501 , 1.1919E+03, 1.2107E+03, 0.2125E+03,  0.9845 ,G   10.1 ,  60.040 ,   Error ,  248.31 ,  248.35 ,     0:12:28
2949,  2023/05/12,11:02:02,926,  220.74 ,   5.518 , 1.1976E+03, 1.2182E+03, 0.2227E+03,  0.9832 ,G   10.5 ,  60.036 ,   Error ,  248.39 ,  248.44 ,     0:12:28
2950,  2023/05/12,11:02:03,186,  220.78 ,   5.526 , 1.2001E+03, 1.2199E+03, 0.2193E+03,  0.9837 ,G   10.4 ,  60.040 ,   Error ,  248.47 ,  248.52 ,     0:12:29
2951,  2023/05/12,11:02:03,436,  220.55 ,   5.504 , 1.1951E+03, 1.2140E+03, 0.2134E+03,  0.9844 ,G   10.1 ,  60.042 ,   Error ,  248.56 ,  248.60 ,     0:12:29
2952,  2023/05/12,11:02:03,666,  220.75 ,   5.516 , 1.1968E+03, 1.2176E+03, 0.2240E+03,  0.9829 ,G   10.6 ,  60.038 ,   Error ,  248.64 ,  248.69 ,     0:12:29
2953,  2023/05/12,11:02:03,936,  220.99 ,   5.528 , 1.2019E+03, 1.2216E+03, 0.2190E+03,  0.9838 ,G   10.3 ,  60.042 ,   Error ,  248.72 ,  248.77 ,     0:12:29
2954,  2023/05/12,11:02:04,176,  220.30 ,   5.515 , 1.1962E+03, 1.2150E+03, 0.2132E+03,  0.9845 ,G   10.1 ,  60.038 ,   Error ,  248.81 ,  248.85 ,     0:12:30
2955,  2023/05/12,11:02:04,416,  220.40 ,   5.508 , 1.1939E+03, 1.2140E+03, 0.2197E+03,  0.9835 ,G   10.4 ,  60.040 ,   Error ,  248.89 ,  248.94 ,     0:12:30
2956,  2023/05/12,11:02:04,676,  220.66 ,   5.529 , 1.2003E+03, 1.2200E+03, 0.2181E+03,  0.9839 ,G   10.3 ,  60.038 ,   Error ,  248.97 ,  249.02 ,     0:12:30
2957,  2023/05/12,11:02:04,926,  220.58 ,   5.518 , 1.1976E+03, 1.2172E+03, 0.2175E+03,  0.9839 ,G   10.3 ,  60.044 ,   Error ,  249.06 ,  249.10 ,     0:12:30
2958,  2023/05/12,11:02:05,176,  220.32 ,   5.500 , 1.1925E+03, 1.2118E+03, 0.2154E+03,  0.9841 ,G   10.2 ,  60.040 ,   Error ,  249.14 ,  249.19 ,     0:12:31
2959,  2023/05/12,11:02:05,426,  220.97 ,   5.518 , 1.1988E+03, 1.2194E+03, 0.2231E+03,  0.9831 ,G   10.5 ,  60.040 ,   Error ,  249.22 ,  249.27 ,     0:12:31
2960,  2023/05/12,11:02:05,676,  220.68 ,   5.523 , 1.1990E+03, 1.2188E+03, 0.2187E+03,  0.9838 ,G   10.3 ,  60.042 ,   Error ,  249.31 ,  249.35 ,     0:12:31
2961,  2023/05/12,11:02:05,926,  220.34 ,   5.499 , 1.1929E+03, 1.2116E+03, 0.2125E+03,  0.9845 ,G   10.1 ,  60.044 ,   Error ,  249.39 ,  249.43 ,     0:12:31
2962,  2023/05/12,11:02:06,176,  220.43 ,   5.513 , 1.1947E+03, 1.2152E+03, 0.2224E+03,  0.9831 ,G   10.5 ,  60.036 ,   Error ,  249.47 ,  249.52 ,     0:12:32
2963,  2023/05/12,11:02:06,416,  220.59 ,   5.522 , 1.1984E+03, 1.2180E+03, 0.2177E+03,  0.9839 ,G   10.3 ,  60.044 ,   Error ,  249.56 ,  249.60 ,     0:12:32
2964,  2023/05/12,11:02:06,686,  220.15 ,   5.508 , 1.1939E+03, 1.2126E+03, 0.2125E+03,  0.9845 ,G   10.1 ,  60.044 ,   Error ,  249.64 ,  249.68 ,     0:12:32
2965,  2023/05/12,11:02:06,936,  220.48 ,   5.505 , 1.1933E+03, 1.2137E+03, 0.2216E+03,  0.9832 ,G   10.5 ,  60.042 ,   Error ,  249.72 ,  249.77 ,     0:12:32
2966,  2023/05/12,11:02:07,166,  220.80 ,   5.526 , 1.2004E+03, 1.2201E+03, 0.2188E+03,  0.9838 ,G   10.3 ,  60.038 ,   Error ,  249.81 ,  249.85 ,     0:12:33
2967,  2023/05/12,11:02:07,436,  220.72 ,   5.515 , 1.1976E+03, 1.2173E+03, 0.2180E+03,  0.9838 ,G   10.3 ,  60.046 ,   Error ,  249.89 ,  249.93 ,     0:12:33
2968,  2023/05/12,11:02:07,676,  220.38 ,   5.504 , 1.1934E+03, 1.2131E+03, 0.2174E+03,  0.9838 ,G   10.3 ,  60.040 ,   Error ,  249.97 ,  250.02 ,     0:12:33
2969,  2023/05/12,11:02:07,926,  220.96 ,   5.525 , 1.2005E+03, 1.2208E+03, 0.2219E+03,  0.9833 ,G   10.5 ,  60.040 ,   Error ,  250.05 ,  250.10 ,     0:12:33
2970,  2023/05/12,11:02:08,186,  220.67 ,   5.523 , 1.1989E+03, 1.2188E+03, 0.2190E+03,  0.9837 ,G   10.4 ,  60.040 ,   Error ,  250.14 ,  250.18 ,     0:12:34
2971,  2023/05/12,11:02:08,436,  220.25 ,   5.502 , 1.1931E+03, 1.2118E+03, 0.2125E+03,  0.9845 ,G   10.1 ,  60.044 ,   Error ,  250.22 ,  250.27 ,     0:12:34
2972,  2023/05/12,11:02:08,676,  220.49 ,   5.521 , 1.1969E+03, 1.2174E+03, 0.2225E+03,  0.9832 ,G   10.5 ,  60.038 ,   Error ,  250.30 ,  250.35 ,     0:12:34
2973,  2023/05/12,11:02:08,926,  220.74 ,   5.527 , 1.2001E+03, 1.2200E+03, 0.2191E+03,  0.9837 ,G   10.3 ,  60.046 ,   Error ,  250.39 ,  250.43 ,     0:12:34
2974,  2023/05/12,11:02:09,176,  220.19 ,   5.511 , 1.1947E+03, 1.2134E+03, 0.2121E+03,  0.9846 ,G   10.1 ,  60.038 ,   Error ,  250.47 ,  250.51 ,     0:12:35
2975,  2023/05/12,11:02:09,436,  220.62 ,   5.515 , 1.1960E+03, 1.2166E+03, 0.2229E+03,  0.9831 ,G   10.6 ,  60.042 ,   Error ,  250.55 ,  250.60 ,     0:12:35
2976,  2023/05/12,11:02:09,676,  220.74 ,   5.526 , 1.2001E+03, 1.2197E+03, 0.2178E+03,  0.9839 ,G   10.3 ,  60.038 ,   Error ,  250.64 ,  250.68 ,     0:12:35
2977,  2023/05/12,11:02:09,926,  220.55 ,   5.513 , 1.1965E+03, 1.2159E+03, 0.2163E+03,  0.9840 ,G   10.2 ,  60.048 ,   Error ,  250.72 ,  250.76 ,     0:12:35
2978,  2023/05/12,11:02:10,166,  220.29 ,   5.503 , 1.1924E+03, 1.2123E+03, 0.2185E+03,  0.9836 ,G   10.4 ,  60.040 ,   Error ,  250.80 ,  250.85 ,     0:12:36
2979,  2023/05/12,11:02:10,436,  220.72 ,   5.522 , 1.1988E+03, 1.2188E+03, 0.2199E+03,  0.9836 ,G   10.4 ,  60.046 ,   Error ,  250.89 ,  250.93 ,     0:12:36
2980,  2023/05/12,11:02:10,676,  220.49 ,   5.519 , 1.1972E+03, 1.2169E+03, 0.2178E+03,  0.9838 ,G   10.3 ,  60.042 ,   Error ,  250.97 ,  251.01 ,     0:12:36
2981,  2023/05/12,11:02:10,936,  220.23 ,   5.497 , 1.1917E+03, 1.2106E+03, 0.2130E+03,  0.9844 ,G   10.1 ,  60.047 ,   Error ,  251.05 ,  251.10 ,     0:12:36
2982,  2023/05/12,11:02:11,186,  220.60 ,   5.518 , 1.1968E+03, 1.2172E+03, 0.2220E+03,  0.9832 ,G   10.5 ,  60.040 ,   Error ,  251.13 ,  251.18 ,     0:12:37
2983,  2023/05/12,11:02:11,426,  220.81 ,   5.521 , 1.1992E+03, 1.2191E+03, 0.2195E+03,  0.9837 ,G   10.4 ,  60.044 ,   Error ,  251.22 ,  251.26 ,     0:12:37
2984,  2023/05/12,11:02:11,706,  220.78 ,   5.521 , 1.1987E+03, 1.2189E+03, 0.2213E+03,  0.9834 ,G   10.5 ,  60.042 ,   Error ,  251.30 ,  251.35 ,     0:12:37
2985,  2023/05/12,11:02:11,936,  220.74 ,   5.520 , 1.1985E+03, 1.2184E+03, 0.2193E+03,  0.9837 ,G   10.4 ,  60.044 ,   Error ,  251.38 ,  251.43 ,     0:12:37
2986,  2023/05/12,11:02:12,176,  220.18 ,   5.496 , 1.1917E+03, 1.2102E+03, 0.2109E+03,  0.9847 ,G   10.0 ,  60.040 ,   Error ,  251.47 ,  251.51 ,     0:12:38
2987,  2023/05/12,11:02:12,426,  220.65 ,   5.519 , 1.1971E+03, 1.2177E+03, 0.2228E+03,  0.9831 ,G   10.5 ,  60.049 ,   Error ,  251.55 ,  251.59 ,     0:12:38
2988,  2023/05/12,11:02:12,686,  220.61 ,   5.522 , 1.1983E+03, 1.2183E+03, 0.2196E+03,  0.9836 ,G   10.4 ,  60.040 ,   Error ,  251.63 ,  251.68 ,     0:12:38
2989,  2023/05/12,11:02:12,926,  220.25 ,   5.499 , 1.1927E+03, 1.2112E+03, 0.2111E+03,  0.9847 ,G   10.0 ,  60.044 ,   Error ,  251.72 ,  251.76 ,     0:12:38
2990,  2023/05/12,11:02:13,176,  220.48 ,   5.511 , 1.1943E+03, 1.2149E+03, 0.2231E+03,  0.9830 ,G   10.6 ,  60.042 ,   Error ,  251.80 ,  251.84 ,     0:12:39
2991,  2023/05/12,11:02:13,436,  220.93 ,   5.523 , 1.2002E+03, 1.2202E+03, 0.2203E+03,  0.9836 ,G   10.4 ,  60.047 ,   Error ,  251.88 ,  251.93 ,     0:12:39
2992,  2023/05/12,11:02:13,676,  220.41 ,   5.507 , 1.1948E+03, 1.2138E+03, 0.2141E+03,  0.9843 ,G   10.2 ,  60.038 ,   Error ,  251.96 ,  252.01 ,     0:12:39
